,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,FF_ba,FC_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-08,717449,Groundout,field_out,True,669397,572020,Nick Allen,James Paxton,0,0,0,a88dfee5-dab0-419a-ad42-e620707af530,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-08,717449,Groundout,field_out,True,672478,572020,Jordan Diaz,James Paxton,0,0,0,b3bc684b-5ee1-4010-a0c1-920b426183cb,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-08,717449,Groundout,field_out,True,676116,572020,Ryan Noda,James Paxton,1,0,0,ea30b3a0-3553-4fa7-8e90-bbcc72d3e505,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-08,717449,Single,single,False,680776,643493,Jarren Duran,Austin Pruitt,0,0,0,c7b734ce-7cf2-4b99-afd3-c3a4f9a96cb5,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,73.0,97.0,90.0,89.0,114.0,97.0,,,,,,,0.14,0.26,,,0.06,-1.17,,3.55,,1.29,91.8,,91.3,,0.344,,0.143,0.308,127.0,108.0,112.0,149.0,103.0,114.0,0.38,0.16,0.34,2.21,87.6,81.2,0.238,0.216,,,,,,,,
4,2023-07-08,717449,Groundout,field_out,True,807799,643493,Masataka Yoshida,Austin Pruitt,1,0,1,cf44414f-4aad-442c-834c-5ba7383a1861,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,73.0,97.0,90.0,89.0,114.0,97.0,,,,,,,0.14,0.26,,,0.06,-1.17,,3.55,,1.29,91.8,,91.3,,0.344,,0.143,0.308,127.0,108.0,112.0,149.0,103.0,114.0,0.38,0.16,0.34,2.21,87.6,81.2,0.238,0.216,,,,,,,,
5,2023-07-08,717449,Single,single,False,457759,643493,Justin Turner,Austin Pruitt,0,0,1,726c5d5b-4a2e-4c1c-97f0-11774ee31443,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,73.0,97.0,90.0,89.0,114.0,97.0,,,,,,,0.14,0.26,,,0.06,-1.17,,3.55,,1.29,91.8,,91.3,,0.344,,0.143,0.308,127.0,108.0,112.0,149.0,103.0,114.0,0.38,0.16,0.34,2.21,87.6,81.2,0.238,0.216,,,,,,,,
6,2023-07-08,717449,Pop Out,field_out,True,646240,643493,Rafael Devers,Austin Pruitt,1,0,0,b7f057f8-aecf-430d-af85-fc8950584f12,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,73.0,97.0,90.0,89.0,114.0,97.0,,,,,,,0.14,0.26,,,0.06,-1.17,,3.55,,1.29,91.8,,91.3,,0.344,,0.143,0.308,127.0,108.0,112.0,149.0,103.0,114.0,0.38,0.16,0.34,2.21,87.6,81.2,0.238,0.216,,,,,,,,
7,2023-07-08,717449,Home Run,home_run,False,657077,643493,Alex Verdugo,Austin Pruitt,0,0,1,0a7ffeca-2d7d-4d02-8ab7-e8d7f91eefe5,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,73.0,97.0,90.0,89.0,114.0,97.0,,,,,,,0.14,0.26,,,0.06,-1.17,,3.55,,1.29,91.8,,91.3,,0.344,,0.143,0.308,127.0,108.0,112.0,149.0,103.0,114.0,0.38,0.16,0.34,2.21,87.6,81.2,0.238,0.216,,,,,,,,
8,2023-07-08,717449,Flyout,field_out,True,671213,643493,Triston Casas,Austin Pruitt,1,0,0,77e3fb1d-fc87-45bf-8d5a-1a17f3da93e7,643493.0,austinpruitt,Pruitt,Right,Austin Pruitt,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,87.1,60.0,105.0,88.0,73.0,97.0,90.0,89.0,114.0,97.0,,,,,,,0.14,0.26,,,0.06,-1.17,,3.55,,1.29,91.8,,91.3,,0.344,,0.143,0.308,127.0,108.0,112.0,149.0,103.0,114.0,0.38,0.16,0.34,2.21,87.6,81.2,0.238,0.216,,,,,,,,
9,2023-07-08,717449,Pop Out,field_out,True,667670,572020,Brent Rooker,James Paxton,0,0,0,df89db93-ecdb-4f28-96a2-bdcc98ad417d,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
