,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,CU_ba,FF_ba,SI_ba,CH_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,ST_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-04,717140,Flyout,field_out,True,672580,605400,Maikel Garcia,Aaron Nola,1,1,0,75ec131f-48f5-434e-9672-f48c9abc48bd,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
1,2023-08-04,717140,Strikeout,strikeout,True,677951,605400,Bobby Witt Jr.,Aaron Nola,0,0,0,1652df84-d6ca-4f25-86e2-0d377cceec62,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
2,2023-08-04,717140,Flyout,field_out,True,686681,605400,Michael Massey,Aaron Nola,0,0,0,a13c3b10-c61f-47e2-8ef4-22f73f8ef0c0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
3,2023-08-04,717140,Groundout,field_out,True,656941,543475,Kyle Schwarber,Jordan Lyles,1,0,0,b868e4a6-9e12-496e-bb11-97effa05fdbf,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,,,,96.0,99.0,98.0,0.131,0.306,0.076,,0.109,1.11,-0.94,-0.01,,-1.66,91.2,86.8,90.5,,0.238,0.227,0.248,0.26,0.314,95.0,97.0,99.0,99.0,107.0,110.0,0.247,0.131,-1.31,-1.6,80.2,79.4,0.28,,,,,,,,
4,2023-08-04,717140,Single,single,False,664761,543475,Alec Bohm,Jordan Lyles,0,0,0,134e626d-f8ca-4e5f-a6ce-5e14d9903ac9,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,,,,96.0,99.0,98.0,0.131,0.306,0.076,,0.109,1.11,-0.94,-0.01,,-1.66,91.2,86.8,90.5,,0.238,0.227,0.248,0.26,0.314,95.0,97.0,99.0,99.0,107.0,110.0,0.247,0.131,-1.31,-1.6,80.2,79.4,0.28,,,,,,,,
5,2023-08-04,717140,Flyout,field_out,True,547180,543475,Bryce Harper,Jordan Lyles,0,0,0,5379c57b-5cbe-46c5-acc9-682b823f5d48,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,,,,96.0,99.0,98.0,0.131,0.306,0.076,,0.109,1.11,-0.94,-0.01,,-1.66,91.2,86.8,90.5,,0.238,0.227,0.248,0.26,0.314,95.0,97.0,99.0,99.0,107.0,110.0,0.247,0.131,-1.31,-1.6,80.2,79.4,0.28,,,,,,,,
6,2023-08-04,717140,Home Run,home_run,False,592206,543475,Nick Castellanos,Jordan Lyles,0,0,1,e1649a42-74f6-4985-ad1f-cc0542ddae06,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,,,,96.0,99.0,98.0,0.131,0.306,0.076,,0.109,1.11,-0.94,-0.01,,-1.66,91.2,86.8,90.5,,0.238,0.227,0.248,0.26,0.314,95.0,97.0,99.0,99.0,107.0,110.0,0.247,0.131,-1.31,-1.6,80.2,79.4,0.28,,,,,,,,
7,2023-08-04,717140,Flyout,field_out,True,681082,543475,Bryson Stott,Jordan Lyles,0,0,0,66a2aed1-8885-4508-81a2-01bd842beda5,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,,,,96.0,99.0,98.0,0.131,0.306,0.076,,0.109,1.11,-0.94,-0.01,,-1.66,91.2,86.8,90.5,,0.238,0.227,0.248,0.26,0.314,95.0,97.0,99.0,99.0,107.0,110.0,0.247,0.131,-1.31,-1.6,80.2,79.4,0.28,,,,,,,,
8,2023-08-04,717140,Single,single,False,521692,605400,Salvador Perez,Aaron Nola,0,0,0,d6e0b17a-8e05-4e23-a21e-41606a800e0f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
9,2023-08-04,717140,Double,double,False,658668,605400,Edward Olivares,Aaron Nola,0,0,1,e35905e3-5bbc-4113-b8cf-3ba719c7b401,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
10,2023-08-04,717140,Strikeout,strikeout,True,669004,605400,MJ Melendez,Aaron Nola,0,0,0,2a7ae368-5d6e-4dee-b368-0f8659c5b902,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
11,2023-08-04,717140,Strikeout,strikeout,True,666023,605400,Freddy Fermin,Aaron Nola,0,0,0,2534bdc0-01d1-498e-979b-7f65783ee96a,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
12,2023-08-04,717140,Strikeout,strikeout,True,680118,605400,Dairon Blanco,Aaron Nola,0,0,0,87ff5684-6e31-4f2c-bd97-bd941842957e,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
13,2023-08-04,717140,Flyout,field_out,True,592663,543475,J.T. Realmuto,Jordan Lyles,1,0,0,55ba2075-5cb5-4b7d-ae4a-4daec4771f92,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,,,,96.0,99.0,98.0,0.131,0.306,0.076,,0.109,1.11,-0.94,-0.01,,-1.66,91.2,86.8,90.5,,0.238,0.227,0.248,0.26,0.314,95.0,97.0,99.0,99.0,107.0,110.0,0.247,0.131,-1.31,-1.6,80.2,79.4,0.28,,,,,,,,
14,2023-08-04,717140,Double,double,False,669016,543475,Brandon Marsh,Jordan Lyles,0,0,0,5f620ac5-bb04-4353-8df9-e11f75287c20,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,,,,96.0,99.0,98.0,0.131,0.306,0.076,,0.109,1.11,-0.94,-0.01,,-1.66,91.2,86.8,90.5,,0.238,0.227,0.248,0.26,0.314,95.0,97.0,99.0,99.0,107.0,110.0,0.247,0.131,-1.31,-1.6,80.2,79.4,0.28,,,,,,,,
