,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,SL_ba,FF_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,SI_ba,ST_ba,CU_ba,FC_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-25,718439,Strikeout,strikeout,True,663457,605154,Lars Nootbaar,John Brebbia,0,0,0,8fa88e57-5775-403e-9426-77926cb4c6ac,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-25,718439,Groundout,field_out,True,502671,605154,Paul Goldschmidt,John Brebbia,1,0,0,fe8428ae-068e-4478-a130-5ad4f30b54a0,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-25,718439,Strikeout,strikeout,True,669357,605154,Nolan Gorman,John Brebbia,0,0,0,5b080af8-f4e1-4448-9efd-2aa826ebe88a,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-25,718439,Groundout,field_out,True,664774,663765,LaMonte Wade Jr.,Jake Woodford,1,0,0,8297c62e-b715-4bd8-87ae-9a6043c3f902,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.040999999999999995,-10.74,-0.99,-0.23,92.4,81.7,,0.571,88.0,95.0,97.0,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,0.10099999999999999,-2.62,-0.6,-3.61,89.8,92.0,76.3,0.299,0.241,0.455,0.5,0.167,,,,,,
4,2023-04-25,718439,Strikeout,strikeout,True,624424,663765,Michael Conforto,Jake Woodford,0,0,0,c5b6c8ca-db12-4e60-861c-b4ce2ff9735d,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.040999999999999995,-10.74,-0.99,-0.23,92.4,81.7,,0.571,88.0,95.0,97.0,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,0.10099999999999999,-2.62,-0.6,-3.61,89.8,92.0,76.3,0.299,0.241,0.455,0.5,0.167,,,,,,
5,2023-04-25,718439,Walk,walk,False,605204,663765,J.D. Davis,Jake Woodford,1,0,0,2a177516-150e-4a2b-82ec-cd104772a0e8,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.040999999999999995,-10.74,-0.99,-0.23,92.4,81.7,,0.571,88.0,95.0,97.0,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,0.10099999999999999,-2.62,-0.6,-3.61,89.8,92.0,76.3,0.299,0.241,0.455,0.5,0.167,,,,,,
6,2023-04-25,718439,Single,single,False,592626,663765,Joc Pederson,Jake Woodford,1,1,1,8b08a3a2-b928-4f19-8c49-3abf7e9f6701,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.040999999999999995,-10.74,-0.99,-0.23,92.4,81.7,,0.571,88.0,95.0,97.0,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,0.10099999999999999,-2.62,-0.6,-3.61,89.8,92.0,76.3,0.299,0.241,0.455,0.5,0.167,,,,,,
7,2023-04-25,718439,Strikeout,strikeout,True,573262,663765,Mike Yastrzemski,Jake Woodford,0,0,0,2616964c-ef1a-450b-9b90-9e166a386f84,663765.0,jakewoodford,Woodford,Right,Jake Woodford,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.16699999999999998,0.429,0.11900000000000001,0.363,0.433,86.2,61.0,88.0,72.0,82.0,93.0,85.0,104.0,101.0,105.0,0.068,0.23199999999999998,0.040999999999999995,-10.74,-0.99,-0.23,92.4,81.7,,0.571,88.0,95.0,97.0,87.0,104.0,98.0,94.0,107.0,104.0,0.502,0.055999999999999994,0.10099999999999999,-2.62,-0.6,-3.61,89.8,92.0,76.3,0.299,0.241,0.455,0.5,0.167,,,,,,
8,2023-04-25,718439,Groundout,field_out,True,571448,605154,Nolan Arenado,John Brebbia,1,1,0,16a1b52e-76c4-4d29-b923-4e8fa5946a6d,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-25,718439,Single,single,False,575929,605154,Willson Contreras,John Brebbia,1,0,0,c40107d7-8f9a-42af-975c-1da47f2547d8,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
