,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,FC_ba,SI%,wSI/C,vSI,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2023-09-16,716561,Strikeout,strikeout,True,678554,680570,Curtis Mead,Grayson Rodriguez,0,0,0,8fcf30b4-7fbd-4ca9-9d29-e9b3c49972da,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
11,2023-09-16,716561,Strikeout,strikeout,True,543305,607192,Aaron Hicks,Tyler Glasnow,0,0,0,2a90fa5e-8ad5-45c5-a618-2c7801d85c29,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
12,2023-09-16,716561,Lineout,field_out,True,656775,607192,Cedric Mullins,Tyler Glasnow,0,0,0,b7624a69-bb37-477d-ad29-5787f4274e7f,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
13,2023-09-16,716561,Single,single,False,602104,607192,Ramón Urías,Tyler Glasnow,1,0,0,4ff7a14d-1fd6-4d38-9315-4e71535a9981,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
14,2023-09-16,716561,Single,single,False,624428,607192,Adam Frazier,Tyler Glasnow,1,0,1,20a3aa6a-0cf6-4632-b67c-c11fc70779c6,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
15,2023-09-16,716561,Home Run,home_run,False,683002,607192,Gunnar Henderson,Tyler Glasnow,0,0,1,f5127ab2-9ce4-45e2-97c2-0c447854d7f3,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
16,2023-09-16,716561,Groundout,field_out,True,668939,607192,Adley Rutschman,Tyler Glasnow,0,0,0,75fef022-9567-4abb-a72b-258ef9ea088b,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
17,2023-09-16,716561,Flyout,field_out,True,666018,680570,Jonathan Aranda,Grayson Rodriguez,0,0,0,9bdc5361-5146-4abd-ad3e-c5b7b631c76b,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
18,2023-09-16,716561,Lineout,field_out,True,678545,680570,Osleivis Basabe,Grayson Rodriguez,1,0,0,e1f94f64-6de2-477e-a4c1-9a3c7e4b17c3,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
19,2023-09-16,716561,Groundout,field_out,True,650907,680570,René Pinto,Grayson Rodriguez,1,0,0,6136855d-3e35-4c99-9f26-cd290b12ebfe,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
20,2023-09-16,716561,Flyout,field_out,True,623993,607192,Anthony Santander,Tyler Glasnow,0,0,0,c7ec887f-774c-4e6f-ab8b-917a3f64c844,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
21,2023-09-16,716561,Strikeout,strikeout,True,656811,607192,Ryan O'Hearn,Tyler Glasnow,0,0,0,a5c806ff-a498-4bc4-9164-4f4fc1418651,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
22,2023-09-16,716561,Groundout,field_out,True,669720,607192,Austin Hays,Tyler Glasnow,0,0,0,0d1c0e45-c574-43e5-93fa-8b43f2c09984,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
23,2023-09-16,716561,Double,double,False,650490,680570,Yandy Díaz,Grayson Rodriguez,0,0,0,3010615c-1034-4dcb-9399-308fe5aecb17,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
24,2023-09-16,716561,Lineout,field_out,True,664040,680570,Brandon Lowe,Grayson Rodriguez,0,0,0,715cac41-29f4-40e9-a03f-9e17e9e9a16c,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
25,2023-09-16,716561,Single,single,False,668227,680570,Randy Arozarena,Grayson Rodriguez,1,0,1,c344c496-3f74-4523-8434-b5a1314c5b68,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
26,2023-09-16,716561,Grounded Into DP,grounded_into_double_play,True,666139,680570,Josh Lowe,Grayson Rodriguez,0,0,1,d8a8fa22-feed-4baf-9941-eafd0956461b,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
27,2023-09-16,716561,Single,single,False,543305,607192,Aaron Hicks,Tyler Glasnow,1,0,0,809eb2e7-e5df-49e9-addb-b69908936583,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
28,2023-09-16,716561,Strikeout,strikeout,True,656775,607192,Cedric Mullins,Tyler Glasnow,0,0,0,a7a97b4c-8b6a-4e5d-8cfe-cc698731986f,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
29,2023-09-16,716561,Groundout,field_out,True,602104,607192,Ramón Urías,Tyler Glasnow,1,0,1,89d7b43f-1449-428d-afdb-88f39d743cf5,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
30,2023-09-16,716561,Walk,walk,False,624428,607192,Adam Frazier,Tyler Glasnow,0,0,0,715f8932-2b47-41f3-9bdd-a3f3daa5184d,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
31,2023-09-16,716561,Single,single,False,683002,607192,Gunnar Henderson,Tyler Glasnow,1,0,1,3a334066-b3e8-4c00-b84a-8eed4c06dba2,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
32,2023-09-16,716561,Single,single,False,668939,607192,Adley Rutschman,Tyler Glasnow,0,0,1,52636af8-8807-4918-a3c1-0eeb298754d4,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
33,2023-09-16,716561,Groundout,field_out,True,623993,607192,Anthony Santander,Tyler Glasnow,1,0,0,c41d78f0-5c4a-4822-a2a5-de82a72517ce,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.43200000000000005,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,90.1,83.9,0.236,,,0.095,,0.004,-7.7,96.4,0.254,,,,,,,,,,
34,2023-09-16,716561,Lineout,field_out,True,622534,680570,Manuel Margot,Grayson Rodriguez,1,0,0,71dc1b61-db90-4b7d-992f-7f199cab3649,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
35,2023-09-16,716561,Single,single,False,678554,680570,Curtis Mead,Grayson Rodriguez,0,0,0,c41edf8f-5d5c-4f75-88f4-dfddb65d5f24,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
36,2023-09-16,716561,Single,single,False,666018,680570,Jonathan Aranda,Grayson Rodriguez,1,0,1,2564295c-d1ec-49d8-81da-fb614e9c5c47,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
