,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,FS_ba,ST_ba
0,2023-05-16,718150,Pop Out,field_out,True,623912,434378,Harold Ramírez,Justin Verlander,0,0,0,c9d45916-c159-4ed8-889a-d7946cc02754,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-16,718150,Groundout,field_out,True,677551,434378,Wander Franco,Justin Verlander,1,0,0,fcb02125-a1ee-4e9c-90e7-9e274b6eaf1f,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-16,718150,Single,single,False,664040,434378,Brandon Lowe,Justin Verlander,0,0,0,b8092c82-3071-4c25-be30-6b11d6e1004e,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-16,718150,Walk,walk,False,668227,434378,Randy Arozarena,Justin Verlander,1,0,1,3ba4097b-32cb-431f-af41-52649302ef68,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-16,718150,Forceout,force_out,True,670623,434378,Isaac Paredes,Justin Verlander,1,0,1,ba41c795-ba1d-4dca-9d35-18d0ca6ec05b,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-16,718150,Lineout,field_out,True,607043,656222,Brandon Nimmo,Jalen Beeks,0,0,0,5cf23d2f-1c80-459d-b2e4-0521e0178bda,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,,,,65.0,95.0,83.0,106.0,71.0,93.0,0.435,0.015,,0.44299999999999995,-0.49,-16.85,,-0.18,94.3,81.8,,0.243,1.0,,0.267,92.0,105.0,98.0,0.107,2.73,85.7,0.125,,,,,,,,,,,,,,,
6,2023-05-16,718150,Single,single,False,596019,656222,Francisco Lindor,Jalen Beeks,1,0,0,4e39902d-2295-4932-aa03-0586c61d7aa7,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,,,,65.0,95.0,83.0,106.0,71.0,93.0,0.435,0.015,,0.44299999999999995,-0.49,-16.85,,-0.18,94.3,81.8,,0.243,1.0,,0.267,92.0,105.0,98.0,0.107,2.73,85.7,0.125,,,,,,,,,,,,,,,
7,2023-05-16,718150,Pop Out,field_out,True,643446,656222,Jeff McNeil,Jalen Beeks,1,0,0,2f6ee3d2-2811-44b2-bbf1-298fcb47f22b,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,,,,65.0,95.0,83.0,106.0,71.0,93.0,0.435,0.015,,0.44299999999999995,-0.49,-16.85,,-0.18,94.3,81.8,,0.243,1.0,,0.267,92.0,105.0,98.0,0.107,2.73,85.7,0.125,,,,,,,,,,,,,,,
8,2023-05-16,718150,Forceout,force_out,True,624413,656222,Pete Alonso,Jalen Beeks,0,0,1,685a85f3-860d-4cac-824c-6bc96e3d66fb,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,,,,65.0,95.0,83.0,106.0,71.0,93.0,0.435,0.015,,0.44299999999999995,-0.49,-16.85,,-0.18,94.3,81.8,,0.243,1.0,,0.267,92.0,105.0,98.0,0.107,2.73,85.7,0.125,,,,,,,,,,,,,,,
9,2023-05-16,718150,Strikeout,strikeout,True,666139,434378,Josh Lowe,Justin Verlander,0,0,0,70605014-8c44-47cb-bbf1-114189a92d7b,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,86.9,78.2,0.235,0.201,0.241,0.214,,,,,,,,,,,,,,,,,,,,,,
