,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,CH%,wSI/C,wKC/C,wCH/C,vSI,vKC,SI_ba,CH_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-05-24,718047,Single,single,False,664774,657746,LaMonte Wade Jr.,Joe Ryan,1,0,0,b6c83a0b-2bda-495a-aba8-6f6f410b5786,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-24,718047,Double,double,False,642731,657746,Thairo Estrada,Joe Ryan,1,0,1,3415708d-c0e7-4f60-ab5f-05a8562b4e3f,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-24,718047,Flyout,field_out,True,571745,657746,Mitch Haniger,Joe Ryan,0,0,0,6022b384-71cb-48e3-987e-161d5d32e1aa,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-24,718047,Pop Out,field_out,True,624424,657746,Michael Conforto,Joe Ryan,1,1,0,a793b0e3-e937-48f6-9479-08aef5eedc7c,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-24,718047,Groundout,field_out,True,666165,657746,Blake Sabol,Joe Ryan,1,0,0,ea801640-0c35-4315-868d-fa8fe48f7713,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-24,718047,Home Run,home_run,False,666397,543101,Edouard Julien,Anthony DeSclafani,0,0,0,eeb300c9-a569-44a4-b46f-42e448607caa,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.0,88.0,84.0,101.0,97.0,101.0,,,,0.126,,0.44799999999999995,-1.8,,0.88,93.1,,87.4,0.306,,,0.257,86.4,75.0,92.0,86.0,90.0,106.0,99.0,106.0,109.0,109.0,0.27699999999999997,0.05,0.098,-0.66,-0.59,-1.71,93.1,82.2,0.283,0.344,0.16,,,,,,,,,,,,,
6,2023-05-24,718047,Single,single,False,621439,543101,Byron Buxton,Anthony DeSclafani,0,0,0,fafcdb42-bc31-47c3-8663-40cd56c300d2,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.0,88.0,84.0,101.0,97.0,101.0,,,,0.126,,0.44799999999999995,-1.8,,0.88,93.1,,87.4,0.306,,,0.257,86.4,75.0,92.0,86.0,90.0,106.0,99.0,106.0,109.0,109.0,0.27699999999999997,0.05,0.098,-0.66,-0.59,-1.71,93.1,82.2,0.283,0.344,0.16,,,,,,,,,,,,,
7,2023-05-24,718047,Lineout,field_out,True,456781,543101,Donovan Solano,Anthony DeSclafani,1,0,0,1b74d340-81d9-437e-9c4e-f9cf269ed39a,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.0,88.0,84.0,101.0,97.0,101.0,,,,0.126,,0.44799999999999995,-1.8,,0.88,93.1,,87.4,0.306,,,0.257,86.4,75.0,92.0,86.0,90.0,106.0,99.0,106.0,109.0,109.0,0.27699999999999997,0.05,0.098,-0.66,-0.59,-1.71,93.1,82.2,0.283,0.344,0.16,,,,,,,,,,,,,
8,2023-05-24,718047,Flyout,field_out,True,666135,543101,Alex Kirilloff,Anthony DeSclafani,0,0,0,2459f7c1-99df-476a-9162-3d278220b057,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.0,88.0,84.0,101.0,97.0,101.0,,,,0.126,,0.44799999999999995,-1.8,,0.88,93.1,,87.4,0.306,,,0.257,86.4,75.0,92.0,86.0,90.0,106.0,99.0,106.0,109.0,109.0,0.27699999999999997,0.05,0.098,-0.66,-0.59,-1.71,93.1,82.2,0.283,0.344,0.16,,,,,,,,,,,,,
9,2023-05-24,718047,Groundout,field_out,True,571657,543101,Kyle Farmer,Anthony DeSclafani,0,0,1,413bda8a-5f7d-4dd1-a6ae-d1192676933d,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.0,88.0,84.0,101.0,97.0,101.0,,,,0.126,,0.44799999999999995,-1.8,,0.88,93.1,,87.4,0.306,,,0.257,86.4,75.0,92.0,86.0,90.0,106.0,99.0,106.0,109.0,109.0,0.27699999999999997,0.05,0.098,-0.66,-0.59,-1.71,93.1,82.2,0.283,0.344,0.16,,,,,,,,,,,,,
