,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,FF_ba,SL_ba,CH_ba,KC%,wKC/C,vKC,ST_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-05-15,718164,Strikeout,strikeout,True,641343,666201,Jake Bauers,Alek Manoah,0,0,0,8589db1b-ec5b-49d1-8e46-eec6bb8afe14,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,
1,2023-05-15,718164,Home Run,home_run,False,592450,666201,Aaron Judge,Alek Manoah,1,0,0,b5918538-72b0-4e6e-9c4a-7ff0c4615d41,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,
2,2023-05-15,718164,Flyout,field_out,True,519203,666201,Anthony Rizzo,Alek Manoah,0,0,0,47411caa-77ac-4fd8-98c4-cdeacf790cec,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,
3,2023-05-15,718164,Single,single,False,650402,666201,Gleyber Torres,Alek Manoah,0,0,0,3b569185-2462-4c22-9ce7-a26e39a0e0be,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,
4,2023-05-15,718164,Home Run,home_run,False,641432,666201,Willie Calhoun,Alek Manoah,0,0,1,daca672a-0a46-4188-8297-da25b92f65cd,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,
5,2023-05-15,718164,Strikeout,strikeout,True,683011,666201,Anthony Volpe,Alek Manoah,0,0,0,d9f08cd8-bfeb-47a8-a586-c00d049d8d8b,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,
6,2023-05-15,718164,Groundout,field_out,True,543807,622772,George Springer,Jimmy Cordero,0,0,0,9f0053d4-c321-4e6b-ad7d-e511589680f5,622772.0,jimmycordero,"Cordero, J",Right,Jimmy Cordero,3.86,3.53,32.2,99.0,130.0,104.0,0.772,9.37,2.76,6.89,0.55,2.4,0.198,0.384,0.18600000000000003,0.326,0.43200000000000005,90.7,80.0,88.0,84.0,174.0,132.0,146.0,143.0,96.0,101.0,100.0,106.0,113.0,0.701,0.006,0.27899999999999997,0.013999999999999999,14.5,0.83,2.22,-6.33,98.7,97.3,86.8,0.232,,0.143,,,,,,,,,,,,
7,2023-05-15,718164,Groundout,field_out,True,666182,622772,Bo Bichette,Jimmy Cordero,0,0,0,1b142583-c7e2-4f69-9d8a-6c457954172d,622772.0,jimmycordero,"Cordero, J",Right,Jimmy Cordero,3.86,3.53,32.2,99.0,130.0,104.0,0.772,9.37,2.76,6.89,0.55,2.4,0.198,0.384,0.18600000000000003,0.326,0.43200000000000005,90.7,80.0,88.0,84.0,174.0,132.0,146.0,143.0,96.0,101.0,100.0,106.0,113.0,0.701,0.006,0.27899999999999997,0.013999999999999999,14.5,0.83,2.22,-6.33,98.7,97.3,86.8,0.232,,0.143,,,,,,,,,,,,
8,2023-05-15,718164,Flyout,field_out,True,665489,622772,Vladimir Guerrero Jr.,Jimmy Cordero,0,0,0,b864c6e0-0cf0-4062-984f-cd78f43fd6da,622772.0,jimmycordero,"Cordero, J",Right,Jimmy Cordero,3.86,3.53,32.2,99.0,130.0,104.0,0.772,9.37,2.76,6.89,0.55,2.4,0.198,0.384,0.18600000000000003,0.326,0.43200000000000005,90.7,80.0,88.0,84.0,174.0,132.0,146.0,143.0,96.0,101.0,100.0,106.0,113.0,0.701,0.006,0.27899999999999997,0.013999999999999999,14.5,0.83,2.22,-6.33,98.7,97.3,86.8,0.232,,0.143,,,,,,,,,,,,
9,2023-05-15,718164,Walk,walk,False,665828,666201,Oswaldo Cabrera,Alek Manoah,1,0,0,450389b1-65d7-4eb2-8ded-5be1e8a37aaa,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,
