,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,SL_ba,FF_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-13,718189,Strikeout,strikeout,True,643289,656302,Mauricio Dubón,Dylan Cease,0,0,0,5fe2f303-4ae8-4f1f-900a-72917cea13d9,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-13,718189,Single,single,False,608324,656302,Alex Bregman,Dylan Cease,0,0,0,d58c8fef-0fcd-44a4-ae62-0647978eba4d,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-13,718189,Pop Out,field_out,True,670541,656302,Yordan Alvarez,Dylan Cease,0,0,0,b1b418b2-1afe-4839-8920-cc44f4e7a9a7,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-13,718189,Single,single,False,663656,656302,Kyle Tucker,Dylan Cease,1,0,1,30c481d7-2bb2-4804-9f0d-15f47239c60e,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-13,718189,Walk,walk,False,547989,656302,José Abreu,Dylan Cease,1,0,1,84a17dc9-2934-45c6-b2f5-95d7d9b5e2ac,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-13,718189,Forceout,force_out,True,665161,656302,Jeremy Peña,Dylan Cease,1,0,1,271e69a3-0eaa-46e2-ad5a-f5578f3d06e1,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-05-13,718189,Single,single,True,641313,656232,Tim Anderson,Brandon Bielak,0,0,1,0573d6f7-92d5-4c96-ba32-f5ac6292f820,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.39399999999999996,87.1,90.0,100.0,98.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,0.306,0.11800000000000001,,0.247,-1.15,-3.74,,0.83,92.1,82.0,,0.333,0.273,0.217,0.227,101.0,90.0,88.0,78.0,99.0,88.0,0.214,0.004,0.111,-0.48,-0.12,-0.81,84.4,92.1,79.5,0.338,,,,,,,,,,,,
7,2023-05-13,718189,Pop Out,field_out,True,643217,656232,Andrew Benintendi,Brandon Bielak,1,0,0,5f5fd4ce-68a0-4381-a2ae-2c83d6625292,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.39399999999999996,87.1,90.0,100.0,98.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,0.306,0.11800000000000001,,0.247,-1.15,-3.74,,0.83,92.1,82.0,,0.333,0.273,0.217,0.227,101.0,90.0,88.0,78.0,99.0,88.0,0.214,0.004,0.111,-0.48,-0.12,-0.81,84.4,92.1,79.5,0.338,,,,,,,,,,,,
8,2023-05-13,718189,Strikeout,strikeout,True,683734,656232,Andrew Vaughn,Brandon Bielak,0,0,0,32f55da5-5a4f-4ee8-9480-5135973acb8e,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.39399999999999996,87.1,90.0,100.0,98.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,0.306,0.11800000000000001,,0.247,-1.15,-3.74,,0.83,92.1,82.0,,0.333,0.273,0.217,0.227,101.0,90.0,88.0,78.0,99.0,88.0,0.214,0.004,0.111,-0.48,-0.12,-0.81,84.4,92.1,79.5,0.338,,,,,,,,,,,,
9,2023-05-13,718189,Strikeout,strikeout,True,667452,656302,Corey Julks,Dylan Cease,0,0,0,27ce33c2-1c10-4749-9903-b55fa640c6aa,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-13,718189,Flyout,field_out,True,663967,656302,César Salazar,Dylan Cease,1,0,0,49ff7af5-5168-4d23-848a-7b2001677e80,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
