,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,CU_ba,FC_ba,FS_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,CU%,CH%,wCU/C,wCH/C,vCU,SL_ba,CH_ba,FO%,wFO/C,vFO,SI_ba
0,2023-06-19,717694,Strikeout,strikeout,True,607043,686613,Brandon Nimmo,Hunter Brown,0,0,0,2af361ed-cc6f-4c61-9525-3017c7e3b9ef,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,,,,
1,2023-06-19,717694,Groundout,field_out,True,516782,686613,Starling Marte,Hunter Brown,0,0,0,03422be4-1524-467a-9c35-f0eb57af327c,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,,,,
2,2023-06-19,717694,Strikeout,strikeout,True,596019,686613,Francisco Lindor,Hunter Brown,0,0,0,b5029e25-5eef-4d8f-af7c-5aed8b0ab604,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,,,,
3,2023-06-19,717694,Strikeout,strikeout,True,514888,453286,Jose Altuve,Max Scherzer,0,0,0,152682d5-4911-463d-88aa-06f81d177d04,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,,,,0.46299999999999997,0.10400000000000001,,0.168,,0.72,2.12,,,-0.21,,93.7,88.4,,,84.0,,0.255,0.187,0.135,,,83.8,94.0,106.0,106.0,96.0,101.0,104.0,98.0,108.0,99.0,0.124,0.141,0.51,0.03,75.4,0.25,0.207,,,,
4,2023-06-19,717694,Groundout,field_out,True,608324,453286,Alex Bregman,Max Scherzer,0,0,0,bf2c4deb-7cd5-4312-828e-3a26020a5f53,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,,,,0.46299999999999997,0.10400000000000001,,0.168,,0.72,2.12,,,-0.21,,93.7,88.4,,,84.0,,0.255,0.187,0.135,,,83.8,94.0,106.0,106.0,96.0,101.0,104.0,98.0,108.0,99.0,0.124,0.141,0.51,0.03,75.4,0.25,0.207,,,,
5,2023-06-19,717694,Flyout,field_out,True,663656,453286,Kyle Tucker,Max Scherzer,0,0,0,6c010855-dd7c-495f-a659-dcf3f14dfa72,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,,,,0.46299999999999997,0.10400000000000001,,0.168,,0.72,2.12,,,-0.21,,93.7,88.4,,,84.0,,0.255,0.187,0.135,,,83.8,94.0,106.0,106.0,96.0,101.0,104.0,98.0,108.0,99.0,0.124,0.141,0.51,0.03,75.4,0.25,0.207,,,,
6,2023-06-19,717694,Groundout,field_out,True,624413,686613,Pete Alonso,Hunter Brown,1,0,0,c19a1e72-1623-42a2-8fc6-061a1ffd6481,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,,,,
7,2023-06-19,717694,Groundout,field_out,True,502054,686613,Tommy Pham,Hunter Brown,1,1,0,3bdedfbe-e882-4eb4-af05-b2e5686e8d89,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,,,,
8,2023-06-19,717694,Flyout,field_out,True,643446,686613,Jeff McNeil,Hunter Brown,0,0,0,d9dc602b-8e38-4c2e-9c2a-8e62bfd2a3e5,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,,,,
9,2023-06-19,717694,Strikeout,strikeout,True,547989,453286,José Abreu,Max Scherzer,0,0,0,f2dc90d9-8a96-424e-936a-4ddf75b2a7b4,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,,,,0.46299999999999997,0.10400000000000001,,0.168,,0.72,2.12,,,-0.21,,93.7,88.4,,,84.0,,0.255,0.187,0.135,,,83.8,94.0,106.0,106.0,96.0,101.0,104.0,98.0,108.0,99.0,0.124,0.141,0.51,0.03,75.4,0.25,0.207,,,,
10,2023-06-19,717694,Strikeout,strikeout,True,673237,453286,Yainer Diaz,Max Scherzer,0,0,0,43e24dc7-572a-4d1a-a3bd-427ef841209a,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,,,,0.46299999999999997,0.10400000000000001,,0.168,,0.72,2.12,,,-0.21,,93.7,88.4,,,84.0,,0.255,0.187,0.135,,,83.8,94.0,106.0,106.0,96.0,101.0,104.0,98.0,108.0,99.0,0.124,0.141,0.51,0.03,75.4,0.25,0.207,,,,
11,2023-06-19,717694,Pop Out,field_out,True,676801,453286,Chas McCormick,Max Scherzer,0,0,0,ed80c9f1-77fc-4e9e-b631-77d68e932dcc,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,,,,0.46299999999999997,0.10400000000000001,,0.168,,0.72,2.12,,,-0.21,,93.7,88.4,,,84.0,,0.255,0.187,0.135,,,83.8,94.0,106.0,106.0,96.0,101.0,104.0,98.0,108.0,99.0,0.124,0.141,0.51,0.03,75.4,0.25,0.207,,,,
12,2023-06-19,717694,Home Run,home_run,False,596129,686613,Daniel Vogelbach,Hunter Brown,0,0,0,f6a7fd79-f37a-4474-b15c-e1580e777b75,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,,,,
13,2023-06-19,717694,Single,single,False,683146,686613,Brett Baty,Hunter Brown,0,0,0,5039eddb-62f5-437b-bc80-7aabf549e316,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,,,,
