,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-05-08,718257,Flyout,field_out,True,605141,642547,Mookie Betts,Freddy Peralta,1,0,0,e757d2b3-f106-4a0b-8f59-facaca3837eb,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,
1,2023-05-08,718257,Lineout,field_out,True,518692,642547,Freddie Freeman,Freddy Peralta,1,0,0,1cec74ea-d6df-4354-8b40-d2e60bcaca76,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,
2,2023-05-08,718257,Groundout,field_out,True,518792,642547,Jason Heyward,Freddy Peralta,0,0,0,a5f0244f-7f6a-493e-a6ad-465f523ff321,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,
3,2023-05-08,718257,Flyout,field_out,True,592885,664062,Christian Yelich,Tony Gonsolin,0,0,0,93c2d0e8-553e-44a4-91b7-b783392e387f,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,,,,,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,0.151,,1.42,-0.82,-2.12,,92.4,86.8,80.9,0.221,0.268,0.313,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,,,,,,,,,,,,,,
4,2023-05-08,718257,Flyout,field_out,True,608385,664062,Jesse Winker,Tony Gonsolin,1,0,0,afb81259-d4d7-4758-986b-3e0213e04519,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,,,,,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,0.151,,1.42,-0.82,-2.12,,92.4,86.8,80.9,0.221,0.268,0.313,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,,,,,,,,,,,,,,
5,2023-05-08,718257,Groundout,field_out,True,642715,664062,Willy Adames,Tony Gonsolin,0,0,0,cc1e3a87-2d2e-41b6-a5e5-e3fc09e2d58a,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,,,,,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,0.151,,1.42,-0.82,-2.12,,92.4,86.8,80.9,0.221,0.268,0.313,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,,,,,,,,,,,,,,
6,2023-05-08,718257,Flyout,field_out,True,571970,642547,Max Muncy,Freddy Peralta,1,1,0,191276e8-d114-4357-b2dd-90046b1410c9,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,
7,2023-05-08,718257,Groundout,field_out,True,681546,642547,James Outman,Freddy Peralta,1,0,0,c06ce5df-2bf0-4a07-831f-2dbe60c14b9d,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,
8,2023-05-08,718257,Double,double,False,444482,642547,David Peralta,Freddy Peralta,0,0,0,1c8d447b-4bb3-4de8-af6a-a28c42580388,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,
9,2023-05-08,718257,Walk,walk,False,683737,642547,Michael Busch,Freddy Peralta,1,0,0,a2c5c546-7850-4ce0-9664-9dd77de6808a,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,88.6,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,82.4,76.9,0.213,0.203,0.214,0.224,,,,,,,,,,,,,,,,,,,,,
