,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,FF_ba,SI_ba,CH_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-08-22,716896,Strikeout,strikeout,True,643565,681857,Mike Tauchman,Reese Olson,0,0,0,7b4d8bf0-35d1-403f-901c-eb4c06e3d727,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,0.2,0.285,0.306,0.057999999999999996,0.151,0.85,1.25,-0.14,0.83,0.98,94.8,94.8,84.8,78.8,0.217,0.171,0.278,0.208,0.167,,,,,,,,,,,,,,,,,,,,
1,2023-08-22,716896,Flyout,field_out,True,663538,681857,Nico Hoerner,Reese Olson,0,0,0,928a7424-d886-40c2-92f8-4528375b94b0,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,0.2,0.285,0.306,0.057999999999999996,0.151,0.85,1.25,-0.14,0.83,0.98,94.8,94.8,84.8,78.8,0.217,0.171,0.278,0.208,0.167,,,,,,,,,,,,,,,,,,,,
2,2023-08-22,716896,Strikeout,strikeout,True,664023,681857,Ian Happ,Reese Olson,0,0,0,03e0952b-730a-4140-9974-6bf644723356,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,0.2,0.285,0.306,0.057999999999999996,0.151,0.85,1.25,-0.14,0.83,0.98,94.8,94.8,84.8,78.8,0.217,0.171,0.278,0.208,0.167,,,,,,,,,,,,,,,,,,,,
3,2023-08-22,716896,Groundout,field_out,True,663837,592767,Matt Vierling,Drew Smyly,1,0,0,98e7c275-8194-46dc-a658-ab020b32bf36,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,91.9,,,,,0.314,,0.229,105.0,102.0,103.0,86.0,94.0,82.0,0.11699999999999999,0.494,-0.51,-0.09,88.6,78.6,0.293,,,,,,,
4,2023-08-22,716896,Home Run,home_run,False,628451,592767,Andy Ibáñez,Drew Smyly,0,0,0,b6574f89-0a3a-422e-bd47-7bec9a75f73d,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,91.9,,,,,0.314,,0.229,105.0,102.0,103.0,86.0,94.0,82.0,0.11699999999999999,0.494,-0.51,-0.09,88.6,78.6,0.293,,,,,,,
5,2023-08-22,716896,Walk,walk,False,679529,592767,Spencer Torkelson,Drew Smyly,0,0,0,959eecad-c240-45fb-bbd0-ff1f76a266b4,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,91.9,,,,,0.314,,0.229,105.0,102.0,103.0,86.0,94.0,82.0,0.11699999999999999,0.494,-0.51,-0.09,88.6,78.6,0.293,,,,,,,
6,2023-08-22,716896,Single,single,False,681481,592767,Kerry Carpenter,Drew Smyly,1,0,1,a6279597-f3f1-468f-ac5a-8f668621876f,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,91.9,,,,,0.314,,0.229,105.0,102.0,103.0,86.0,94.0,82.0,0.11699999999999999,0.494,-0.51,-0.09,88.6,78.6,0.293,,,,,,,
7,2023-08-22,716896,Flyout,field_out,True,668670,592767,Jake Rogers,Drew Smyly,1,0,0,088724e6-550d-4abd-a568-5f9e204705c1,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,91.9,,,,,0.314,,0.229,105.0,102.0,103.0,86.0,94.0,82.0,0.11699999999999999,0.494,-0.51,-0.09,88.6,78.6,0.293,,,,,,,
8,2023-08-22,716896,Pop Out,field_out,True,408234,592767,Miguel Cabrera,Drew Smyly,0,0,0,42d60b43-80d4-4101-9501-b8b5b5791fbf,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,91.9,,,,,0.314,,0.229,105.0,102.0,103.0,86.0,94.0,82.0,0.11699999999999999,0.494,-0.51,-0.09,88.6,78.6,0.293,,,,,,,
9,2023-08-22,716896,Strikeout,strikeout,True,641355,681857,Cody Bellinger,Reese Olson,0,0,0,833a8c3b-ecab-4f7b-8912-b45b59107a64,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,0.2,0.285,0.306,0.057999999999999996,0.151,0.85,1.25,-0.14,0.83,0.98,94.8,94.8,84.8,78.8,0.217,0.171,0.278,0.208,0.167,,,,,,,,,,,,,,,,,,,,
