,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,FF_ba,CU_ba,FC_ba,SI_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,SL_ba,ST_ba,FS_ba
0,2023-09-17,716548,Lineout,field_out,True,678882,547943,Ceddanne Rafaela,Hyun Jin Ryu,1,0,0,9c584bff-6dca-4d0b-9e6c-71c33866b330,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
1,2023-09-17,716548,Strikeout,strikeout,True,608701,547943,Rob Refsnyder,Hyun Jin Ryu,0,0,0,a5f9720f-32ff-42d0-9504-6f3110964ed1,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
2,2023-09-17,716548,Flyout,field_out,True,457759,547943,Justin Turner,Hyun Jin Ryu,1,0,0,84cbcf3f-59db-4e65-a351-9e3b7cdfe1eb,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
3,2023-09-17,716548,Flyout,field_out,True,543807,601713,George Springer,Nick Pivetta,0,0,0,1cd90e87-f87a-4799-91b8-6ccdc1020b89,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,,,,,117.0,102.0,106.0,125.0,101.0,109.0,,,,78.0,104.0,98.0,,0.506,0.078,0.247,,0.57,0.67,,-0.09,,94.6,88.4,,79.4,,0.214,0.215,0.267,,124.0,107.0,112.0,49.0,109.0,69.0,0.005,0.165,-13.1,1.59,84.8,85.8,0.189,0.114,0.25
4,2023-09-17,716548,Lineout,field_out,True,666182,601713,Bo Bichette,Nick Pivetta,0,0,0,530fc1c5-d6ad-4aa0-b795-db59e625c7fe,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,,,,,117.0,102.0,106.0,125.0,101.0,109.0,,,,78.0,104.0,98.0,,0.506,0.078,0.247,,0.57,0.67,,-0.09,,94.6,88.4,,79.4,,0.214,0.215,0.267,,124.0,107.0,112.0,49.0,109.0,69.0,0.005,0.165,-13.1,1.59,84.8,85.8,0.189,0.114,0.25
5,2023-09-17,716548,Pop Out,field_out,True,665489,601713,Vladimir Guerrero Jr.,Nick Pivetta,0,0,0,80856f26-6527-4a57-a5dd-3a9a596eb569,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,,,,,117.0,102.0,106.0,125.0,101.0,109.0,,,,78.0,104.0,98.0,,0.506,0.078,0.247,,0.57,0.67,,-0.09,,94.6,88.4,,79.4,,0.214,0.215,0.267,,124.0,107.0,112.0,49.0,109.0,69.0,0.005,0.165,-13.1,1.59,84.8,85.8,0.189,0.114,0.25
6,2023-09-17,716548,Single,single,False,646240,547943,Rafael Devers,Hyun Jin Ryu,1,1,0,4095540e-e5ce-4b21-8bac-5bf53d86dc39,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
7,2023-09-17,716548,Double,double,False,594807,547943,Adam Duvall,Hyun Jin Ryu,0,0,1,64ed9954-874e-4042-8f40-700afab8f9d1,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
8,2023-09-17,716548,Fielders Choice Out,fielders_choice_out,True,622569,547943,Pablo Reyes,Hyun Jin Ryu,1,0,1,ef0853ec-69e4-429a-916e-0712e8ba6987,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
9,2023-09-17,716548,Lineout,field_out,True,596115,547943,Trevor Story,Hyun Jin Ryu,0,0,0,9d87b3a4-9d0a-4846-ad2b-fd4964f7f620,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
