,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,ST_ba,CH_ba,FC_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU%,wCU/C,vCU,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
0,2023-05-23,718063,Groundout,field_out,True,641313,671106,Tim Anderson,Logan Allen,0,0,0,1f734c93-daee-43f9-b808-a85f4587dcbf,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,
1,2023-05-23,718063,Strikeout,strikeout,True,669394,671106,Jake Burger,Logan Allen,0,0,0,1f8d64a1-edc4-4ffa-a33e-0b87d758c799,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,
2,2023-05-23,718063,Flyout,field_out,True,673357,671106,Luis Robert Jr.,Logan Allen,0,0,0,aad83c77-5f34-4f9c-b7a8-6fa0304b4f6b,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,
3,2023-05-23,718063,Flyout,field_out,True,680757,656302,Steven Kwan,Dylan Cease,1,0,0,4cd486de-a6b8-47de-87a6-a10f8ad5f03c,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,,,,0.43200000000000005,,0.386,0.03,-0.15,,0.4,1.0,95.6,,86.3,0.273,,0.111,,0.216,83.0,94.0,99.0,0.152,-1.83,80.2,0.298,,,,,,,,,,,,,
4,2023-05-23,718063,Groundout,field_out,True,642708,656302,Amed Rosario,Dylan Cease,0,0,0,fef5d398-a39b-4125-bc4b-3a5d8d471c26,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,,,,0.43200000000000005,,0.386,0.03,-0.15,,0.4,1.0,95.6,,86.3,0.273,,0.111,,0.216,83.0,94.0,99.0,0.152,-1.83,80.2,0.298,,,,,,,,,,,,,
5,2023-05-23,718063,Flyout,field_out,True,608070,656302,José Ramírez,Dylan Cease,0,0,0,d1d0bd5e-1058-48e2-9ef1-6fe9d5ffcd84,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,,,,0.43200000000000005,,0.386,0.03,-0.15,,0.4,1.0,95.6,,86.3,0.273,,0.111,,0.216,83.0,94.0,99.0,0.152,-1.83,80.2,0.298,,,,,,,,,,,,,
6,2023-05-23,718063,Groundout,field_out,True,660162,671106,Yoán Moncada,Logan Allen,0,0,0,98036a95-9173-4378-a3a3-71bfe6c0f965,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,
7,2023-05-23,718063,Strikeout,strikeout,True,683734,671106,Andrew Vaughn,Logan Allen,0,0,0,8b8554c3-c2c5-4b5a-9d72-df664a5f0b60,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,
8,2023-05-23,718063,Flyout,field_out,True,643217,671106,Andrew Benintendi,Logan Allen,0,0,0,9718e979-600f-4d9c-892f-0cedef5e488a,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,
9,2023-05-23,718063,Groundout,field_out,True,647304,656302,Josh Naylor,Dylan Cease,0,0,0,b5d9462b-2a0b-4b64-8bcb-6ab433e0a5d4,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,,,,0.43200000000000005,,0.386,0.03,-0.15,,0.4,1.0,95.6,,86.3,0.273,,0.111,,0.216,83.0,94.0,99.0,0.152,-1.83,80.2,0.298,,,,,,,,,,,,,
