,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,ST_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FS_ba
0,2023-08-11,717031,Strikeout,strikeout,True,543760,518397,Marcus Semien,Scott Alexander,0,0,0,64c0c224-21a6-4615-8fbd-b62b4122b499,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-11,717031,Strikeout,strikeout,True,608369,518397,Corey Seager,Scott Alexander,0,0,0,5b2e9df3-1d79-4428-9506-c3b99fa26a07,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-11,717031,Walk,walk,False,666969,518397,Adolis García,Scott Alexander,1,0,0,e13afeef-98db-44d0-93ef-a565b5fec6cc,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-11,717031,Flyout,field_out,True,663993,518397,Nathaniel Lowe,Scott Alexander,0,0,0,742b7f95-5b53-4d5f-9239-b2b98eaf0f33,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-11,717031,Strikeout,strikeout,True,664774,592351,LaMonte Wade Jr.,Jon Gray,0,0,0,32b0aaa6-39ac-4558-b541-3f9a2082dd1b,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,,,,116.0,103.0,109.0,,0.39799999999999996,0.11599999999999999,,2.33,1.71,,87.2,,0.194,0.211,99.0,90.0,98.0,82.0,100.0,92.0,0.424,0.062,-1.83,-1.69,95.7,78.2,0.346,0.105,0.263,,,,,,,,,,,,,,,,,,,,
5,2023-08-11,717031,Groundout,field_out,True,642731,592351,Thairo Estrada,Jon Gray,1,0,0,188128cf-3806-4a2e-903f-ee824448bc98,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,,,,116.0,103.0,109.0,,0.39799999999999996,0.11599999999999999,,2.33,1.71,,87.2,,0.194,0.211,99.0,90.0,98.0,82.0,100.0,92.0,0.424,0.062,-1.83,-1.69,95.7,78.2,0.346,0.105,0.263,,,,,,,,,,,,,,,,,,,,
6,2023-08-11,717031,Groundout,field_out,True,527038,592351,Wilmer Flores,Jon Gray,1,0,0,6697f555-231e-475d-80ac-17230d06a0f2,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,,,,116.0,103.0,109.0,,0.39799999999999996,0.11599999999999999,,2.33,1.71,,87.2,,0.194,0.211,99.0,90.0,98.0,82.0,100.0,92.0,0.424,0.062,-1.83,-1.69,95.7,78.2,0.346,0.105,0.263,,,,,,,,,,,,,,,,,,,,
7,2023-08-11,717031,Groundout,field_out,True,641598,548389,Mitch Garver,Ross Stripling,1,0,0,5f59b77a-ecd6-4877-be15-404cb07d4aa5,548389.0,rossstripling,Stripling,Right,Ross Stripling,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.39899999999999997,0.15,0.32799999999999996,0.433,83.7,94.0,112.0,113.0,47.0,109.0,88.0,97.0,109.0,106.0,0.092,0.292,0.248,-0.64,0.07,-2.35,90.3,87.2,0.325,0.274,0.305,,,,59.0,106.0,96.0,0.26,,-0.38,,92.5,,0.275,,0.2,119.0,95.0,102.0,83.0,107.0,102.0,0.009000000000000001,0.099,-0.82,1.22,85.6,75.9,,,,,,,,
8,2023-08-11,717031,Flyout,field_out,True,679881,548389,J.P. Martínez,Ross Stripling,0,0,0,b4de6343-6b64-46c9-9773-05121f5c1f18,548389.0,rossstripling,Stripling,Right,Ross Stripling,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.39899999999999997,0.15,0.32799999999999996,0.433,83.7,94.0,112.0,113.0,47.0,109.0,88.0,97.0,109.0,106.0,0.092,0.292,0.248,-0.64,0.07,-2.35,90.3,87.2,0.325,0.274,0.305,,,,59.0,106.0,96.0,0.26,,-0.38,,92.5,,0.275,,0.2,119.0,95.0,102.0,83.0,107.0,102.0,0.009000000000000001,0.099,-0.82,1.22,85.6,75.9,,,,,,,,
9,2023-08-11,717031,Single,single,False,677649,548389,Ezequiel Duran,Ross Stripling,0,0,0,da0f67d6-f52b-479b-8742-41ef4f791621,548389.0,rossstripling,Stripling,Right,Ross Stripling,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.39899999999999997,0.15,0.32799999999999996,0.433,83.7,94.0,112.0,113.0,47.0,109.0,88.0,97.0,109.0,106.0,0.092,0.292,0.248,-0.64,0.07,-2.35,90.3,87.2,0.325,0.274,0.305,,,,59.0,106.0,96.0,0.26,,-0.38,,92.5,,0.275,,0.2,119.0,95.0,102.0,83.0,107.0,102.0,0.009000000000000001,0.099,-0.82,1.22,85.6,75.9,,,,,,,,
