,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-11,718616,Single,single,False,643217,641154,Andrew Benintendi,Pablo López,1,1,0,4adb35d5-c25d-4b03-ba2f-c86af821843b,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,
1,2023-04-11,718616,Single,single,False,673357,641154,Luis Robert Jr.,Pablo López,0,0,1,dc499e68-17c5-4e27-b2c7-dc29fe88fcc2,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,
2,2023-04-11,718616,Walk,walk,False,657757,641154,Gavin Sheets,Pablo López,0,0,0,0fdc027f-4e93-4780-961c-7bc3967eb016,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,
3,2023-04-11,718616,Double,double,False,683734,641154,Andrew Vaughn,Pablo López,0,0,1,94668ce2-e7f1-4c9b-88f9-cec905a26bac,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,
4,2023-04-11,718616,Strikeout,strikeout,True,518735,641154,Yasmani Grandal,Pablo López,0,0,0,7025a726-9991-43a0-96d9-d26110306993,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,
5,2023-04-11,718616,Groundout,field_out,True,669394,641154,Jake Burger,Pablo López,1,1,0,f21250a6-9db8-410e-914b-a32ab0591942,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,
6,2023-04-11,718616,Groundout,field_out,True,693049,641154,Oscar Colás,Pablo López,0,0,0,672fc6b8-d464-458d-bcae-432131f77ef1,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,
7,2023-04-11,718616,Single,single,False,456781,458681,Donovan Solano,Lance Lynn,0,0,0,85049f10-2779-43fa-89de-19b370d9aff7,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.43700000000000006,0.063,0.07400000000000001,0.07,-0.4,1.21,-3.65,-2.24,-1.23,92.4,91.4,83.0,80.8,0.255,0.302,,0.208,0.239,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.286,,,,,,,
8,2023-04-11,718616,Home Run,home_run,False,621439,458681,Byron Buxton,Lance Lynn,0,0,1,eaa7c317-c617-4010-8db9-db3880c24033,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.43700000000000006,0.063,0.07400000000000001,0.07,-0.4,1.21,-3.65,-2.24,-1.23,92.4,91.4,83.0,80.8,0.255,0.302,,0.208,0.239,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.286,,,,,,,
9,2023-04-11,718616,Strikeout,strikeout,True,663616,458681,Trevor Larnach,Lance Lynn,0,0,0,41c51e87-8580-4e83-b75f-d59786a56ee1,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.43700000000000006,0.063,0.07400000000000001,0.07,-0.4,1.21,-3.65,-2.24,-1.23,92.4,91.4,83.0,80.8,0.255,0.302,,0.208,0.239,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.286,,,,,,,
10,2023-04-11,718616,Groundout,field_out,True,669304,458681,Jose Miranda,Lance Lynn,0,0,0,67afea00-69b0-48e9-86e9-0c4e1c03639c,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,84.9,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.43700000000000006,0.063,0.07400000000000001,0.07,-0.4,1.21,-3.65,-2.24,-1.23,92.4,91.4,83.0,80.8,0.255,0.302,,0.208,0.239,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.286,,,,,,,
