,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,FC_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,wSL/C,wKC/C,vSL,vKC,SL_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-16,717391,Flyout,field_out,True,643217,663465,Andrew Benintendi,Kolby Allard,1,0,0,9f5880af-2615-4788-91a7-21b6dcd49bc8,663465.0,kolbyallard,Allard,Left,Kolby Allard,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.43700000000000006,82.6,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,101.0,115.0,116.0,0.452,0.221,0.23600000000000002,0.09,-0.95,-0.75,1.71,-5.89,90.5,82.9,72.6,0.286,0.4,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-16,717391,Single,single,False,641313,663465,Tim Anderson,Kolby Allard,0,0,0,df772a47-49e5-4507-b502-6f89ab53f726,663465.0,kolbyallard,Allard,Left,Kolby Allard,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.43700000000000006,82.6,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,101.0,115.0,116.0,0.452,0.221,0.23600000000000002,0.09,-0.95,-0.75,1.71,-5.89,90.5,82.9,72.6,0.286,0.4,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-16,717391,Single,single,False,673357,663465,Luis Robert Jr.,Kolby Allard,1,0,1,772267d5-898a-468a-9226-7f947693f710,663465.0,kolbyallard,Allard,Left,Kolby Allard,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.43700000000000006,82.6,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,101.0,115.0,116.0,0.452,0.221,0.23600000000000002,0.09,-0.95,-0.75,1.71,-5.89,90.5,82.9,72.6,0.286,0.4,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-16,717391,Grounded Into DP,grounded_into_double_play,True,650391,663465,Eloy Jiménez,Kolby Allard,0,0,1,5a5bdb75-2a3f-4419-88ad-86e41b4a5cc8,663465.0,kolbyallard,Allard,Left,Kolby Allard,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.43700000000000006,82.6,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,101.0,115.0,116.0,0.452,0.221,0.23600000000000002,0.09,-0.95,-0.75,1.71,-5.89,90.5,82.9,72.6,0.286,0.4,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-16,717391,Walk,walk,False,660670,656302,Ronald Acuña Jr.,Dylan Cease,1,0,0,009dfd6a-f316-411f-8f4b-738972447b4e,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,0.43200000000000005,,,0.03,-0.15,,,1.0,95.6,,,0.273,,0.298,0.111,120.0,101.0,108.0,83.0,94.0,99.0,0.386,0.152,0.4,-1.83,86.3,80.2,0.216,,,,,,,,,,,,,,,
5,2023-07-16,717391,Strikeout,strikeout,True,645277,656302,Ozzie Albies,Dylan Cease,0,0,0,48358a20-bb40-44f3-99d7-2276f24bad0d,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,0.43200000000000005,,,0.03,-0.15,,,1.0,95.6,,,0.273,,0.298,0.111,120.0,101.0,108.0,83.0,94.0,99.0,0.386,0.152,0.4,-1.83,86.3,80.2,0.216,,,,,,,,,,,,,,,
6,2023-07-16,717391,Strikeout,strikeout,True,663586,656302,Austin Riley,Dylan Cease,0,0,0,32247864-9945-4f55-be10-bebfd8ec1933,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,0.43200000000000005,,,0.03,-0.15,,,1.0,95.6,,,0.273,,0.298,0.111,120.0,101.0,108.0,83.0,94.0,99.0,0.386,0.152,0.4,-1.83,86.3,80.2,0.216,,,,,,,,,,,,,,,
7,2023-07-16,717391,Pop Out,field_out,True,621566,656302,Matt Olson,Dylan Cease,1,0,0,b004c251-0eda-4745-877d-e014ec96d61a,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,0.43200000000000005,,,0.03,-0.15,,,1.0,95.6,,,0.273,,0.298,0.111,120.0,101.0,108.0,83.0,94.0,99.0,0.386,0.152,0.4,-1.83,86.3,80.2,0.216,,,,,,,,,,,,,,,
8,2023-07-16,717391,Single,single,False,683734,663465,Andrew Vaughn,Kolby Allard,1,0,0,afd02797-1157-4795-a4d3-c511ef43ffd2,663465.0,kolbyallard,Allard,Left,Kolby Allard,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.43700000000000006,82.6,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,101.0,115.0,116.0,0.452,0.221,0.23600000000000002,0.09,-0.95,-0.75,1.71,-5.89,90.5,82.9,72.6,0.286,0.4,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-16,717391,Home Run,home_run,False,669394,663465,Jake Burger,Kolby Allard,0,0,1,c876be07-5d4c-4527-8795-87e0967f82d9,663465.0,kolbyallard,Allard,Left,Kolby Allard,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.43700000000000006,82.6,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,101.0,115.0,116.0,0.452,0.221,0.23600000000000002,0.09,-0.95,-0.75,1.71,-5.89,90.5,82.9,72.6,0.286,0.4,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
