,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,wSI/C,wSL/C,wCU/C,vSI,vSL,vCU,SL_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CH%,wFA/C,wCH/C,vFA,FF_ba,CH_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,KC%,wKC/C,vKC,FS_ba
0,2023-07-26,717251,Single,single,False,643393,676254,Tony Kemp,Ryan Walker,1,0,0,9bc86fc0-c062-4e6b-b8c4-05c02d0bac80,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-26,717251,Groundout,field_out,True,680869,676254,Zack Gelof,Ryan Walker,1,0,1,f37dbb95-8473-4e7f-9a31-9e838ab5b312,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-26,717251,Strikeout,strikeout,True,667670,676254,Brent Rooker,Ryan Walker,0,0,0,b4dbe15d-774f-443b-bf13-a3990a473f81,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-26,717251,Groundout,field_out,True,668709,676254,JJ Bleday,Ryan Walker,1,0,0,7c9464b8-4dbe-4b8e-b272-ab694be004de,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-26,717251,Walk,walk,False,664774,676206,LaMonte Wade Jr.,Freddy Tarnok,1,0,0,60236dcd-0010-4b6f-a9d4-fc876db575fe,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
5,2023-07-26,717251,Strikeout,strikeout,True,527038,676206,Wilmer Flores,Freddy Tarnok,0,0,1,04b5d68a-a9c0-49c7-b202-de2414511ad4,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
6,2023-07-26,717251,Home Run,home_run,False,605204,676206,J.D. Davis,Freddy Tarnok,0,0,1,7aae63bf-e091-42ba-b167-7b2bee95a262,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
7,2023-07-26,717251,Strikeout,strikeout,True,624424,676206,Michael Conforto,Freddy Tarnok,0,0,0,24a6c877-a536-4115-ab11-bbfe567bd120,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
8,2023-07-26,717251,Flyout,field_out,True,682641,676206,Luis Matos,Freddy Tarnok,0,0,0,ce0d1577-9ca6-43ea-85a9-5880b881ba52,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
9,2023-07-26,717251,Strikeout,strikeout,True,672478,676254,Jordan Diaz,Ryan Walker,0,0,0,469758ce-8fde-492a-b017-be736b752766,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-07-26,717251,Walk,walk,False,657656,676254,Ramón Laureano,Ryan Walker,0,0,0,ffd5d1b7-ec78-4789-811a-d1c50158a4e0,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-07-26,717251,Grounded Into DP,grounded_into_double_play,True,649557,676254,Aledmys Díaz,Ryan Walker,1,0,1,34b91335-de20-4efb-8ab7-65de2448e5ce,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-07-26,717251,Strikeout,strikeout,True,672275,676206,Patrick Bailey,Freddy Tarnok,0,0,0,e9af4a5f-86be-4c0a-8c0d-971a0f11925d,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
13,2023-07-26,717251,Single,single,False,573262,676206,Mike Yastrzemski,Freddy Tarnok,0,0,0,bf4327c6-e42b-4ae1-954e-36f760c5500b,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
14,2023-07-26,717251,Flyout,field_out,True,682617,676206,Marco Luciano,Freddy Tarnok,0,0,0,db3af7ac-edf1-43eb-8249-25b133c369f4,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
15,2023-07-26,717251,Double,double,False,669477,676206,Casey Schmitt,Freddy Tarnok,0,0,1,e7db1352-ceb2-4672-afd0-fa7ef164fa68,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
16,2023-07-26,717251,Strikeout,strikeout,True,664774,676206,LaMonte Wade Jr.,Freddy Tarnok,0,0,0,db9350ac-4add-4fad-8606-0fddaf66e22f,676206.0,freddytarnok,Tarnok,Right,Freddy Tarnok,4.91,7.3,14.2,94.0,105.0,96.0,0.7979999999999999,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,83.0,108.0,97.0,,,,118.0,94.0,97.0,,0.258,0.105,,-2.68,5.02,,86.3,79.8,0.2,,85.8,80.0,82.0,83.0,108.0,95.0,98.0,0.516,0.122,-1.64,3.78,95.2,0.3,0.0,0.0,,,,,,,,,,,
17,2023-07-26,717251,Strikeout,strikeout,True,669127,676254,Shea Langeliers,Ryan Walker,0,0,0,27f85d59-596b-4f80-bba5-6996621a7371,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,
