,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,FO%,SL%,CU%,wFA/C,wFC/C,wFO/C,wSL/C,wCU/C,vFA,vFC,vFO,vSL,vCU,FF_ba,FC_ba,FS_ba,SL_ba,ST_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-17,718135,Strikeout,strikeout,True,666139,673540,Josh Lowe,Kodai Senga,0,0,0,cdc10d51-18ed-4714-b87c-a4bc0fc6bdd3,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
1,2023-05-17,718135,Walk,walk,False,677551,673540,Wander Franco,Kodai Senga,1,0,0,fbb2a5fe-9293-4a68-b27a-b78706fefc5d,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
2,2023-05-17,718135,Lineout,field_out,True,668227,673540,Randy Arozarena,Kodai Senga,0,0,1,e6adcdbc-67e2-455c-aad6-e76a5eb45d22,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
3,2023-05-17,718135,Strikeout,strikeout,True,664040,673540,Brandon Lowe,Kodai Senga,0,0,0,ff22d525-e7e7-499f-9168-70a1f37630b3,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
4,2023-05-17,718135,Strikeout,strikeout,True,607043,676596,Brandon Nimmo,Josh Fleming,0,0,0,2db69c5d-2405-49dd-90b3-3e0b5d114a61,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,97.0,99.0,102.0,42.0,104.0,88.0,,,,,,,0.049,,,,0.221,2.77,,,,-0.59,91.5,,,,76.5,0.0,,,,,0.278,82.9,73.0,104.0,94.0,93.0,99.0,98.0,0.44,0.29,0.64,-1.13,90.3,0.244,0.352,,,,,,
5,2023-05-17,718135,Walk,walk,False,500871,676596,Eduardo Escobar,Josh Fleming,0,0,0,de15ad26-9091-4511-b645-5704ac2c79e5,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,97.0,99.0,102.0,42.0,104.0,88.0,,,,,,,0.049,,,,0.221,2.77,,,,-0.59,91.5,,,,76.5,0.0,,,,,0.278,82.9,73.0,104.0,94.0,93.0,99.0,98.0,0.44,0.29,0.64,-1.13,90.3,0.244,0.352,,,,,,
6,2023-05-17,718135,Single,single,False,596019,676596,Francisco Lindor,Josh Fleming,0,0,1,6b9c1995-96c4-4264-9929-65765a97f7e8,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,97.0,99.0,102.0,42.0,104.0,88.0,,,,,,,0.049,,,,0.221,2.77,,,,-0.59,91.5,,,,76.5,0.0,,,,,0.278,82.9,73.0,104.0,94.0,93.0,99.0,98.0,0.44,0.29,0.64,-1.13,90.3,0.244,0.352,,,,,,
7,2023-05-17,718135,Grounded Into DP,grounded_into_double_play,True,624413,676596,Pete Alonso,Josh Fleming,0,0,1,ba620f64-b933-4288-8235-d364eea01476,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,97.0,99.0,102.0,42.0,104.0,88.0,,,,,,,0.049,,,,0.221,2.77,,,,-0.59,91.5,,,,76.5,0.0,,,,,0.278,82.9,73.0,104.0,94.0,93.0,99.0,98.0,0.44,0.29,0.64,-1.13,90.3,0.244,0.352,,,,,,
8,2023-05-17,718135,Single,single,False,670623,673540,Isaac Paredes,Kodai Senga,0,0,0,db2aa4a2-c745-4921-a958-a43d632800f8,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
9,2023-05-17,718135,Strikeout,strikeout,True,670764,673540,Taylor Walls,Kodai Senga,0,0,0,ab279b36-b1d8-4dfa-8a67-99b79073142d,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
