,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,CH_ba,SL_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,SI_ba
0,2023-06-17,717728,Groundout,field_out,True,663837,592254,Matt Vierling,José De León,1,0,0,878ba3d6-8bf6-4e20-9b36-da0020f72134,592254.0,josedeleon,"De León, J",Right,José De León,4.67,4.48,17.1,104.0,111.0,110.0,0.774,8.83,2.6,8.31,1.04,1.11,0.23399999999999999,0.40399999999999997,0.213,0.27699999999999997,0.45399999999999996,84.9,84.0,99.0,101.0,129.0,102.0,110.0,108.0,110.0,117.0,87.0,107.0,106.0,0.521,0.102,0.13699999999999998,0.239,2.59,-0.72,2.61,-2.79,93.8,86.9,79.6,0.182,0.353,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-17,717728,Pop Out,field_out,True,679529,592254,Spencer Torkelson,José De León,0,0,0,7cd1d4e0-574b-4c01-a234-2393b3f9a925,592254.0,josedeleon,"De León, J",Right,José De León,4.67,4.48,17.1,104.0,111.0,110.0,0.774,8.83,2.6,8.31,1.04,1.11,0.23399999999999999,0.40399999999999997,0.213,0.27699999999999997,0.45399999999999996,84.9,84.0,99.0,101.0,129.0,102.0,110.0,108.0,110.0,117.0,87.0,107.0,106.0,0.521,0.102,0.13699999999999998,0.239,2.59,-0.72,2.61,-2.79,93.8,86.9,79.6,0.182,0.353,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-17,717728,Strikeout,strikeout,True,681481,592254,Kerry Carpenter,José De León,0,0,0,91e9bf5f-0f3c-4a99-b50d-e481df27407f,592254.0,josedeleon,"De León, J",Right,José De León,4.67,4.48,17.1,104.0,111.0,110.0,0.774,8.83,2.6,8.31,1.04,1.11,0.23399999999999999,0.40399999999999997,0.213,0.27699999999999997,0.45399999999999996,84.9,84.0,99.0,101.0,129.0,102.0,110.0,108.0,110.0,117.0,87.0,107.0,106.0,0.521,0.102,0.13699999999999998,0.239,2.59,-0.72,2.61,-2.79,93.8,86.9,79.6,0.182,0.353,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-17,717728,Strikeout,strikeout,True,621439,666214,Byron Buxton,Joey Wentz,0,0,0,e1efb569-a76d-4d4f-9270-ad6a2f8c7e5d,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,-0.22,93.4,86.0,,0.374,0.189,,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,0.247,,,,,,,,,,,,,,,
4,2023-06-17,717728,Strikeout,strikeout,True,456781,666214,Donovan Solano,Joey Wentz,0,0,0,7a02505c-5276-469a-ba65-a9555556a3c8,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,-0.22,93.4,86.0,,0.374,0.189,,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,0.247,,,,,,,,,,,,,,,
5,2023-06-17,717728,Flyout,field_out,True,621043,666214,Carlos Correa,Joey Wentz,0,0,0,cfea8cb8-6d90-4c58-bfeb-3d20a80e6300,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,-0.22,93.4,86.0,,0.374,0.189,,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,0.247,,,,,,,,,,,,,,,
6,2023-06-17,717728,Strikeout,strikeout,True,595879,592254,Javier Báez,José De León,0,0,0,04bb8a46-8bd4-4b12-bbae-f33dd4dc884a,592254.0,josedeleon,"De León, J",Right,José De León,4.67,4.48,17.1,104.0,111.0,110.0,0.774,8.83,2.6,8.31,1.04,1.11,0.23399999999999999,0.40399999999999997,0.213,0.27699999999999997,0.45399999999999996,84.9,84.0,99.0,101.0,129.0,102.0,110.0,108.0,110.0,117.0,87.0,107.0,106.0,0.521,0.102,0.13699999999999998,0.239,2.59,-0.72,2.61,-2.79,93.8,86.9,79.6,0.182,0.353,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-17,717728,Flyout,field_out,True,665155,592254,Nick Maton,José De León,1,0,0,140f5921-1cc7-4b93-b170-267a7b910351,592254.0,josedeleon,"De León, J",Right,José De León,4.67,4.48,17.1,104.0,111.0,110.0,0.774,8.83,2.6,8.31,1.04,1.11,0.23399999999999999,0.40399999999999997,0.213,0.27699999999999997,0.45399999999999996,84.9,84.0,99.0,101.0,129.0,102.0,110.0,108.0,110.0,117.0,87.0,107.0,106.0,0.521,0.102,0.13699999999999998,0.239,2.59,-0.72,2.61,-2.79,93.8,86.9,79.6,0.182,0.353,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-17,717728,Pop Out,field_out,True,670097,592254,Zack Short,José De León,0,0,0,1c31e642-e5df-487c-8684-54ac379b99c2,592254.0,josedeleon,"De León, J",Right,José De León,4.67,4.48,17.1,104.0,111.0,110.0,0.774,8.83,2.6,8.31,1.04,1.11,0.23399999999999999,0.40399999999999997,0.213,0.27699999999999997,0.45399999999999996,84.9,84.0,99.0,101.0,129.0,102.0,110.0,108.0,110.0,117.0,87.0,107.0,106.0,0.521,0.102,0.13699999999999998,0.239,2.59,-0.72,2.61,-2.79,93.8,86.9,79.6,0.182,0.353,0.222,0.4,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-17,717728,Lineout,field_out,True,571657,666214,Kyle Farmer,Joey Wentz,1,0,0,9190fd78-ce70-489c-addf-991f9d87db27,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,-0.22,93.4,86.0,,0.374,0.189,,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,0.247,,,,,,,,,,,,,,,
