,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-13,717779,Strikeout,strikeout,True,641343,453286,Jake Bauers,Max Scherzer,0,0,0,0f2526cd-4fda-4863-a390-afa541f9a7c5,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,
1,2023-06-13,717779,Home Run,home_run,False,519317,453286,Giancarlo Stanton,Max Scherzer,1,0,0,abea3b1c-fed1-41c3-9a7d-76b366f227b9,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,
2,2023-06-13,717779,Flyout,field_out,True,650402,453286,Gleyber Torres,Max Scherzer,1,1,0,6ec08d3a-4f7c-4def-a0dd-d152afe91ce7,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,
3,2023-06-13,717779,Hit By Pitch,hit_by_pitch,False,519203,453286,Anthony Rizzo,Max Scherzer,0,0,0,90477515-d87a-4dbc-97a9-ec2685bcf9a4,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,
4,2023-06-13,717779,Forceout,force_out,True,518934,453286,DJ LeMahieu,Max Scherzer,0,0,1,83bba2be-8d9f-40f1-8dc0-e0e2ec25c3c8,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,98.0,108.0,99.0,0.46299999999999997,0.10400000000000001,0.168,0.124,0.141,0.72,2.12,-0.21,0.51,0.03,93.7,88.4,84.0,75.4,0.255,0.25,0.207,0.187,0.135,,,,,,,,,,,,,,
5,2023-06-13,717779,Home Run,home_run,False,607043,622663,Brandon Nimmo,Luis Severino,0,0,0,dfd2d0ca-4438-40e1-af49-10f5792b658e,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,126.0,109.0,117.0,110.0,100.0,98.0,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,-2.59,,-1.4,96.5,90.8,84.7,,0.355,0.289,0.279,,0.208,92.0,91.0,87.0,0.027999999999999997,5.41,95.7,0.091,,,,,,,
6,2023-06-13,717779,Walk,walk,False,682626,622663,Francisco Alvarez,Luis Severino,1,0,0,bd9cd1c5-7caf-454e-aa94-490b798f9020,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,126.0,109.0,117.0,110.0,100.0,98.0,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,-2.59,,-1.4,96.5,90.8,84.7,,0.355,0.289,0.279,,0.208,92.0,91.0,87.0,0.027999999999999997,5.41,95.7,0.091,,,,,,,
7,2023-06-13,717779,Flyout,field_out,True,643446,622663,Jeff McNeil,Luis Severino,0,0,0,8fe32656-d138-423f-87a4-e695721b5841,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,126.0,109.0,117.0,110.0,100.0,98.0,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,-2.59,,-1.4,96.5,90.8,84.7,,0.355,0.289,0.279,,0.208,92.0,91.0,87.0,0.027999999999999997,5.41,95.7,0.091,,,,,,,
8,2023-06-13,717779,Walk,walk,False,596019,622663,Francisco Lindor,Luis Severino,0,0,1,cd71ad9b-a746-4910-a2cf-44f4f840a467,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,126.0,109.0,117.0,110.0,100.0,98.0,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,-2.59,,-1.4,96.5,90.8,84.7,,0.355,0.289,0.279,,0.208,92.0,91.0,87.0,0.027999999999999997,5.41,95.7,0.091,,,,,,,
9,2023-06-13,717779,Lineout,field_out,True,516782,622663,Starling Marte,Luis Severino,1,0,0,c9233250-0662-4a90-bbb0-55fb2e495530,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,126.0,109.0,117.0,110.0,100.0,98.0,0.449,0.15,0.188,,0.18600000000000003,-2.42,-0.08,-2.59,,-1.4,96.5,90.8,84.7,,0.355,0.289,0.279,,0.208,92.0,91.0,87.0,0.027999999999999997,5.41,95.7,0.091,,,,,,,
