,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vKC,FF_ba,CU_ba,CH_ba,FC_ba,SL_ba,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba
0,2023-09-19,716511,Triple,triple,False,664774,668678,LaMonte Wade Jr.,Zac Gallen,1,1,0,e0300da6-d2ed-4760-8cdb-4b5e573f7575,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
1,2023-09-19,716511,Sac Fly,sac_fly,True,573262,668678,Mike Yastrzemski,Zac Gallen,0,0,1,8378197e-3d5c-4ae8-a678-569979e847c8,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
2,2023-09-19,716511,Pop Out,field_out,True,527038,668678,Wilmer Flores,Zac Gallen,0,0,0,87c3c0a1-be3a-4086-8fe2-c0a7ee57ba47,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
3,2023-09-19,716511,Home Run,home_run,False,592626,668678,Joc Pederson,Zac Gallen,1,1,0,973e1750-8a5c-469f-a44f-a7597ee24f44,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
4,2023-09-19,716511,Strikeout,strikeout,True,624424,668678,Michael Conforto,Zac Gallen,0,0,0,ff85ddb6-f431-4cc2-9be9-042d826c1eb3,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
5,2023-09-19,716511,Single,single,False,682998,502171,Corbin Carroll,Alex Cobb,1,0,0,cfa349ae-6c98-4b18-ac87-4c0239e26c41,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,0.003,,0.051,0.162,,-3.47,,0.33,-1.31,-1.38,,95.8,,94.5,86.2,83.6,,0.379,,,0.333,0.28,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,,,,,,,
6,2023-09-19,716511,Single,single,False,606466,502171,Ketel Marte,Alex Cobb,0,0,1,b236b1d3-4d35-4f69-8cbf-7269ec98bd89,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,0.003,,0.051,0.162,,-3.47,,0.33,-1.31,-1.38,,95.8,,94.5,86.2,83.6,,0.379,,,0.333,0.28,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,,,,,,,
7,2023-09-19,716511,Forceout,force_out,True,502054,502171,Tommy Pham,Alex Cobb,1,0,1,4eb073ca-283c-4517-8c5d-450584f4b431,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,0.003,,0.051,0.162,,-3.47,,0.33,-1.31,-1.38,,95.8,,94.5,86.2,83.6,,0.379,,,0.333,0.28,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,,,,,,,
8,2023-09-19,716511,Groundout,field_out,True,572233,502171,Christian Walker,Alex Cobb,0,0,1,9aef75f7-a458-44a7-9669-a2ffe42dcf3d,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,0.003,,0.051,0.162,,-3.47,,0.33,-1.31,-1.38,,95.8,,94.5,86.2,83.6,,0.379,,,0.333,0.28,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,,,,,,,
9,2023-09-19,716511,Groundout,field_out,True,677950,502171,Alek Thomas,Alex Cobb,1,0,0,540ec1fd-9857-4bcc-9c71-73c4a2641342,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,0.003,,0.051,0.162,,-3.47,,0.33,-1.31,-1.38,,95.8,,94.5,86.2,83.6,,0.379,,,0.333,0.28,78.0,103.0,103.0,0.38799999999999996,0.2,89.5,0.239,,,,,,,
