,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CH_ba,FC_ba,FF_ba,CU_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-16,717741,Lineout,field_out,True,543807,527048,George Springer,Martín Pérez,0,0,0,4f6baa4f-58d8-4d4d-9afe-b2f859df0bb0,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
1,2023-06-16,717741,Single,single,False,593160,527048,Whit Merrifield,Martín Pérez,1,0,0,2311b7fb-5345-4248-9348-4bf0259f78cb,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
2,2023-06-16,717741,Lineout,field_out,True,666182,527048,Bo Bichette,Martín Pérez,1,0,0,52815d6f-7f62-459e-9c2f-aa4fe54d7a56,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
3,2023-06-16,717741,Forceout,force_out,True,665489,527048,Vladimir Guerrero Jr.,Martín Pérez,0,0,1,07f87e11-330c-4450-b8d3-a1e4918f7a60,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
4,2023-06-16,717741,Lineout,field_out,True,543760,592332,Marcus Semien,Kevin Gausman,0,0,0,f26ca64c-2f45-408c-a576-bc71e622dbc3,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,,1.13,,,-0.97,,,94.7,,,83.6,,,,,0.243,,0.348,105.0,108.0,109.0,0.384,0.3,86.3,0.201
5,2023-06-16,717741,Groundout,field_out,True,608369,592332,Corey Seager,Kevin Gausman,0,0,0,be73edaf-8960-4ad2-925b-9e11101bebb4,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,,1.13,,,-0.97,,,94.7,,,83.6,,,,,0.243,,0.348,105.0,108.0,109.0,0.384,0.3,86.3,0.201
6,2023-06-16,717741,Walk,walk,False,663993,592332,Nathaniel Lowe,Kevin Gausman,1,0,0,c0bb3809-57fe-4c5d-9600-428735534c0e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,,1.13,,,-0.97,,,94.7,,,83.6,,,,,0.243,,0.348,105.0,108.0,109.0,0.384,0.3,86.3,0.201
7,2023-06-16,717741,Strikeout,strikeout,True,666969,592332,Adolis García,Kevin Gausman,0,0,0,70a0c3ea-15b3-4a6b-9c1a-1fe7218155eb,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,,1.13,,,-0.97,,,94.7,,,83.6,,,,,0.243,,0.348,105.0,108.0,109.0,0.384,0.3,86.3,0.201
8,2023-06-16,717741,Flyout,field_out,True,672386,527048,Alejandro Kirk,Martín Pérez,0,0,0,d365ff69-e473-45f0-a146-f1eb4f523ba0,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
9,2023-06-16,717741,Strikeout,strikeout,True,656305,527048,Matt Chapman,Martín Pérez,0,0,0,29d085f2-f5eb-4c7f-96a8-c4339e1e7e11,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
10,2023-06-16,717741,Groundout,field_out,True,643376,527048,Danny Jansen,Martín Pérez,1,0,0,ab820e6c-4ff6-47b5-ae53-e5fd6dfe8def,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,,,,
11,2023-06-16,717741,Lineout,field_out,True,673962,592332,Josh Jung,Kevin Gausman,0,0,0,28b8b5e9-505d-40b6-9292-44fd83484954,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,,1.13,,,-0.97,,,94.7,,,83.6,,,,,0.243,,0.348,105.0,108.0,109.0,0.384,0.3,86.3,0.201
12,2023-06-16,717741,Double,double,False,641680,592332,Jonah Heim,Kevin Gausman,0,0,0,d31348a0-8a48-4ac3-9ce0-1bbf32b06db3,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,,1.13,,,-0.97,,,94.7,,,83.6,,,,,0.243,,0.348,105.0,108.0,109.0,0.384,0.3,86.3,0.201
13,2023-06-16,717741,Strikeout,strikeout,True,641598,592332,Mitch Garver,Kevin Gausman,0,0,0,32fa6311-b5d4-4972-9c62-7eaa51e7cc0e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.10800000000000001,,,1.13,,,-0.97,,,94.7,,,83.6,,,,,0.243,,0.348,105.0,108.0,109.0,0.384,0.3,86.3,0.201
