,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,CH_ba,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-04-29,718401,Flyout,field_out,True,669720,571510,Austin Hays,Matthew Boyd,1,0,0,30a64070-56e1-47d0-ad4c-315f2c620cb7,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
1,2023-04-29,718401,Single,single,False,668939,571510,Adley Rutschman,Matthew Boyd,0,0,0,43418fee-f029-4bca-bf36-da00091d441e,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
2,2023-04-29,718401,Strikeout,strikeout,True,663624,571510,Ryan Mountcastle,Matthew Boyd,0,0,0,afe600ce-2c82-4beb-93c9-37cbdd81f9e7,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
3,2023-04-29,718401,Groundout,field_out,True,623993,571510,Anthony Santander,Matthew Boyd,1,0,0,caf84b91-62c2-42c0-8849-35bae9288454,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
4,2023-04-29,718401,Double,double,False,656716,680570,Zach McKinstry,Grayson Rodriguez,1,1,0,5a563c46-400a-470d-a9cc-e3bd3605cc6f,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.14800000000000002,0.081,0.22399999999999998,-0.83,,1.92,-0.49,1.7,97.4,,82.4,79.9,0.342,,0.201,,0.176,76.0,90.0,86.0,0.052000000000000005,-1.59,90.0,0.153,0.333,,,,,,,,,,,,,
5,2023-04-29,718401,Fielders Choice Out,fielders_choice_out,True,682985,680570,Riley Greene,Grayson Rodriguez,1,0,1,a37a9079-3e55-4c3e-a01e-2cc32436776e,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.14800000000000002,0.081,0.22399999999999998,-0.83,,1.92,-0.49,1.7,97.4,,82.4,79.9,0.342,,0.201,,0.176,76.0,90.0,86.0,0.052000000000000005,-1.59,90.0,0.153,0.333,,,,,,,,,,,,,
6,2023-04-29,718401,Strikeout,strikeout,True,595879,680570,Javier Báez,Grayson Rodriguez,0,0,0,0eef9fc0-fbdb-4b73-8d8e-65687dc677d5,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.14800000000000002,0.081,0.22399999999999998,-0.83,,1.92,-0.49,1.7,97.4,,82.4,79.9,0.342,,0.201,,0.176,76.0,90.0,86.0,0.052000000000000005,-1.59,90.0,0.153,0.333,,,,,,,,,,,,,
7,2023-04-29,718401,Forceout,force_out,True,665155,680570,Nick Maton,Grayson Rodriguez,0,0,1,754b5b39-9541-4274-beeb-14dbf6894ad5,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.14800000000000002,0.081,0.22399999999999998,-0.83,,1.92,-0.49,1.7,97.4,,82.4,79.9,0.342,,0.201,,0.176,76.0,90.0,86.0,0.052000000000000005,-1.59,90.0,0.153,0.333,,,,,,,,,,,,,
8,2023-04-29,718401,Single,single,False,622761,571510,Jorge Mateo,Matthew Boyd,1,0,0,d0dbc915-f1fb-41ee-9ac0-49afbb5f3e82,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
9,2023-04-29,718401,Single,single,False,543510,571510,James McCann,Matthew Boyd,0,0,1,e5b41d8a-1bc1-46a6-98a3-347bd9e8e612,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
