,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CU_ba,CH_ba,SL_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FF_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-03-30,718768,Groundout,field_out,True,641313,664285,Tim Anderson,Framber Valdez,0,0,0,3d924843-7d6b-49b4-8549-b6a8b167aa0c,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,,,,,,,,,
1,2023-03-30,718768,Single,single,False,673357,664285,Luis Robert Jr.,Framber Valdez,1,1,0,3a8f5d87-0a28-4ea9-810a-058529ecd111,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,,,,,,,,,
2,2023-03-30,718768,Pop Out,field_out,True,683734,664285,Andrew Vaughn,Framber Valdez,0,0,0,80c80df1-a09e-4738-92ef-adabe3592158,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,,,,,,,,,
3,2023-03-30,718768,Forceout,force_out,True,650391,664285,Eloy Jiménez,Framber Valdez,0,0,1,7e9eeb32-9c73-4e0e-a361-6bdc92638ef6,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,,,,,,,,,
4,2023-03-30,718768,Single,single,False,665161,656302,Jeremy Peña,Dylan Cease,0,0,0,ded2369f-82bf-4781-845d-83ccf5506531,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,,,,,0.43200000000000005,,0.386,,0.03,-0.15,,,0.4,,1.0,95.6,,,86.3,,,0.298,0.111,0.216,,120.0,101.0,108.0,83.0,94.0,99.0,0.152,-1.83,80.2,0.273,,,,,,,,
5,2023-03-30,718768,Strikeout,strikeout,True,608324,656302,Alex Bregman,Dylan Cease,0,0,0,d84ef446-2b19-4efe-874b-b7b1f49e20d2,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,,,,,0.43200000000000005,,0.386,,0.03,-0.15,,,0.4,,1.0,95.6,,,86.3,,,0.298,0.111,0.216,,120.0,101.0,108.0,83.0,94.0,99.0,0.152,-1.83,80.2,0.273,,,,,,,,
6,2023-03-30,718768,Strikeout,strikeout,True,670541,656302,Yordan Alvarez,Dylan Cease,0,0,1,322f6cc3-e03c-415b-81d2-fb893ee2b57f,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,,,,,0.43200000000000005,,0.386,,0.03,-0.15,,,0.4,,1.0,95.6,,,86.3,,,0.298,0.111,0.216,,120.0,101.0,108.0,83.0,94.0,99.0,0.152,-1.83,80.2,0.273,,,,,,,,
7,2023-03-30,718768,Strikeout,strikeout,True,547989,656302,José Abreu,Dylan Cease,0,0,0,e8329da1-bdb2-4415-8ec8-fc19de18e3c2,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,,,,,0.43200000000000005,,0.386,,0.03,-0.15,,,0.4,,1.0,95.6,,,86.3,,,0.298,0.111,0.216,,120.0,101.0,108.0,83.0,94.0,99.0,0.152,-1.83,80.2,0.273,,,,,,,,
8,2023-03-30,718768,Strikeout,strikeout,True,660162,664285,Yoán Moncada,Framber Valdez,0,0,0,ba4d5c53-eb99-4da7-9a6e-c22ac84ef6f8,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,,,,,,,,,
9,2023-03-30,718768,Lineout,field_out,True,643217,664285,Andrew Benintendi,Framber Valdez,1,1,0,28a49a1b-2174-419a-a04d-7df48e06a870,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,,,,,,,,,
10,2023-03-30,718768,Groundout,field_out,True,518735,664285,Yasmani Grandal,Framber Valdez,0,0,0,34794519-d95f-4c8f-8df6-271128350e0f,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,,,,,,,,,,,,,,
