,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,ST_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-14,718181,Home Run,home_run,False,660670,579328,Ronald Acuña Jr.,Yusei Kikuchi,0,0,0,3fe293f7-d7e8-49f3-90c6-f21a6eb80124,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-14,718181,Strikeout,strikeout,True,621566,579328,Matt Olson,Yusei Kikuchi,0,0,0,c84c45ae-55c7-4317-804e-e10273936deb,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-14,718181,Strikeout,strikeout,True,645277,579328,Ozzie Albies,Yusei Kikuchi,0,0,0,8a20285d-2e7c-4954-b2fd-36e3ee7d5884,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-14,718181,Strikeout,strikeout,True,663586,579328,Austin Riley,Yusei Kikuchi,0,0,0,4f818ba2-8bc2-45ae-8ee0-2baae124eec7,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-14,718181,Single,single,False,543807,543521,George Springer,Collin McHugh,0,0,0,eddf1156-9ff3-4623-92b6-d655e5f010d3,543521.0,collinmchugh,McHugh,Right,Collin McHugh,4.3,5.23,58.2,100.0,111.0,100.0,0.767,7.21,3.38,10.74,0.77,1.43,0.18600000000000003,0.44799999999999995,0.134,0.284,0.391,84.8,57.0,50.0,54.0,85.0,109.0,100.0,82.0,105.0,97.0,126.0,100.0,107.0,0.039,0.479,0.019,0.004,-0.36,-0.72,-1.46,-3.01,91.3,79.9,73.7,0.375,,0.25,,100.0,98.0,94.0,0.45799999999999996,0.001,0.19,-3.87,89.0,63.2,0.262,0.33,,,,,,,,,,,,,,
5,2023-05-14,718181,Strikeout,strikeout,True,666182,543521,Bo Bichette,Collin McHugh,0,0,0,a0dca471-5aac-4e46-b292-c98a571a6b5a,543521.0,collinmchugh,McHugh,Right,Collin McHugh,4.3,5.23,58.2,100.0,111.0,100.0,0.767,7.21,3.38,10.74,0.77,1.43,0.18600000000000003,0.44799999999999995,0.134,0.284,0.391,84.8,57.0,50.0,54.0,85.0,109.0,100.0,82.0,105.0,97.0,126.0,100.0,107.0,0.039,0.479,0.019,0.004,-0.36,-0.72,-1.46,-3.01,91.3,79.9,73.7,0.375,,0.25,,100.0,98.0,94.0,0.45799999999999996,0.001,0.19,-3.87,89.0,63.2,0.262,0.33,,,,,,,,,,,,,,
6,2023-05-14,718181,Flyout,field_out,True,665489,543521,Vladimir Guerrero Jr.,Collin McHugh,0,0,0,d7fa232c-ea77-4d80-a282-ba2885a9eeda,543521.0,collinmchugh,McHugh,Right,Collin McHugh,4.3,5.23,58.2,100.0,111.0,100.0,0.767,7.21,3.38,10.74,0.77,1.43,0.18600000000000003,0.44799999999999995,0.134,0.284,0.391,84.8,57.0,50.0,54.0,85.0,109.0,100.0,82.0,105.0,97.0,126.0,100.0,107.0,0.039,0.479,0.019,0.004,-0.36,-0.72,-1.46,-3.01,91.3,79.9,73.7,0.375,,0.25,,100.0,98.0,94.0,0.45799999999999996,0.001,0.19,-3.87,89.0,63.2,0.262,0.33,,,,,,,,,,,,,,
7,2023-05-14,718181,Double,double,False,662139,543521,Daulton Varsho,Collin McHugh,0,0,1,d300ded8-6181-49ed-9a38-e89768f1c1db,543521.0,collinmchugh,McHugh,Right,Collin McHugh,4.3,5.23,58.2,100.0,111.0,100.0,0.767,7.21,3.38,10.74,0.77,1.43,0.18600000000000003,0.44799999999999995,0.134,0.284,0.391,84.8,57.0,50.0,54.0,85.0,109.0,100.0,82.0,105.0,97.0,126.0,100.0,107.0,0.039,0.479,0.019,0.004,-0.36,-0.72,-1.46,-3.01,91.3,79.9,73.7,0.375,,0.25,,100.0,98.0,94.0,0.45799999999999996,0.001,0.19,-3.87,89.0,63.2,0.262,0.33,,,,,,,,,,,,,,
8,2023-05-14,718181,Strikeout,strikeout,True,656305,543521,Matt Chapman,Collin McHugh,0,0,0,b10eb7e1-7aa3-42b0-aba4-b0d483926dba,543521.0,collinmchugh,McHugh,Right,Collin McHugh,4.3,5.23,58.2,100.0,111.0,100.0,0.767,7.21,3.38,10.74,0.77,1.43,0.18600000000000003,0.44799999999999995,0.134,0.284,0.391,84.8,57.0,50.0,54.0,85.0,109.0,100.0,82.0,105.0,97.0,126.0,100.0,107.0,0.039,0.479,0.019,0.004,-0.36,-0.72,-1.46,-3.01,91.3,79.9,73.7,0.375,,0.25,,100.0,98.0,94.0,0.45799999999999996,0.001,0.19,-3.87,89.0,63.2,0.262,0.33,,,,,,,,,,,,,,
9,2023-05-14,718181,Groundout,field_out,True,518595,579328,Travis d'Arnaud,Yusei Kikuchi,1,0,0,0ec22bdf-faa7-4466-a7da-00fd56bbcfd0,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,88.7,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.193,0.09699999999999999,0.05,1.11,0.24,-1.83,95.1,88.7,83.1,0.27,0.225,0.284,0.254,,,,,,,,,,,,,,,,,,,,,,,,,
