,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,ST_ba,FC_ba,CU_ba,FS%,wFS/C,vFS,FS_ba
0,2023-09-19,716521,Strikeout,strikeout,True,656941,675911,Kyle Schwarber,Spencer Strider,0,0,0,4a3de47c-f065-469e-93b6-714475c6f203,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-19,716521,Hit By Pitch,hit_by_pitch,False,607208,675911,Trea Turner,Spencer Strider,1,0,0,7a449dc6-57ab-4632-b9b2-af9c41822628,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-19,716521,Double Play,double_play,True,547180,675911,Bryce Harper,Spencer Strider,0,0,1,14086ba4-e69f-4115-8abb-37789ddd7e86,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-19,716521,Home Run,home_run,False,660670,650911,Ronald Acuña Jr.,Cristopher Sánchez,0,0,0,f67454a8-d4e1-4ec4-8a7b-254416d2d10f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,,,,123.0,100.0,100.0,,0.21100000000000002,0.327,,0.2,1.1,,82.7,,0.25,0.148,71.0,104.0,97.0,0.462,0.65,92.1,0.297,,,,,,,,,,,,,,,,,,,
4,2023-09-19,716521,Groundout,field_out,True,645277,650911,Ozzie Albies,Cristopher Sánchez,0,0,0,4ce3b72e-fe9d-4308-91ae-125f9a9d748e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,,,,123.0,100.0,100.0,,0.21100000000000002,0.327,,0.2,1.1,,82.7,,0.25,0.148,71.0,104.0,97.0,0.462,0.65,92.1,0.297,,,,,,,,,,,,,,,,,,,
5,2023-09-19,716521,Strikeout,strikeout,True,663586,650911,Austin Riley,Cristopher Sánchez,0,0,0,1e4e104b-ceaf-420a-ad26-e01ac4b986b0,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,,,,123.0,100.0,100.0,,0.21100000000000002,0.327,,0.2,1.1,,82.7,,0.25,0.148,71.0,104.0,97.0,0.462,0.65,92.1,0.297,,,,,,,,,,,,,,,,,,,
6,2023-09-19,716521,Single,single,False,621566,650911,Matt Olson,Cristopher Sánchez,0,0,0,2681578a-28e7-4e56-b810-df1f5f148b6b,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,,,,123.0,100.0,100.0,,0.21100000000000002,0.327,,0.2,1.1,,82.7,,0.25,0.148,71.0,104.0,97.0,0.462,0.65,92.1,0.297,,,,,,,,,,,,,,,,,,,
7,2023-09-19,716521,Walk,walk,False,542303,650911,Marcell Ozuna,Cristopher Sánchez,1,0,1,041e4714-be27-4354-a106-88f0cefab762,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,,,,123.0,100.0,100.0,,0.21100000000000002,0.327,,0.2,1.1,,82.7,,0.25,0.148,71.0,104.0,97.0,0.462,0.65,92.1,0.297,,,,,,,,,,,,,,,,,,,
8,2023-09-19,716521,Forceout,force_out,True,518595,650911,Travis d'Arnaud,Cristopher Sánchez,1,0,1,7dc589b0-282a-4311-864f-fa8f94730ff8,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,,,,123.0,100.0,100.0,,0.21100000000000002,0.327,,0.2,1.1,,82.7,,0.25,0.148,71.0,104.0,97.0,0.462,0.65,92.1,0.297,,,,,,,,,,,,,,,,,,,
9,2023-09-19,716521,Flyout,field_out,True,664761,675911,Alec Bohm,Spencer Strider,1,0,0,d1d11db3-e4a6-4416-85bc-a97ee79b3d9b,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,
