,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FO%,wFO/C,vFO,FS_ba
0,2023-06-21,717670,Walk,walk,False,607043,664299,Brandon Nimmo,Cristian Javier,0,0,0,9ae1275d-dd70-4c1f-9d62-6511e87d2f18,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-21,717670,Hit By Pitch,hit_by_pitch,False,516782,664299,Starling Marte,Cristian Javier,0,0,1,e90f014b-c09f-4628-929c-eff174ba1007,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-21,717670,Walk,walk,False,596019,664299,Francisco Lindor,Cristian Javier,1,0,1,a3209f82-1910-4753-a17c-b5a82d463eca,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-21,717670,Grounded Into DP,grounded_into_double_play,True,624413,664299,Pete Alonso,Cristian Javier,1,0,1,d46fe4a5-94d7-4759-b615-b0c0eabe0135,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-21,717670,Walk,walk,False,502054,664299,Tommy Pham,Cristian Javier,1,0,1,a4fa178d-0e8b-4e78-8534-10dd242bda4a,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-21,717670,Pop Out,field_out,True,643446,664299,Jeff McNeil,Cristian Javier,0,0,0,0c93dbec-4833-4c60-a98d-c1ba5cee56b0,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-06-21,717670,Flyout,field_out,True,514888,656731,Jose Altuve,Tylor Megill,1,0,0,0eae4234-40ac-4dc2-bbde-94828b39f301,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,86.0,95.0,89.0,96.0,103.0,106.0,,,,0.557,0.20600000000000002,,0.149,-0.4,-1.04,,-0.09,94.9,84.4,,0.314,0.264,0.167,0.264,101.0,91.0,96.0,116.0,83.0,118.0,0.002,0.086,5.58,-0.05,86.1,77.2,,,,,,,,,,,,,,,,,,,
7,2023-06-21,717670,Double,double,False,643289,656731,Mauricio Dubón,Tylor Megill,0,0,0,ea1dcdc4-ac20-47ac-95e4-b80c7f04c69a,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,86.0,95.0,89.0,96.0,103.0,106.0,,,,0.557,0.20600000000000002,,0.149,-0.4,-1.04,,-0.09,94.9,84.4,,0.314,0.264,0.167,0.264,101.0,91.0,96.0,116.0,83.0,118.0,0.002,0.086,5.58,-0.05,86.1,77.2,,,,,,,,,,,,,,,,,,,
8,2023-06-21,717670,Catcher Interference,catcher_interf,False,663656,656731,Kyle Tucker,Tylor Megill,1,0,0,77ac8e00-e879-44e8-9694-d8476c5a69c5,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,86.0,95.0,89.0,96.0,103.0,106.0,,,,0.557,0.20600000000000002,,0.149,-0.4,-1.04,,-0.09,94.9,84.4,,0.314,0.264,0.167,0.264,101.0,91.0,96.0,116.0,83.0,118.0,0.002,0.086,5.58,-0.05,86.1,77.2,,,,,,,,,,,,,,,,,,,
9,2023-06-21,717670,Single,single,False,608324,656731,Alex Bregman,Tylor Megill,1,1,1,de1e8c40-cfbc-46b0-b504-644ace45f60a,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,86.0,95.0,89.0,96.0,103.0,106.0,,,,0.557,0.20600000000000002,,0.149,-0.4,-1.04,,-0.09,94.9,84.4,,0.314,0.264,0.167,0.264,101.0,91.0,96.0,116.0,83.0,118.0,0.002,0.086,5.58,-0.05,86.1,77.2,,,,,,,,,,,,,,,,,,,
