,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-06-16,717743,Groundout,field_out,True,680977,656731,Brendan Donovan,Tylor Megill,0,0,0,b6acad3f-1feb-4394-bfed-c61aa5658007,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,
1,2023-06-16,717743,Groundout,field_out,True,502671,656731,Paul Goldschmidt,Tylor Megill,0,0,0,f3a0a30e-f242-4586-8888-357b6a435627,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,
2,2023-06-16,717743,Pop Out,field_out,True,669357,656731,Nolan Gorman,Tylor Megill,0,0,0,81c2868e-f47c-4344-81a9-ba862fed6463,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,
3,2023-06-16,717743,Walk,walk,False,607043,571945,Brandon Nimmo,Miles Mikolas,1,0,0,171f1f0a-1d61-4ddd-84ff-417919e97e94,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,0.198,0.054000000000000006,-0.19,,0.62,-0.92,2.68,93.3,,86.4,75.9,0.29,0.245,0.182,0.261,86.0,108.0,99.0,0.243,0.002,-1.61,-0.89,92.7,68.1,0.34,,,,,,,,
4,2023-06-16,717743,Single,single,False,516782,571945,Starling Marte,Miles Mikolas,0,0,1,afa7107f-02ab-4906-9423-fc6a3957e93e,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,0.198,0.054000000000000006,-0.19,,0.62,-0.92,2.68,93.3,,86.4,75.9,0.29,0.245,0.182,0.261,86.0,108.0,99.0,0.243,0.002,-1.61,-0.89,92.7,68.1,0.34,,,,,,,,
5,2023-06-16,717743,Single,single,False,643446,571945,Jeff McNeil,Miles Mikolas,0,0,1,d84b56d4-2f36-4e8c-aa76-8b3cde3e66f3,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,0.198,0.054000000000000006,-0.19,,0.62,-0.92,2.68,93.3,,86.4,75.9,0.29,0.245,0.182,0.261,86.0,108.0,99.0,0.243,0.002,-1.61,-0.89,92.7,68.1,0.34,,,,,,,,
6,2023-06-16,717743,Grounded Into DP,grounded_into_double_play,True,596019,571945,Francisco Lindor,Miles Mikolas,1,0,1,8a510eaa-1ed2-4ba4-9912-1f51524db5be,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,0.198,0.054000000000000006,-0.19,,0.62,-0.92,2.68,93.3,,86.4,75.9,0.29,0.245,0.182,0.261,86.0,108.0,99.0,0.243,0.002,-1.61,-0.89,92.7,68.1,0.34,,,,,,,,
7,2023-06-16,717743,Double,double,False,683146,571945,Brett Baty,Miles Mikolas,0,0,1,f38b466e-0d2a-4e17-894a-9a664cdf632d,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,0.198,0.054000000000000006,-0.19,,0.62,-0.92,2.68,93.3,,86.4,75.9,0.29,0.245,0.182,0.261,86.0,108.0,99.0,0.243,0.002,-1.61,-0.89,92.7,68.1,0.34,,,,,,,,
8,2023-06-16,717743,Single,single,False,502054,571945,Tommy Pham,Miles Mikolas,0,0,1,2787e9c6-5cd5-4576-b8d5-1abe269b70a4,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,0.198,0.054000000000000006,-0.19,,0.62,-0.92,2.68,93.3,,86.4,75.9,0.29,0.245,0.182,0.261,86.0,108.0,99.0,0.243,0.002,-1.61,-0.89,92.7,68.1,0.34,,,,,,,,
9,2023-06-16,717743,Pop Out,field_out,True,596129,571945,Daniel Vogelbach,Miles Mikolas,0,0,0,c80ecc61-3785-4030-bf7c-ad3b248d30ee,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,0.198,0.054000000000000006,-0.19,,0.62,-0.92,2.68,93.3,,86.4,75.9,0.29,0.245,0.182,0.261,86.0,108.0,99.0,0.243,0.002,-1.61,-0.89,92.7,68.1,0.34,,,,,,,,
10,2023-06-16,717743,Groundout,field_out,True,571448,656731,Nolan Arenado,Tylor Megill,1,0,0,29c7c787-e82c-41bd-8c87-982ad232ab47,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,
11,2023-06-16,717743,Strikeout,strikeout,True,575929,656731,Willson Contreras,Tylor Megill,0,0,0,a05d7e8e-8e9b-40ee-a734-92f099b3267d,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,
