,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-04-03,718726,Strikeout,strikeout,True,656775,592351,Cedric Mullins,Jon Gray,0,0,0,567f4574-a419-42f4-a5ac-23fcdcb924b3,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-03,718726,Single,single,False,668939,592351,Adley Rutschman,Jon Gray,0,0,0,1653591a-43c8-47ca-af7b-57fb4b54309a,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-03,718726,Strikeout,strikeout,True,623993,592351,Anthony Santander,Jon Gray,0,0,1,6cf0797e-cd80-4f81-a3f7-31d7fa3a66c3,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-03,718726,Strikeout,strikeout,True,663624,592351,Ryan Mountcastle,Jon Gray,0,0,0,b522addd-3caf-4ca6-bb1e-a217b38a8693,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-03,718726,Strikeout,strikeout,True,543760,680694,Marcus Semien,Kyle Bradish,0,0,0,a5b2d04a-8a08-4e11-9c75-a4cda3e72278,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.22399999999999998,0.313,0.17300000000000001,0.083,-1.0,1.77,3.99,-0.36,94.5,88.1,84.8,0.366,0.168,0.259,,0.142,88.0,104.0,98.0,0.207,1.53,95.0,0.23,,,,,,,,,,,,,,,,,,,,
5,2023-04-03,718726,Groundout,field_out,True,608369,680694,Corey Seager,Kyle Bradish,0,0,0,310c8927-dfd8-4102-bfdb-7e7d2e093350,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.22399999999999998,0.313,0.17300000000000001,0.083,-1.0,1.77,3.99,-0.36,94.5,88.1,84.8,0.366,0.168,0.259,,0.142,88.0,104.0,98.0,0.207,1.53,95.0,0.23,,,,,,,,,,,,,,,,,,,,
6,2023-04-03,718726,Strikeout,strikeout,True,663993,680694,Nathaniel Lowe,Kyle Bradish,0,0,0,50216543-57c3-4ba0-b487-69246ae14064,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.22399999999999998,0.313,0.17300000000000001,0.083,-1.0,1.77,3.99,-0.36,94.5,88.1,84.8,0.366,0.168,0.259,,0.142,88.0,104.0,98.0,0.207,1.53,95.0,0.23,,,,,,,,,,,,,,,,,,,,
7,2023-04-03,718726,Single,single,False,683002,592351,Gunnar Henderson,Jon Gray,0,0,0,4f53d5a4-1172-42bf-b8d2-eaa7dbbefe88,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-03,718726,Grounded Into DP,grounded_into_double_play,True,669065,592351,Kyle Stowers,Jon Gray,1,0,1,27db2e13-4fb0-42ea-8ecb-f65243e4c8b1,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-03,718726,Groundout,field_out,True,624428,592351,Adam Frazier,Jon Gray,1,0,0,797640db-96d0-49f3-a06c-44c7231c8fb7,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,
