,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,FF_ba,CH_ba,SL_ba,SI_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,ST_ba,FS_ba
0,2023-07-09,717431,Single,single,False,593160,669373,Whit Merrifield,Tarik Skubal,0,0,0,7f1c5fc7-17bf-457a-8fae-ec8ccbb2c369,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
1,2023-07-09,717431,Strikeout,strikeout,True,666182,669373,Bo Bichette,Tarik Skubal,0,0,0,a6149232-2fb4-48d6-a00f-88cf71fdfdc2,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
2,2023-07-09,717431,Walk,walk,False,665489,669373,Vladimir Guerrero Jr.,Tarik Skubal,1,0,1,614a8c5c-f457-4800-8f5a-8a468eb8e626,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
3,2023-07-09,717431,Strikeout,strikeout,True,656305,669373,Matt Chapman,Tarik Skubal,0,0,0,745a65cf-f126-40df-87a8-fca83dc1ccdd,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
4,2023-07-09,717431,Forceout,force_out,True,643376,669373,Danny Jansen,Tarik Skubal,0,0,1,40fcfe99-596e-474c-977d-b92e3e0f4be7,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
5,2023-07-09,717431,Flyout,field_out,True,656716,605135,Zach McKinstry,Chris Bassitt,1,0,0,966a8e92-b44c-46f7-9660-925e9f3ea171,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,,,,0.39299999999999996,0.09300000000000001,0.136,,0.065,-3.9,2.11,-0.72,,1.71,92.4,91.9,75.6,,0.333,0.189,0.227,0.22,0.192,93.0,92.0,100.0,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,0.126,-1.13,-3.07,0.67,87.8,82.6,70.7,0.274,0.197,0.375
6,2023-07-09,717431,Strikeout,strikeout,True,682985,605135,Riley Greene,Chris Bassitt,0,0,0,80ef3a53-d505-4c3c-a48d-b244ad9b9acd,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,,,,0.39299999999999996,0.09300000000000001,0.136,,0.065,-3.9,2.11,-0.72,,1.71,92.4,91.9,75.6,,0.333,0.189,0.227,0.22,0.192,93.0,92.0,100.0,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,0.126,-1.13,-3.07,0.67,87.8,82.6,70.7,0.274,0.197,0.375
7,2023-07-09,717431,Double,double,False,679529,605135,Spencer Torkelson,Chris Bassitt,1,0,0,e05c7604-6bf7-45ef-8fd5-14e332ee8a9b,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,,,,0.39299999999999996,0.09300000000000001,0.136,,0.065,-3.9,2.11,-0.72,,1.71,92.4,91.9,75.6,,0.333,0.189,0.227,0.22,0.192,93.0,92.0,100.0,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,0.126,-1.13,-3.07,0.67,87.8,82.6,70.7,0.274,0.197,0.375
8,2023-07-09,717431,Strikeout,strikeout,True,681481,605135,Kerry Carpenter,Chris Bassitt,0,0,0,39dfd381-12fb-4097-8313-d48410415d5f,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,,,,0.39299999999999996,0.09300000000000001,0.136,,0.065,-3.9,2.11,-0.72,,1.71,92.4,91.9,75.6,,0.333,0.189,0.227,0.22,0.192,93.0,92.0,100.0,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,0.126,-1.13,-3.07,0.67,87.8,82.6,70.7,0.274,0.197,0.375
9,2023-07-09,717431,Strikeout,strikeout,True,672386,669373,Alejandro Kirk,Tarik Skubal,0,0,0,975be523-477d-46be-b640-9ef77e475d40,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
