,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,CH_ba,ST_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,FC_ba,SI_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-09-14,716593,Strikeout,strikeout,True,518934,687798,DJ LeMahieu,Nick Robertson,0,0,0,cd5f08d6-5708-40a3-9d80-b3456cbd9a9e,687798.0,nickrobertson,Robertson,Right,Nick Robertson,6.04,4.58,22.1,100.0,101.0,100.0,0.728,10.48,3.63,12.09,1.21,1.38,0.157,0.47100000000000003,0.157,0.486,0.446,88.2,91.0,99.0,101.0,94.0,103.0,97.0,146.0,92.0,111.0,0.532,0.153,0.316,-0.04,-3.94,-2.64,95.3,83.3,0.313,0.324,0.2,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-14,716593,Walk,walk,False,592450,687798,Aaron Judge,Nick Robertson,0,0,0,b30f3615-75d9-41e5-a9b8-9d7055318766,687798.0,nickrobertson,Robertson,Right,Nick Robertson,6.04,4.58,22.1,100.0,101.0,100.0,0.728,10.48,3.63,12.09,1.21,1.38,0.157,0.47100000000000003,0.157,0.486,0.446,88.2,91.0,99.0,101.0,94.0,103.0,97.0,146.0,92.0,111.0,0.532,0.153,0.316,-0.04,-3.94,-2.64,95.3,83.3,0.313,0.324,0.2,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-14,716593,Flyout,field_out,True,650402,687798,Gleyber Torres,Nick Robertson,1,0,0,e4b7d020-081c-43c5-a421-b58ddb66c09d,687798.0,nickrobertson,Robertson,Right,Nick Robertson,6.04,4.58,22.1,100.0,101.0,100.0,0.728,10.48,3.63,12.09,1.21,1.38,0.157,0.47100000000000003,0.157,0.486,0.446,88.2,91.0,99.0,101.0,94.0,103.0,97.0,146.0,92.0,111.0,0.532,0.153,0.316,-0.04,-3.94,-2.64,95.3,83.3,0.313,0.324,0.2,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-14,716593,Pop Out,field_out,True,519317,687798,Giancarlo Stanton,Nick Robertson,1,0,0,a5dc8fd3-9a57-4938-9a6c-806c4244b166,687798.0,nickrobertson,Robertson,Right,Nick Robertson,6.04,4.58,22.1,100.0,101.0,100.0,0.728,10.48,3.63,12.09,1.21,1.38,0.157,0.47100000000000003,0.157,0.486,0.446,88.2,91.0,99.0,101.0,94.0,103.0,97.0,146.0,92.0,111.0,0.532,0.153,0.316,-0.04,-3.94,-2.64,95.3,83.3,0.313,0.324,0.2,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-14,716593,Single,single,False,678882,657376,Ceddanne Rafaela,Clarke Schmidt,1,0,0,6e6fbe22-21ee-4a08-936e-171df7a9d3b1,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,109.0,99.0,107.0,,0.27399999999999997,0.015,,-0.59,-7.35,,86.0,,0.5,0.276,,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,0.198,,,,,,
5,2023-09-14,716593,Single,single,False,646240,657376,Rafael Devers,Clarke Schmidt,0,0,1,d6c05e9e-5014-43b8-b789-642d3bf39b39,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,109.0,99.0,107.0,,0.27399999999999997,0.015,,-0.59,-7.35,,86.0,,0.5,0.276,,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,0.198,,,,,,
6,2023-09-14,716593,Forceout,force_out,True,657077,657376,Alex Verdugo,Clarke Schmidt,0,0,1,c5dec8b3-1aaf-4e13-beee-98c4cf2d76e0,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,109.0,99.0,107.0,,0.27399999999999997,0.015,,-0.59,-7.35,,86.0,,0.5,0.276,,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,0.198,,,,,,
7,2023-09-14,716593,Walk,walk,False,671213,657376,Triston Casas,Clarke Schmidt,0,0,1,e1f6e520-6490-43f9-b83a-03d3c553402b,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,109.0,99.0,107.0,,0.27399999999999997,0.015,,-0.59,-7.35,,86.0,,0.5,0.276,,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,0.198,,,,,,
8,2023-09-14,716593,Lineout,field_out,True,807799,657376,Masataka Yoshida,Clarke Schmidt,0,0,0,243fe424-053a-47fa-80bf-9b130cc83f63,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,109.0,99.0,107.0,,0.27399999999999997,0.015,,-0.59,-7.35,,86.0,,0.5,0.276,,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,0.198,,,,,,
9,2023-09-14,716593,Single,single,False,677800,657376,Wilyer Abreu,Clarke Schmidt,1,0,1,0baa2129-9e87-4f7b-9612-0fb8d01abc78,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,,,,109.0,99.0,107.0,,0.27399999999999997,0.015,,-0.59,-7.35,,86.0,,0.5,0.276,,68.0,103.0,88.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.191,0.27,-0.2,-0.46,91.3,93.4,83.7,0.28,0.288,0.198,,,,,,
