,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,SL_ba,SI_ba,FF_ba,CH_ba,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-09,718252,Groundout,field_out,True,453568,682847,Charlie Blackmon,Luis L. Ortiz,1,0,0,2d20ab14-78bf-40d3-b351-474d70b1a875,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-09,718252,Groundout,field_out,True,545341,682847,Randal Grichuk,Luis L. Ortiz,1,0,0,a949ce57-1510-4e00-b08b-0ec2db3e56b2,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-09,718252,Single,single,False,592178,682847,Kris Bryant,Luis L. Ortiz,1,0,0,a5289f7b-65ea-4fbf-b3dd-406ddc0ad9fe,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-09,718252,Forceout,force_out,True,543068,682847,C.J. Cron,Luis L. Ortiz,0,0,1,6be4fcd8-2c0e-46bf-bdbb-b47580a1fa45,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-09,718252,Flyout,field_out,True,663647,657756,Ke'Bryan Hayes,Connor Seabold,0,0,0,c46435fc-f140-426f-b7df-3dbe0df86b7d,657756.0,connorseabold,Seabold,Right,Connor Seabold,0.313,,0.338,0.204,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.5,,,,,,,,,,,,,,,,,,,,,
5,2023-05-09,718252,Groundout,field_out,True,668804,657756,Bryan Reynolds,Connor Seabold,0,0,0,c1929af3-283a-4877-b0ff-0a4334800a51,657756.0,connorseabold,Seabold,Right,Connor Seabold,0.313,,0.338,0.204,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.5,,,,,,,,,,,,,,,,,,,,,
6,2023-05-09,718252,Flyout,field_out,True,457705,657756,Andrew McCutchen,Connor Seabold,0,0,0,c7d70214-c06a-47ff-9874-7444da5d0504,657756.0,connorseabold,Seabold,Right,Connor Seabold,0.313,,0.338,0.204,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.5,,,,,,,,,,,,,,,,,,,,,
7,2023-05-09,718252,Strikeout,strikeout,True,553869,682847,Elias Díaz,Luis L. Ortiz,0,0,0,e8d43a62-15d0-472a-a85f-3e890af1b4c1,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-09,718252,Flyout,field_out,True,641857,682847,Ryan McMahon,Luis L. Ortiz,0,0,0,159f0541-e67f-48d9-9065-ea33250e5573,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-09,718252,Home Run,home_run,False,595777,682847,Jurickson Profar,Luis L. Ortiz,0,0,0,0a82b3c5-449e-4958-b61c-6332f2ae4bd2,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-09,718252,Flyout,field_out,True,605612,682847,Harold Castro,Luis L. Ortiz,0,0,0,4346a542-4f45-44d8-ab53-df7b7780a4c5,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-05-09,718252,Walk,walk,False,467793,657756,Carlos Santana,Connor Seabold,1,0,0,e2d68e74-bdc6-433c-bfb4-ef441783daf6,657756.0,connorseabold,Seabold,Right,Connor Seabold,0.313,,0.338,0.204,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.5,,,,,,,,,,,,,,,,,,,,,
12,2023-05-09,718252,Hit By Pitch,hit_by_pitch,False,669261,657756,Jack Suwinski,Connor Seabold,0,0,1,2cd4e715-86b0-46d6-827f-8e4bf1513b47,657756.0,connorseabold,Seabold,Right,Connor Seabold,0.313,,0.338,0.204,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.5,,,,,,,,,,,,,,,,,,,,,
13,2023-05-09,718252,Groundout,field_out,True,641943,657756,Joshua Palacios,Connor Seabold,0,0,1,5657e05d-8c47-401c-a588-9b675231c0db,657756.0,connorseabold,Seabold,Right,Connor Seabold,0.313,,0.338,0.204,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018000000000000002,0.133,-1.53,-2.41,-8.0,0.41,92.6,85.3,78.7,0.5,,,,,,,,,,,,,,,,,,,,,
