,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,KC%,CH%,wKC/C,wCH/C,vKC,CH_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-06-27,717604,Strikeout,strikeout,True,664774,592332,LaMonte Wade Jr.,Kevin Gausman,0,0,0,b4d6c27a-2e21-4712-8a0e-5c62ef882469,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-27,717604,Strikeout,strikeout,True,592626,592332,Joc Pederson,Kevin Gausman,0,0,0,6a58ff31-c03a-481c-b4f6-9f24dedde0cc,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-27,717604,Strikeout,strikeout,True,605204,592332,J.D. Davis,Kevin Gausman,0,0,0,e6050e56-ce76-42a7-ad8d-07a8cb3ed341,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-27,717604,Double,double,False,543807,676254,George Springer,Ryan Walker,1,0,0,4f838ab9-2af1-40fe-a167-857a97a63673,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,,,,128.0,100.0,113.0,,,,,,0.503,,,-0.84,,,83.2,,,0.248,139.0,42.0,53.0,101.0,101.0,95.0,0.496,0.001,0.41,-5.8,94.8,72.7,0.279,,,,,,,,,,,,,,,,,,,
4,2023-06-27,717604,Single,single,False,666182,676254,Bo Bichette,Ryan Walker,1,0,1,5b302b17-0305-4eaf-b2dd-b004cf6eab2e,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,,,,128.0,100.0,113.0,,,,,,0.503,,,-0.84,,,83.2,,,0.248,139.0,42.0,53.0,101.0,101.0,95.0,0.496,0.001,0.41,-5.8,94.8,72.7,0.279,,,,,,,,,,,,,,,,,,,
5,2023-06-27,717604,Strikeout,strikeout,True,474832,676254,Brandon Belt,Ryan Walker,0,0,0,b6aa68b7-d1fa-4bf1-bead-2aec9c01fda9,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,,,,128.0,100.0,113.0,,,,,,0.503,,,-0.84,,,83.2,,,0.248,139.0,42.0,53.0,101.0,101.0,95.0,0.496,0.001,0.41,-5.8,94.8,72.7,0.279,,,,,,,,,,,,,,,,,,,
6,2023-06-27,717604,Strikeout,strikeout,True,665489,676254,Vladimir Guerrero Jr.,Ryan Walker,0,0,0,284f5666-7619-4c70-a6fb-2bd711d7d8f5,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,,,,128.0,100.0,113.0,,,,,,0.503,,,-0.84,,,83.2,,,0.248,139.0,42.0,53.0,101.0,101.0,95.0,0.496,0.001,0.41,-5.8,94.8,72.7,0.279,,,,,,,,,,,,,,,,,,,
7,2023-06-27,717604,Strikeout,strikeout,True,656305,676254,Matt Chapman,Ryan Walker,0,0,0,35d9e0b6-a075-41d8-9e55-a9a7ebe380b9,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,,,,128.0,100.0,113.0,,,,,,0.503,,,-0.84,,,83.2,,,0.248,139.0,42.0,53.0,101.0,101.0,95.0,0.496,0.001,0.41,-5.8,94.8,72.7,0.279,,,,,,,,,,,,,,,,,,,
8,2023-06-27,717604,Lineout,field_out,True,624424,592332,Michael Conforto,Kevin Gausman,1,0,0,a64bc982-5f64-422e-8883-6bbcb5d9d8d4,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-27,717604,Strikeout,strikeout,True,666165,592332,Blake Sabol,Kevin Gausman,0,0,0,98b7af00-417d-4090-9a22-81e398400f5e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
