,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,SI_ba,FC_ba,CU_ba,ST_ba,KC%,wKC/C,vKC
0,2023-05-30,717964,Strikeout,strikeout,True,543760,656412,Marcus Semien,Alex Faedo,0,0,0,0f9acf53-9ade-46c4-9ea5-5c34025f38bd,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-30,717964,Flyout,field_out,True,608369,656412,Corey Seager,Alex Faedo,0,0,0,d61e0c81-b985-4f32-9c71-821824275ef1,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-30,717964,Groundout,field_out,True,663993,656412,Nathaniel Lowe,Alex Faedo,0,0,0,738c1e3c-fc5b-4b5e-998b-6be68e8bf373,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-30,717964,Lineout,field_out,True,670097,527048,Zack Short,Martín Pérez,0,0,0,417ff458-c40c-4c3b-987c-46edb2aa85da,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,0.04,0.01,0.265,3.25,2.0,-0.75,91.8,83.4,0.167,0.0,0.316,78.0,101.0,100.0,73.0,102.0,95.0,79.0,99.0,88.0,0.428,0.221,0.037000000000000005,-2.02,0.44,3.35,89.2,91.6,79.1,0.244,0.342,0.063,,,,
4,2023-05-30,717964,Strikeout,strikeout,True,595879,527048,Javier Báez,Martín Pérez,0,0,0,79cd6b75-ec85-49e4-9154-b6bec33430d1,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,0.04,0.01,0.265,3.25,2.0,-0.75,91.8,83.4,0.167,0.0,0.316,78.0,101.0,100.0,73.0,102.0,95.0,79.0,99.0,88.0,0.428,0.221,0.037000000000000005,-2.02,0.44,3.35,89.2,91.6,79.1,0.244,0.342,0.063,,,,
5,2023-05-30,717964,Strikeout,strikeout,True,682985,527048,Riley Greene,Martín Pérez,0,0,0,e7d00e10-7625-477b-97d2-e23a27db531e,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,0.04,0.01,0.265,3.25,2.0,-0.75,91.8,83.4,0.167,0.0,0.316,78.0,101.0,100.0,73.0,102.0,95.0,79.0,99.0,88.0,0.428,0.221,0.037000000000000005,-2.02,0.44,3.35,89.2,91.6,79.1,0.244,0.342,0.063,,,,
6,2023-05-30,717964,Strikeout,strikeout,True,666969,656412,Adolis García,Alex Faedo,0,0,0,a39aa17a-b94b-47e3-b30b-4eff20fcb9c7,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-30,717964,Double,double,False,673962,656412,Josh Jung,Alex Faedo,1,0,0,2c7bb009-3717-410c-a7db-bc83351c04bd,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-30,717964,Double,double,False,641680,656412,Jonah Heim,Alex Faedo,0,0,1,31c4cc7c-eab5-4aba-b6a2-79a52a370006,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-30,717964,Lineout,field_out,True,543257,656412,Robbie Grossman,Alex Faedo,0,0,0,c72d482b-dbf2-43dc-bec5-b0f55b3cb184,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,
