,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,ST_ba,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,CH_ba
0,2023-04-19,718515,Home Run,home_run,False,650490,686651,Yandy Díaz,Levi Stoudt,0,0,0,95abe094-fe47-4a6e-bb2a-f528c8e45f27,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-19,718515,Single,single,False,664040,686651,Brandon Lowe,Levi Stoudt,1,0,0,7aa32738-34c7-4d59-b4f3-0dace7953b7f,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-19,718515,Single,single,False,668227,686651,Randy Arozarena,Levi Stoudt,1,1,1,cb822912-cfb4-43a7-8777-22541b5fe827,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-19,718515,Flyout,field_out,True,670042,686651,Luke Raley,Levi Stoudt,0,0,0,10e9ac34-810b-4344-8d81-a27db1f0d9e5,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-19,718515,Double,double,False,670623,686651,Isaac Paredes,Levi Stoudt,0,0,1,e3e1c6ed-013d-4cfc-9864-bc60c1fe762a,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-19,718515,Single,single,False,666139,686651,Josh Lowe,Levi Stoudt,0,0,1,8f4b0672-5574-4c40-bcf7-4fbda673cfdc,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-19,718515,Double,double,False,622534,686651,Manuel Margot,Levi Stoudt,0,0,1,1f46a059-fac7-4cc3-8ea6-da07a15b46a6,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-19,718515,Groundout,field_out,True,670764,686651,Taylor Walls,Levi Stoudt,1,0,1,9b6cb574-caa2-4d3b-81e2-0270b33659c0,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-19,718515,Single,single,False,542194,686651,Christian Bethancourt,Levi Stoudt,0,0,0,77ff1596-0a81-47ea-996a-33314bc5291a,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-19,718515,Flyout,field_out,True,650490,686651,Yandy Díaz,Levi Stoudt,1,0,0,a9993399-1882-41c4-8497-06d94daa98c5,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
