,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FS_ba,SL_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,FC_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba
0,2023-08-02,717154,Single,single,False,643393,664062,Tony Kemp,Tony Gonsolin,0,0,0,e8610ac3-24da-4d0d-849f-e80cca2eda55,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-02,717154,Flyout,field_out,True,680869,664062,Zack Gelof,Tony Gonsolin,0,0,1,df3ff8f0-be99-43c0-bd65-65de5dab81df,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-02,717154,Pop Out,field_out,True,668709,664062,JJ Bleday,Tony Gonsolin,0,0,0,eba5fef4-8274-4707-92b7-132fa5bd0427,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-02,717154,Strikeout,strikeout,True,667670,664062,Brent Rooker,Tony Gonsolin,0,0,0,65c861ea-f8d3-45b3-8575-30f4771793ea,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-02,717154,Double,double,False,605141,663687,Mookie Betts,Hogan Harris,0,0,0,297372d3-27eb-4e93-8915-a5733257d64e,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,69.0,92.0,89.0,84.0,98.0,92.0,,,,,,,0.47,,0.078,0.06,-0.58,,-2.5,-1.37,92.6,,77.4,74.9,0.25,,0.278,0.3,80.1,75.0,93.0,96.0,87.0,104.0,98.0,0.188,0.203,-1.58,0.61,90.5,0.351,0.205,,,,,,,,
5,2023-08-02,717154,Single,single,False,518692,663687,Freddie Freeman,Hogan Harris,0,0,1,c8514638-b467-4d7f-a643-677e239d614f,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,69.0,92.0,89.0,84.0,98.0,92.0,,,,,,,0.47,,0.078,0.06,-0.58,,-2.5,-1.37,92.6,,77.4,74.9,0.25,,0.278,0.3,80.1,75.0,93.0,96.0,87.0,104.0,98.0,0.188,0.203,-1.58,0.61,90.5,0.351,0.205,,,,,,,,
6,2023-08-02,717154,Walk,walk,False,669257,663687,Will Smith,Hogan Harris,0,0,1,2ea119ee-4ac5-4603-9ac0-3fa9a54c3b41,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,69.0,92.0,89.0,84.0,98.0,92.0,,,,,,,0.47,,0.078,0.06,-0.58,,-2.5,-1.37,92.6,,77.4,74.9,0.25,,0.278,0.3,80.1,75.0,93.0,96.0,87.0,104.0,98.0,0.188,0.203,-1.58,0.61,90.5,0.351,0.205,,,,,,,,
7,2023-08-02,717154,Groundout,field_out,True,642708,663687,Amed Rosario,Hogan Harris,0,0,1,20bfc35b-194d-476c-809a-17d7913dfdc3,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,69.0,92.0,89.0,84.0,98.0,92.0,,,,,,,0.47,,0.078,0.06,-0.58,,-2.5,-1.37,92.6,,77.4,74.9,0.25,,0.278,0.3,80.1,75.0,93.0,96.0,87.0,104.0,98.0,0.188,0.203,-1.58,0.61,90.5,0.351,0.205,,,,,,,,
8,2023-08-02,717154,Walk,walk,False,571970,663687,Max Muncy,Hogan Harris,0,0,0,ebc286c4-4343-4c5d-9564-682a93a8ac9e,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,69.0,92.0,89.0,84.0,98.0,92.0,,,,,,,0.47,,0.078,0.06,-0.58,,-2.5,-1.37,92.6,,77.4,74.9,0.25,,0.278,0.3,80.1,75.0,93.0,96.0,87.0,104.0,98.0,0.188,0.203,-1.58,0.61,90.5,0.351,0.205,,,,,,,,
9,2023-08-02,717154,Single,single,False,621035,663687,Chris Taylor,Hogan Harris,0,0,1,2e86e627-b50e-402f-ad0f-ef1ac3e6af83,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,69.0,92.0,89.0,84.0,98.0,92.0,,,,,,,0.47,,0.078,0.06,-0.58,,-2.5,-1.37,92.6,,77.4,74.9,0.25,,0.278,0.3,80.1,75.0,93.0,96.0,87.0,104.0,98.0,0.188,0.203,-1.58,0.61,90.5,0.351,0.205,,,,,,,,
