,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-10,717816,Triple,triple,False,657041,694363,Lane Thomas,Jared Shuster,1,1,0,e217525e-801f-4e3c-adbb-671be5d3d798,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,0.23,-0.83,1.11,-2.01,91.4,84.9,0.311,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-10,717816,Sac Fly,sac_fly,True,671277,694363,Luis García Jr.,Jared Shuster,0,0,1,6f8c43fe-a0cd-440d-b3c0-e19f09fc3b47,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,0.23,-0.83,1.11,-2.01,91.4,84.9,0.311,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-10,717816,Single,single,False,608841,694363,Joey Meneses,Jared Shuster,0,0,0,f040b908-4f00-4658-bcef-6a6cf714da39,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,0.23,-0.83,1.11,-2.01,91.4,84.9,0.311,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-10,717816,Flyout,field_out,True,600869,694363,Jeimer Candelario,Jared Shuster,0,0,0,67aef1c3-587b-48f2-a254-cbcaaf9dae99,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,0.23,-0.83,1.11,-2.01,91.4,84.9,0.311,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-10,717816,Flyout,field_out,True,656448,694363,Stone Garrett,Jared Shuster,0,0,0,17123435-28e4-4f00-b03c-8f486cae17cc,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,0.23,-0.83,1.11,-2.01,91.4,84.9,0.311,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-10,717816,Double,double,False,660670,669022,Ronald Acuña Jr.,MacKenzie Gore,0,0,0,3e7b549a-8549-463a-8287-a09f89ab020e,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.028999999999999998,-0.27,0.77,1.1,95.0,88.5,0.279,0.213,0.188,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,,,,,,
6,2023-06-10,717816,Flyout,field_out,True,621566,669022,Matt Olson,MacKenzie Gore,0,0,1,04ceb097-64fe-4b52-a4e5-467d3d0023a9,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.028999999999999998,-0.27,0.77,1.1,95.0,88.5,0.279,0.213,0.188,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,,,,,,
7,2023-06-10,717816,Sac Fly,sac_fly,True,663586,669022,Austin Riley,MacKenzie Gore,1,0,1,b645e352-188a-4392-a756-3b26a261a0c8,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.028999999999999998,-0.27,0.77,1.1,95.0,88.5,0.279,0.213,0.188,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,,,,,,
8,2023-06-10,717816,Groundout,field_out,True,645277,669022,Ozzie Albies,MacKenzie Gore,0,0,0,369012a9-a04b-4392-97df-c0aabb25ef4c,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.028999999999999998,-0.27,0.77,1.1,95.0,88.5,0.279,0.213,0.188,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,,,,,,
9,2023-06-10,717816,Single,single,False,669743,694363,Alex Call,Jared Shuster,0,0,0,01fae271-6fe0-4362-9d53-3a596d7e87f0,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,59.0,99.0,83.0,75.0,98.0,95.0,0.441,0.32899999999999996,0.23,-0.83,1.11,-2.01,91.4,84.9,0.311,0.197,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
