,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CH_ba,ST_ba,FC_ba,FF_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SL_ba
10,2023-09-13,716604,Strikeout,strikeout,True,668800,502043,Andrew Knizner,Kyle Gibson,0,0,0,57650d01-5bfd-453e-b936-b1b006df7e14,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
11,2023-09-13,716604,Pop Out,field_out,True,676059,680723,Jordan Westburg,Drew Rom,0,0,0,c0887ae6-3940-43ef-b0a0-163cf2b57675,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
12,2023-09-13,716604,Pop Out,field_out,True,683002,680723,Gunnar Henderson,Drew Rom,1,0,0,98653fc1-35d1-4c82-8343-5c1d37f45a70,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
13,2023-09-13,716604,Walk,walk,False,543305,680723,Aaron Hicks,Drew Rom,0,0,0,6eecf4b8-884b-4cab-893d-44c761efc5d5,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
14,2023-09-13,716604,Strikeout,strikeout,True,543510,680723,James McCann,Drew Rom,0,0,0,5e07fbf9-6724-4808-9783-0a2571a70868,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
15,2023-09-13,716604,Single,single,False,665877,502043,José Fermín,Kyle Gibson,1,0,0,f3df7d82-fe29-4bb2-9618-124028fe6054,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
16,2023-09-13,716604,Sac Bunt,sac_bunt,True,691026,502043,Masyn Winn,Kyle Gibson,0,0,1,07b7b372-f70c-441f-b347-afc6186d360d,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
17,2023-09-13,716604,Flyout,field_out,True,663457,502043,Lars Nootbaar,Kyle Gibson,0,0,1,1ea248d6-1495-4468-9842-2ef77da19258,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
18,2023-09-13,716604,Groundout,field_out,True,502671,502043,Paul Goldschmidt,Kyle Gibson,1,1,0,f5802807-5cad-4959-a297-31da2049666f,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
19,2023-09-13,716604,Walk,walk,False,622761,680723,Jorge Mateo,Drew Rom,1,0,0,233251c9-76a2-4ffc-84a4-c87f9a28e4fb,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
20,2023-09-13,716604,Strikeout,strikeout,True,668939,680723,Adley Rutschman,Drew Rom,0,0,1,b48796c6-b39c-4cc1-a271-86776c94a24e,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
21,2023-09-13,716604,Strikeout,strikeout,True,602104,680723,Ramón Urías,Drew Rom,0,0,0,65714551-47e8-4f60-a0ff-2bfb82856921,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
22,2023-09-13,716604,Strikeout,strikeout,True,623993,680723,Anthony Santander,Drew Rom,0,0,0,6b48dca9-bd35-44a6-8300-4528e80c7c67,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
23,2023-09-13,716604,Groundout,field_out,True,676475,502043,Alec Burleson,Kyle Gibson,0,0,0,5aa1734d-b2fc-4c1d-a0ce-bb02e5b12e32,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
24,2023-09-13,716604,Flyout,field_out,True,641933,502043,Tyler O'Neill,Kyle Gibson,1,1,0,88d4931f-0e6b-4100-87b1-69221a19177f,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
25,2023-09-13,716604,Home Run,home_run,False,680700,502043,Richie Palacios,Kyle Gibson,0,0,0,2d54ba0c-5519-4e17-91e5-679257c15c41,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
26,2023-09-13,716604,Walk,walk,False,691023,502043,Jordan Walker,Kyle Gibson,1,0,0,a7f95a2a-bd15-4034-b4f3-df01addb1e9e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
27,2023-09-13,716604,Flyout,field_out,True,668800,502043,Andrew Knizner,Kyle Gibson,1,0,0,4bfbfa11-14d8-4e06-9b48-96255035bfea,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
28,2023-09-13,716604,Groundout,field_out,True,669720,680723,Austin Hays,Drew Rom,1,0,0,4092e934-a411-45ef-ae99-238e1fe886d8,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
29,2023-09-13,716604,Strikeout,strikeout,True,676059,680723,Jordan Westburg,Drew Rom,0,0,0,05cc4252-b85d-4131-9c52-1142307d9ded,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
30,2023-09-13,716604,Lineout,field_out,True,683002,680723,Gunnar Henderson,Drew Rom,0,0,0,1ad361f5-41ec-49c4-859b-0cf61d498834,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
31,2023-09-13,716604,Groundout,field_out,True,665877,502043,José Fermín,Kyle Gibson,0,0,0,33f8a066-ea3f-47c7-bb1a-6fc83da0c626,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
32,2023-09-13,716604,Groundout,field_out,True,691026,502043,Masyn Winn,Kyle Gibson,0,0,0,6659e1e5-621d-4634-bf5c-75da7d554624,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
33,2023-09-13,716604,Strikeout,strikeout,True,663457,502043,Lars Nootbaar,Kyle Gibson,0,0,0,3214a869-3eff-4dd3-bdc7-4b677a732f01,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,
34,2023-09-13,716604,Groundout,field_out,True,543305,680723,Aaron Hicks,Drew Rom,1,0,0,7c589381-a829-4a95-9ff5-042e1354ca29,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
35,2023-09-13,716604,Groundout,field_out,True,543510,680723,James McCann,Drew Rom,0,0,0,c75a41c7-0c5a-4d45-bbd0-a571be789353,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
36,2023-09-13,716604,Single,single,False,622761,680723,Jorge Mateo,Drew Rom,1,0,0,df1b9205-d373-4d5b-b74d-0d0957b07048,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
37,2023-09-13,716604,Flyout,field_out,True,668939,680723,Adley Rutschman,Drew Rom,0,0,0,598ced61-083d-4eff-a952-04cf466ca3ba,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.24100000000000002,0.44299999999999995,,0.237,,,-2.41,,-2.11,-2.48,,,90.6,,87.4,79.4,,0.351,,0.289,,0.333,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,
