,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,CH_ba,FC_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,FS%,KC%,wFS/C,wKC/C,vFS,vKC
0,2023-04-09,718651,Flyout,field_out,True,518934,669330,DJ LeMahieu,Tyler Wells,0,0,0,e176a5c7-8156-4266-9c67-eb19b1b1c512,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,,,,
1,2023-04-09,718651,Single,single,False,592450,669330,Aaron Judge,Tyler Wells,0,0,0,f07565ea-0cb0-49fd-970e-d8726c744054,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,,,,
2,2023-04-09,718651,Single,single,False,519203,669330,Anthony Rizzo,Tyler Wells,0,0,1,2712da91-dc53-4cff-83c4-daa97b49873b,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,,,,
3,2023-04-09,718651,Single,single,False,519317,669330,Giancarlo Stanton,Tyler Wells,0,0,1,4180049f-d20a-4857-bdf2-2508d6d8a08a,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,,,,
4,2023-04-09,718651,Grounded Into DP,grounded_into_double_play,True,650402,669330,Gleyber Torres,Tyler Wells,0,0,1,6aa475fc-0f3a-44f8-96b6-439718c0025e,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,,,,
5,2023-04-09,718651,Pop Out,field_out,True,656775,641482,Cedric Mullins,Nestor Cortes,0,0,0,921a6474-48c6-4213-80a7-1322e09eba9a,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,,,,102.0,106.0,106.0,92.0,103.0,103.0,110.0,102.0,102.0,0.521,0.28800000000000003,0.158,,0.027999999999999997,0.68,0.39,-1.47,,-6.99,91.6,86.6,76.9,,0.213,0.5,0.26,0.2,,138.0,99.0,111.0,0.005,4.05,89.3,0.259,,,,,,,,,,
6,2023-04-09,718651,Single,single,False,668939,641482,Adley Rutschman,Nestor Cortes,1,0,0,61d116ab-3cb4-4025-944f-ed73bb5bad03,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,,,,102.0,106.0,106.0,92.0,103.0,103.0,110.0,102.0,102.0,0.521,0.28800000000000003,0.158,,0.027999999999999997,0.68,0.39,-1.47,,-6.99,91.6,86.6,76.9,,0.213,0.5,0.26,0.2,,138.0,99.0,111.0,0.005,4.05,89.3,0.259,,,,,,,,,,
7,2023-04-09,718651,Strikeout,strikeout,True,663624,641482,Ryan Mountcastle,Nestor Cortes,0,0,0,d3a936ec-db52-4375-b2ad-3dafee014bb3,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,,,,102.0,106.0,106.0,92.0,103.0,103.0,110.0,102.0,102.0,0.521,0.28800000000000003,0.158,,0.027999999999999997,0.68,0.39,-1.47,,-6.99,91.6,86.6,76.9,,0.213,0.5,0.26,0.2,,138.0,99.0,111.0,0.005,4.05,89.3,0.259,,,,,,,,,,
8,2023-04-09,718651,Strikeout,strikeout,True,623993,641482,Anthony Santander,Nestor Cortes,0,0,0,cee9c170-c875-414b-8b37-6a1ca706dc2f,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,,,,102.0,106.0,106.0,92.0,103.0,103.0,110.0,102.0,102.0,0.521,0.28800000000000003,0.158,,0.027999999999999997,0.68,0.39,-1.47,,-6.99,91.6,86.6,76.9,,0.213,0.5,0.26,0.2,,138.0,99.0,111.0,0.005,4.05,89.3,0.259,,,,,,,,,,
9,2023-04-09,718651,Strikeout,strikeout,True,665828,669330,Oswaldo Cabrera,Tyler Wells,0,0,0,2cf4ac7f-b2cf-437a-b65d-9fda395f7ba6,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.16399999999999998,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,84.0,74.1,0.2,0.196,0.212,0.149,0.217,,,,,,,,,,,,,,,,,
