,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FS_ba,SI_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,FF_ba,FC_ba,CH_ba,ST_ba
0,2023-08-29,716803,Flyout,field_out,True,670770,502171,TJ Friedl,Alex Cobb,1,0,0,d96e0dce-87ea-47d6-8b35-2986b4e8d333,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-29,716803,Groundout,field_out,True,668715,502171,Spencer Steer,Alex Cobb,1,1,0,7b5a6db0-3356-49f9-ba56-1bcf34d37b24,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-29,716803,Groundout,field_out,True,682829,502171,Elly De La Cruz,Alex Cobb,0,0,0,6baab2ec-534b-4211-8839-4f054b1bb896,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-29,716803,Strikeout,strikeout,True,596103,682227,Austin Slater,Brandon Williamson,0,0,0,7f4ff132-0c41-4284-bd1d-de9482cce88d,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,64.0,99.0,86.0,,,,132.0,104.0,113.0,,,,,,,,0.37200000000000005,,0.102,,-0.15,,,-1.33,,92.8,,,81.7,,,,0.333,0.0,84.0,97.0,94.0,99.0,98.0,96.0,103.0,106.0,102.0,98.0,0.298,0.064,0.165,1.71,-1.75,-0.51,89.3,73.1,0.269,0.252,0.183,0.277
4,2023-08-29,716803,Groundout,field_out,True,642731,682227,Thairo Estrada,Brandon Williamson,0,0,0,b76c89a4-717c-401f-b9bb-8ac7d0c16fd3,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,64.0,99.0,86.0,,,,132.0,104.0,113.0,,,,,,,,0.37200000000000005,,0.102,,-0.15,,,-1.33,,92.8,,,81.7,,,,0.333,0.0,84.0,97.0,94.0,99.0,98.0,96.0,103.0,106.0,102.0,98.0,0.298,0.064,0.165,1.71,-1.75,-0.51,89.3,73.1,0.269,0.252,0.183,0.277
5,2023-08-29,716803,Flyout,field_out,True,527038,682227,Wilmer Flores,Brandon Williamson,0,0,0,7a432941-471d-4d15-a283-284c90d2b040,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,64.0,99.0,86.0,,,,132.0,104.0,113.0,,,,,,,,0.37200000000000005,,0.102,,-0.15,,,-1.33,,92.8,,,81.7,,,,0.333,0.0,84.0,97.0,94.0,99.0,98.0,96.0,103.0,106.0,102.0,98.0,0.298,0.064,0.165,1.71,-1.75,-0.51,89.3,73.1,0.269,0.252,0.183,0.277
6,2023-08-29,716803,Lineout,field_out,True,605361,502171,Nick Martini,Alex Cobb,0,0,0,2597bd79-d699-4493-9cb8-16b4d40980fa,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-29,716803,Groundout,field_out,True,663886,502171,Tyler Stephenson,Alex Cobb,1,1,0,7de6f0a4-2de0-412e-958f-831c256187af,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-29,716803,Strikeout,strikeout,True,687952,502171,Christian Encarnacion-Strand,Alex Cobb,0,0,0,ccfe4014-924d-4d96-88cb-7c5b7d4fee43,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-29,716803,Groundout,field_out,True,571745,682227,Mitch Haniger,Brandon Williamson,1,0,0,d0ee61c2-7f01-46a0-bb1c-c9dece8c79d3,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,64.0,99.0,86.0,,,,132.0,104.0,113.0,,,,,,,,0.37200000000000005,,0.102,,-0.15,,,-1.33,,92.8,,,81.7,,,,0.333,0.0,84.0,97.0,94.0,99.0,98.0,96.0,103.0,106.0,102.0,98.0,0.298,0.064,0.165,1.71,-1.75,-0.51,89.3,73.1,0.269,0.252,0.183,0.277
