,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba
0,2023-07-02,717526,Flyout,field_out,True,673490,671096,Ha-Seong Kim,Andrew Abbott,0,0,0,a3b00f2f-d6b6-4ab5-af08-2a00debce6fd,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,
1,2023-07-02,717526,Single,single,False,665487,671096,Fernando Tatis Jr.,Andrew Abbott,0,0,0,651991d7-8b1d-4814-a010-d568c22967b3,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,
2,2023-07-02,717526,Single,single,False,665742,671096,Juan Soto,Andrew Abbott,0,0,1,74a07362-5a0c-4555-b332-afe75576a579,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,
3,2023-07-02,717526,Strikeout,strikeout,True,592518,671096,Manny Machado,Andrew Abbott,0,0,0,d2ad4706-76dd-4220-8d23-ea6118f3c7d5,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,
4,2023-07-02,717526,Strikeout,strikeout,True,593428,671096,Xander Bogaerts,Andrew Abbott,0,0,0,addcce03-50b7-43d3-9aeb-1a02a0d3ac16,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,
5,2023-07-02,717526,Single,single,False,670770,670970,TJ Friedl,Adrian Morejon,0,0,0,a423f15d-7223-4c6c-8593-a3a44c8c0dbb,670970.0,adrianmorejon,Morejon,Left,Adrian Morejon,7.0,7.49,9.0,93.0,111.0,94.0,0.855,8.0,5.0,14.0,1.0,1.3,0.09699999999999999,0.581,0.065,0.387,0.46,89.2,72.0,75.0,51.0,107.0,79.0,87.0,117.0,98.0,100.0,108.0,94.0,92.0,0.578,0.193,0.14300000000000002,0.087,-3.61,-1.59,-0.47,-0.42,95.3,86.0,78.5,0.462,0.0,,,0.222,,,,,,,,,,,,,,
6,2023-07-02,717526,Walk,walk,False,680574,670970,Matt McLain,Adrian Morejon,0,0,1,d5a16fa0-cc74-4208-8034-55c8e52b00ba,670970.0,adrianmorejon,Morejon,Left,Adrian Morejon,7.0,7.49,9.0,93.0,111.0,94.0,0.855,8.0,5.0,14.0,1.0,1.3,0.09699999999999999,0.581,0.065,0.387,0.46,89.2,72.0,75.0,51.0,107.0,79.0,87.0,117.0,98.0,100.0,108.0,94.0,92.0,0.578,0.193,0.14300000000000002,0.087,-3.61,-1.59,-0.47,-0.42,95.3,86.0,78.5,0.462,0.0,,,0.222,,,,,,,,,,,,,,
7,2023-07-02,717526,Double Play,double_play,True,663697,670970,Jonathan India,Adrian Morejon,1,0,1,4188d630-1fd0-4368-886c-ba50e1eab5fa,670970.0,adrianmorejon,Morejon,Left,Adrian Morejon,7.0,7.49,9.0,93.0,111.0,94.0,0.855,8.0,5.0,14.0,1.0,1.3,0.09699999999999999,0.581,0.065,0.387,0.46,89.2,72.0,75.0,51.0,107.0,79.0,87.0,117.0,98.0,100.0,108.0,94.0,92.0,0.578,0.193,0.14300000000000002,0.087,-3.61,-1.59,-0.47,-0.42,95.3,86.0,78.5,0.462,0.0,,,0.222,,,,,,,,,,,,,,
8,2023-07-02,717526,Strikeout,strikeout,True,682829,670970,Elly De La Cruz,Adrian Morejon,0,0,0,19fc71d8-5c99-45ef-a010-3d041251a9a7,670970.0,adrianmorejon,Morejon,Left,Adrian Morejon,7.0,7.49,9.0,93.0,111.0,94.0,0.855,8.0,5.0,14.0,1.0,1.3,0.09699999999999999,0.581,0.065,0.387,0.46,89.2,72.0,75.0,51.0,107.0,79.0,87.0,117.0,98.0,100.0,108.0,94.0,92.0,0.578,0.193,0.14300000000000002,0.087,-3.61,-1.59,-0.47,-0.42,95.3,86.0,78.5,0.462,0.0,,,0.222,,,,,,,,,,,,,,
9,2023-07-02,717526,Pop Out,field_out,True,596142,671096,Gary Sánchez,Andrew Abbott,0,0,0,df890f3e-c75d-4e2e-89eb-2dbebdf059b2,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,
