,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,SI_ba,CU_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-19,716933,Walk,walk,False,462101,607536,Elvis Andrus,Kyle Freeland,0,0,0,93b05a04-f93a-4de2-82af-8bf11655ae19,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,
1,2023-08-19,716933,Pop Out,field_out,True,643217,607536,Andrew Benintendi,Kyle Freeland,0,0,0,bad2817f-736c-4d8a-bb43-e5bfd76e21a8,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,
2,2023-08-19,716933,Single,single,False,673357,607536,Luis Robert Jr.,Kyle Freeland,0,0,1,db757aea-670c-44fa-8076-070c31e4e02e,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,
3,2023-08-19,716933,Strikeout,strikeout,True,683734,607536,Andrew Vaughn,Kyle Freeland,0,0,0,70fcabad-690a-4cee-8187-8df61006293e,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,
4,2023-08-19,716933,Strikeout,strikeout,True,660162,607536,Yoán Moncada,Kyle Freeland,0,0,1,73c0f603-4fb0-4971-bd01-f226621dbadc,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,
5,2023-08-19,716933,Groundout,field_out,True,453568,669947,Charlie Blackmon,Jesse Scholtens,0,0,0,2aed8c13-a769-4927-bfd5-eb87dddd19aa,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,,0.245,0.354,0.266,0.111,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,
6,2023-08-19,716933,Walk,walk,False,678662,669947,Ezequiel Tovar,Jesse Scholtens,0,0,0,4f55ab1d-3932-4434-9fd6-93d60c372f26,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,,0.245,0.354,0.266,0.111,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,
7,2023-08-19,716933,Walk,walk,False,641857,669947,Ryan McMahon,Jesse Scholtens,1,0,1,7dc85786-d448-4895-9ee1-4ed973a93008,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,,0.245,0.354,0.266,0.111,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,
8,2023-08-19,716933,Single,single,False,663898,669947,Brendan Rodgers,Jesse Scholtens,1,0,1,832bc01c-be34-456b-b170-bd0728b149f9,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,,0.245,0.354,0.266,0.111,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,
9,2023-08-19,716933,Walk,walk,False,666134,669947,Nolan Jones,Jesse Scholtens,0,0,1,ff05d1c7-8e7f-4c43-a757-bfc026965eb3,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,,0.245,0.354,0.266,0.111,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,
