,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FC_ba,CU_ba,SL_ba,FS_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,CH_ba,SI_ba
0,2023-03-28,718929,Single,single,False,660670,676710,Ronald Acuña Jr.,Kutter Crawford,0,0,0,07189296-0016-0013-000c-f08cd117d70a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
1,2023-03-28,718929,Pop Out,field_out,True,621566,676710,Matt Olson,Kutter Crawford,0,0,0,07189296-0026-0013-000c-f08cd117d70a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
2,2023-03-28,718929,Single,single,False,663586,676710,Austin Riley,Kutter Crawford,0,0,1,07189296-0036-0013-000c-f08cd117d70a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
3,2023-03-28,718929,Walk,walk,False,542303,676710,Marcell Ozuna,Kutter Crawford,0,0,1,07189296-0046-0043-000c-f08cd117d70a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
4,2023-03-28,718929,Forceout,force_out,True,671739,676710,Michael Harris II,Kutter Crawford,0,0,1,07189296-0056-0013-000c-f08cd117d70a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
5,2023-03-28,718929,Groundout,field_out,True,645277,676710,Ozzie Albies,Kutter Crawford,0,0,0,07189296-0066-0013-000c-f08cd117d70a,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.11900000000000001,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.289,0.34,0.167,0.214,0.15,,,,,,,,,,,,,,,,,,,,
6,2023-03-28,718929,Groundout,field_out,True,657077,450203,Alex Verdugo,Charlie Morton,0,0,0,07189296-0076-0013-000c-f08cd117d70a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,74.0,95.0,89.0,,,,,,,89.0,92.0,87.0,,,,0.317,0.08,,,,-1.26,0.25,,,,94.9,89.1,,,,0.292,0.296,0.177,,,,86.0,100.0,91.0,88.0,139.0,100.0,111.0,81.0,89.0,83.0,0.068,0.43200000000000005,0.10300000000000001,-4.03,1.79,0.86,94.2,82.3,0.25,0.474
7,2023-03-28,718929,Double,double,False,646240,450203,Rafael Devers,Charlie Morton,0,0,0,07189296-0086-0013-000c-f08cd117d70a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,74.0,95.0,89.0,,,,,,,89.0,92.0,87.0,,,,0.317,0.08,,,,-1.26,0.25,,,,94.9,89.1,,,,0.292,0.296,0.177,,,,86.0,100.0,91.0,88.0,139.0,100.0,111.0,81.0,89.0,83.0,0.068,0.43200000000000005,0.10300000000000001,-4.03,1.79,0.86,94.2,82.3,0.25,0.474
8,2023-03-28,718929,Groundout,field_out,True,457759,450203,Justin Turner,Charlie Morton,0,0,1,07189296-0096-0013-000c-f08cd117d70a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,74.0,95.0,89.0,,,,,,,89.0,92.0,87.0,,,,0.317,0.08,,,,-1.26,0.25,,,,94.9,89.1,,,,0.292,0.296,0.177,,,,86.0,100.0,91.0,88.0,139.0,100.0,111.0,81.0,89.0,83.0,0.068,0.43200000000000005,0.10300000000000001,-4.03,1.79,0.86,94.2,82.3,0.25,0.474
9,2023-03-28,718929,Home Run,home_run,False,807799,450203,Masataka Yoshida,Charlie Morton,0,0,1,07189296-0106-0023-000c-f08cd117d70a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,74.0,95.0,89.0,,,,,,,89.0,92.0,87.0,,,,0.317,0.08,,,,-1.26,0.25,,,,94.9,89.1,,,,0.292,0.296,0.177,,,,86.0,100.0,91.0,88.0,139.0,100.0,111.0,81.0,89.0,83.0,0.068,0.43200000000000005,0.10300000000000001,-4.03,1.79,0.86,94.2,82.3,0.25,0.474
