,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,CH_ba,CU_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-08-21,716906,Single,single,False,543760,573009,Marcus Semien,Joe Mantiply,0,0,0,6c875f30-9adb-4dac-a53b-899d146e2a0e,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,81.9,91.0,106.0,100.0,101.0,103.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,0.413,0.067,0.278,0.242,-3.59,-0.67,2.47,2.77,90.1,89.5,80.3,0.308,0.178,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-21,716906,Forceout,force_out,True,608369,573009,Corey Seager,Joe Mantiply,0,0,1,9a247a71-e3d2-46e0-8316-22997901311e,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,81.9,91.0,106.0,100.0,101.0,103.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,0.413,0.067,0.278,0.242,-3.59,-0.67,2.47,2.77,90.1,89.5,80.3,0.308,0.178,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-21,716906,Forceout,force_out,True,663993,573009,Nathaniel Lowe,Joe Mantiply,0,0,1,15b9cfd0-8393-4231-8aff-543c56898c29,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,81.9,91.0,106.0,100.0,101.0,103.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,0.413,0.067,0.278,0.242,-3.59,-0.67,2.47,2.77,90.1,89.5,80.3,0.308,0.178,0.167,0.5,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-21,716906,Strikeout,strikeout,True,666969,543518,Adolis García,Scott McGough,0,0,0,f19d2bf3-f3db-4bd3-aa3f-783a106ea8d2,543518.0,scottmcgough,McGough,Right,Scott McGough,4.73,4.24,70.1,100.0,91.0,98.0,0.6990000000000001,11.0,3.84,7.68,1.79,1.54,0.213,0.49200000000000005,0.115,0.39299999999999996,0.418,,,,,,,,98.0,100.0,96.0,,,,0.004,0.507,,,0.13,9.06,,,93.5,93.7,,,,,0.239,117.0,100.0,102.0,74.0,99.0,101.0,0.397,0.092,-0.04,-1.58,85.7,86.6,0.198,0.308,,,,,,,,
4,2023-08-21,716906,Strikeout,strikeout,True,606466,656756,Ketel Marte,Jordan Montgomery,0,0,0,9f50b177-b998-4035-995d-5f9e9a91a282,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,0.426,0.106,0.222,0.22899999999999998,-0.68,1.22,0.84,0.2,93.4,93.3,80.5,0.255,0.239,0.191,0.333,,,,,,,,,,,,,,,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,
5,2023-08-21,716906,Walk,walk,False,671083,656756,Buddy Kennedy,Jordan Montgomery,1,0,0,7dc4e31c-5ac4-4ebd-a76f-8eb695806f14,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,0.426,0.106,0.222,0.22899999999999998,-0.68,1.22,0.84,0.2,93.4,93.3,80.5,0.255,0.239,0.191,0.333,,,,,,,,,,,,,,,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,
6,2023-08-21,716906,Grounded Into DP,grounded_into_double_play,True,502054,656756,Tommy Pham,Jordan Montgomery,1,0,1,cdac077e-33b9-43d4-b477-49c59fe592c0,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,0.426,0.106,0.222,0.22899999999999998,-0.68,1.22,0.84,0.2,93.4,93.3,80.5,0.255,0.239,0.191,0.333,,,,,,,,,,,,,,,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,
7,2023-08-21,716906,Strikeout,strikeout,True,641598,543518,Mitch Garver,Scott McGough,0,0,0,c7744607-3d15-4a99-b8a6-938e0f46cc43,543518.0,scottmcgough,McGough,Right,Scott McGough,4.73,4.24,70.1,100.0,91.0,98.0,0.6990000000000001,11.0,3.84,7.68,1.79,1.54,0.213,0.49200000000000005,0.115,0.39299999999999996,0.418,,,,,,,,98.0,100.0,96.0,,,,0.004,0.507,,,0.13,9.06,,,93.5,93.7,,,,,0.239,117.0,100.0,102.0,74.0,99.0,101.0,0.397,0.092,-0.04,-1.58,85.7,86.6,0.198,0.308,,,,,,,,
8,2023-08-21,716906,Strikeout,strikeout,True,543257,543518,Robbie Grossman,Scott McGough,0,0,0,2b2bc53e-44fd-4ed2-8949-1d12e4a5a98c,543518.0,scottmcgough,McGough,Right,Scott McGough,4.73,4.24,70.1,100.0,91.0,98.0,0.6990000000000001,11.0,3.84,7.68,1.79,1.54,0.213,0.49200000000000005,0.115,0.39299999999999996,0.418,,,,,,,,98.0,100.0,96.0,,,,0.004,0.507,,,0.13,9.06,,,93.5,93.7,,,,,0.239,117.0,100.0,102.0,74.0,99.0,101.0,0.397,0.092,-0.04,-1.58,85.7,86.6,0.198,0.308,,,,,,,,
9,2023-08-21,716906,Flyout,field_out,True,641680,543518,Jonah Heim,Scott McGough,1,1,0,f2962a16-c0ff-4b94-a905-85cfece808bb,543518.0,scottmcgough,McGough,Right,Scott McGough,4.73,4.24,70.1,100.0,91.0,98.0,0.6990000000000001,11.0,3.84,7.68,1.79,1.54,0.213,0.49200000000000005,0.115,0.39299999999999996,0.418,,,,,,,,98.0,100.0,96.0,,,,0.004,0.507,,,0.13,9.06,,,93.5,93.7,,,,,0.239,117.0,100.0,102.0,74.0,99.0,101.0,0.397,0.092,-0.04,-1.58,85.7,86.6,0.198,0.308,,,,,,,,
