,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,SI_ba,FC_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-21,716913,Strikeout,strikeout,True,643565,656412,Mike Tauchman,Alex Faedo,0,0,0,8acfd607-d04b-47d6-ad2e-d1ab609ae050,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-21,716913,Groundout,field_out,True,663538,656412,Nico Hoerner,Alex Faedo,1,0,0,e693366d-56b0-4d81-bba6-57097eb8757e,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-21,716913,Lineout,field_out,True,664023,656412,Ian Happ,Alex Faedo,0,0,0,e2a6a5f5-ba89-436a-863d-6394c39c9073,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-21,716913,Flyout,field_out,True,668731,665871,Akil Baddoo,Javier Assad,0,0,0,b79428e0-a1b2-4f80-aa1e-14fba7419a34,665871.0,javierassad,Assad,Right,Javier Assad,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.28300000000000003,0.33399999999999996,0.18,0.331,0.41200000000000003,85.0,58.0,94.0,87.0,82.0,97.0,90.0,103.0,100.0,103.0,0.19399999999999998,0.135,0.04,-0.9,0.28,-3.27,93.1,80.6,0.313,0.163,0.357,92.0,89.0,86.0,87.0,103.0,93.0,103.0,99.0,95.0,0.306,0.27399999999999997,0.051,0.48,2.18,-3.14,89.1,92.7,76.5,0.214,0.218,0.25,,,,,,,,
4,2023-08-21,716913,Walk,walk,False,682985,665871,Riley Greene,Javier Assad,1,0,0,dcafe666-3ef6-467d-bc86-ccd50343b894,665871.0,javierassad,Assad,Right,Javier Assad,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.28300000000000003,0.33399999999999996,0.18,0.331,0.41200000000000003,85.0,58.0,94.0,87.0,82.0,97.0,90.0,103.0,100.0,103.0,0.19399999999999998,0.135,0.04,-0.9,0.28,-3.27,93.1,80.6,0.313,0.163,0.357,92.0,89.0,86.0,87.0,103.0,93.0,103.0,99.0,95.0,0.306,0.27399999999999997,0.051,0.48,2.18,-3.14,89.1,92.7,76.5,0.214,0.218,0.25,,,,,,,,
5,2023-08-21,716913,Single,single,False,679529,665871,Spencer Torkelson,Javier Assad,1,0,1,54a2b4b8-1b38-4e02-86aa-caf3998d1ccf,665871.0,javierassad,Assad,Right,Javier Assad,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.28300000000000003,0.33399999999999996,0.18,0.331,0.41200000000000003,85.0,58.0,94.0,87.0,82.0,97.0,90.0,103.0,100.0,103.0,0.19399999999999998,0.135,0.04,-0.9,0.28,-3.27,93.1,80.6,0.313,0.163,0.357,92.0,89.0,86.0,87.0,103.0,93.0,103.0,99.0,95.0,0.306,0.27399999999999997,0.051,0.48,2.18,-3.14,89.1,92.7,76.5,0.214,0.218,0.25,,,,,,,,
6,2023-08-21,716913,Pop Out,field_out,True,681481,665871,Kerry Carpenter,Javier Assad,0,0,0,185204fb-3632-46a9-9a1a-5bbba954699d,665871.0,javierassad,Assad,Right,Javier Assad,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.28300000000000003,0.33399999999999996,0.18,0.331,0.41200000000000003,85.0,58.0,94.0,87.0,82.0,97.0,90.0,103.0,100.0,103.0,0.19399999999999998,0.135,0.04,-0.9,0.28,-3.27,93.1,80.6,0.313,0.163,0.357,92.0,89.0,86.0,87.0,103.0,93.0,103.0,99.0,95.0,0.306,0.27399999999999997,0.051,0.48,2.18,-3.14,89.1,92.7,76.5,0.214,0.218,0.25,,,,,,,,
7,2023-08-21,716913,Groundout,field_out,True,663837,665871,Matt Vierling,Javier Assad,0,0,0,86e8b4ce-92e6-4173-b967-c6ebb6cc7ec7,665871.0,javierassad,Assad,Right,Javier Assad,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.28300000000000003,0.33399999999999996,0.18,0.331,0.41200000000000003,85.0,58.0,94.0,87.0,82.0,97.0,90.0,103.0,100.0,103.0,0.19399999999999998,0.135,0.04,-0.9,0.28,-3.27,93.1,80.6,0.313,0.163,0.357,92.0,89.0,86.0,87.0,103.0,93.0,103.0,99.0,95.0,0.306,0.27399999999999997,0.051,0.48,2.18,-3.14,89.1,92.7,76.5,0.214,0.218,0.25,,,,,,,,
8,2023-08-21,716913,Flyout,field_out,True,641355,656412,Cody Bellinger,Alex Faedo,0,0,0,eed19bf8-5f49-4f04-b761-b74058c1907e,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-21,716913,Walk,walk,False,621020,656412,Dansby Swanson,Alex Faedo,0,0,0,8815bd81-84fc-4585-9559-538e2f439443,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-08-21,716913,Single,single,False,673548,656412,Seiya Suzuki,Alex Faedo,1,0,1,0ed18bb3-168d-491a-8428-0b1e098e763b,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-08-21,716913,Fielders Choice,fielders_choice,False,600869,656412,Jeimer Candelario,Alex Faedo,1,0,1,e7001529-cc89-4ad8-b7ce-3aa2aa6380d0,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-08-21,716913,Strikeout,strikeout,True,543228,656412,Yan Gomes,Alex Faedo,0,0,1,aaaaa538-e47c-4f92-899a-60c892ec19f9,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
