,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,SL_ba,FF_ba,ST_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,KC%,wFC/C,wCU/C,wKC/C,vFC,vCU,vKC,CU_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-03,716739,Flyout,field_out,True,657077,664199,Alex Verdugo,Taylor Clarke,0,0,0,d119b756-6f52-46d9-aaf0-0c237aaee255,664199.0,taylorclarke,"Clarke, T",Right,Taylor Clarke,5.95,5.1,59.0,104.0,104.0,106.0,0.753,9.92,3.66,10.83,1.83,0.62,0.191,0.49700000000000005,0.156,0.39299999999999996,0.397,89.1,88.0,100.0,101.0,91.0,102.0,97.0,115.0,108.0,113.0,0.29,0.556,0.154,-2.29,-0.31,-2.88,94.8,87.0,0.242,0.354,0.298,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-03,716739,Strikeout,strikeout,True,646240,664199,Rafael Devers,Taylor Clarke,0,0,0,6991af25-32a5-4156-8f64-3c6665e3b8a9,664199.0,taylorclarke,"Clarke, T",Right,Taylor Clarke,5.95,5.1,59.0,104.0,104.0,106.0,0.753,9.92,3.66,10.83,1.83,0.62,0.191,0.49700000000000005,0.156,0.39299999999999996,0.397,89.1,88.0,100.0,101.0,91.0,102.0,97.0,115.0,108.0,113.0,0.29,0.556,0.154,-2.29,-0.31,-2.88,94.8,87.0,0.242,0.354,0.298,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-03,716739,Groundout,field_out,True,457759,664199,Justin Turner,Taylor Clarke,1,0,0,8faf1910-8c91-43b5-b7dd-bdb112f610d8,664199.0,taylorclarke,"Clarke, T",Right,Taylor Clarke,5.95,5.1,59.0,104.0,104.0,106.0,0.753,9.92,3.66,10.83,1.83,0.62,0.191,0.49700000000000005,0.156,0.39299999999999996,0.397,89.1,88.0,100.0,101.0,91.0,102.0,97.0,115.0,108.0,113.0,0.29,0.556,0.154,-2.29,-0.31,-2.88,94.8,87.0,0.242,0.354,0.298,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-03,716739,Flyout,field_out,True,672580,519242,Maikel Garcia,Chris Sale,1,0,0,2be2d9f0-be9b-4760-b52e-3ea9be7674cb,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,92.0,98.0,100.0,0.43200000000000005,0.375,0.131,0.46,0.7,-1.09,93.9,77.8,0.162,0.252,,0.309,98.0,94.0,96.0,0.062,-1.13,93.3,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-03,716739,Strikeout,strikeout,True,677951,519242,Bobby Witt Jr.,Chris Sale,0,0,0,7c141895-f287-418b-9a04-d5f47a418e74,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,92.0,98.0,100.0,0.43200000000000005,0.375,0.131,0.46,0.7,-1.09,93.9,77.8,0.162,0.252,,0.309,98.0,94.0,96.0,0.062,-1.13,93.3,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-03,716739,Single,single,False,658668,519242,Edward Olivares,Chris Sale,0,0,0,88c35a30-c645-483e-9977-284dc12e341f,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,92.0,98.0,100.0,0.43200000000000005,0.375,0.131,0.46,0.7,-1.09,93.9,77.8,0.162,0.252,,0.309,98.0,94.0,96.0,0.062,-1.13,93.3,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-09-03,716739,Groundout,field_out,True,521692,519242,Salvador Perez,Chris Sale,1,0,0,ec2aacdc-70fe-4e36-99a5-7630a88948d4,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,92.0,98.0,100.0,0.43200000000000005,0.375,0.131,0.46,0.7,-1.09,93.9,77.8,0.162,0.252,,0.309,98.0,94.0,96.0,0.062,-1.13,93.3,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-09-03,716739,Groundout,field_out,True,671213,425844,Triston Casas,Zack Greinke,1,1,0,e9f06592-859e-4eb3-9fee-a3ef02931b47,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,72.0,103.0,92.0,94.0,103.0,106.0,0.265,0.2,0.166,0.25,1.12,0.06,89.5,79.2,0.214,0.276,,0.241,76.0,106.0,93.0,0.157,-0.92,89.8,0.333,96.0,97.0,104.0,100.0,113.0,103.0,0.07,0.141,0.0,-0.94,-2.99,-3.64,85.2,72.5,57.9,0.386,0.32,,,,,,,,,,
8,2023-09-03,716739,Flyout,field_out,True,594807,425844,Adam Duvall,Zack Greinke,0,0,0,31dd5981-61ba-4e7f-ab6a-09097ad84d24,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,72.0,103.0,92.0,94.0,103.0,106.0,0.265,0.2,0.166,0.25,1.12,0.06,89.5,79.2,0.214,0.276,,0.241,76.0,106.0,93.0,0.157,-0.92,89.8,0.333,96.0,97.0,104.0,100.0,113.0,103.0,0.07,0.141,0.0,-0.94,-2.99,-3.64,85.2,72.5,57.9,0.386,0.32,,,,,,,,,,
9,2023-09-03,716739,Single,single,False,807799,425844,Masataka Yoshida,Zack Greinke,0,0,0,320e6100-e587-42ba-81af-397c15c813e8,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,72.0,103.0,92.0,94.0,103.0,106.0,0.265,0.2,0.166,0.25,1.12,0.06,89.5,79.2,0.214,0.276,,0.241,76.0,106.0,93.0,0.157,-0.92,89.8,0.333,96.0,97.0,104.0,100.0,113.0,103.0,0.07,0.141,0.0,-0.94,-2.99,-3.64,85.2,72.5,57.9,0.386,0.32,,,,,,,,,,
