,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SV_ba,ST_ba,FC_ba
0,2023-06-17,717724,Lineout,field_out,True,595777,693821,Jurickson Profar,Bryce Elder,0,0,0,d8168761-c97c-4ad0-8d66-8b5f0940c1a7,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,
1,2023-06-17,717724,Groundout,field_out,True,678662,693821,Ezequiel Tovar,Bryce Elder,0,0,0,e6b8c0d2-eff5-43c5-bcd2-e314d150806b,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,
2,2023-06-17,717724,Strikeout,strikeout,True,641857,693821,Ryan McMahon,Bryce Elder,0,0,0,a5e204ed-24fa-4206-bde2-90f22fe94e83,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,
3,2023-06-17,717724,Walk,walk,False,660670,657756,Ronald Acuña Jr.,Connor Seabold,1,0,0,ac5c0bc6-52f0-426d-8c8c-db5153696cf2,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.133,-1.53,,-2.41,0.41,92.6,,85.3,,0.313,0.338,0.204,100.0,101.0,103.0,0.018000000000000002,-8.0,78.7,0.5,,,,,,,,,
4,2023-06-17,717724,Single,single,False,645277,657756,Ozzie Albies,Connor Seabold,0,0,1,f467b44d-2031-46e7-80fc-d2eecadb6d63,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.133,-1.53,,-2.41,0.41,92.6,,85.3,,0.313,0.338,0.204,100.0,101.0,103.0,0.018000000000000002,-8.0,78.7,0.5,,,,,,,,,
5,2023-06-17,717724,Single,single,False,663586,657756,Austin Riley,Connor Seabold,0,0,1,ee9364dc-8fcf-4dcc-bd47-9eab623f9701,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.133,-1.53,,-2.41,0.41,92.6,,85.3,,0.313,0.338,0.204,100.0,101.0,103.0,0.018000000000000002,-8.0,78.7,0.5,,,,,,,,,
6,2023-06-17,717724,Strikeout,strikeout,True,669221,657756,Sean Murphy,Connor Seabold,0,0,0,a5e44170-38ef-4311-8e96-97bb52302573,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.133,-1.53,,-2.41,0.41,92.6,,85.3,,0.313,0.338,0.204,100.0,101.0,103.0,0.018000000000000002,-8.0,78.7,0.5,,,,,,,,,
7,2023-06-17,717724,Home Run,home_run,False,621566,657756,Matt Olson,Connor Seabold,0,0,1,07682fa9-c82a-4dc7-be2f-d31896a6bf43,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.133,-1.53,,-2.41,0.41,92.6,,85.3,,0.313,0.338,0.204,100.0,101.0,103.0,0.018000000000000002,-8.0,78.7,0.5,,,,,,,,,
8,2023-06-17,717724,Groundout,field_out,True,542303,657756,Marcell Ozuna,Connor Seabold,0,0,0,0b448ebb-de90-4e4e-9ca0-74b80d56e61f,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.133,-1.53,,-2.41,0.41,92.6,,85.3,,0.313,0.338,0.204,100.0,101.0,103.0,0.018000000000000002,-8.0,78.7,0.5,,,,,,,,,
9,2023-06-17,717724,Flyout,field_out,True,592696,657756,Eddie Rosario,Connor Seabold,0,0,0,fc09f0a5-c795-4631-9650-0d286e120616,657756.0,connorseabold,Seabold,Right,Connor Seabold,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,80.6,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.133,-1.53,,-2.41,0.41,92.6,,85.3,,0.313,0.338,0.204,100.0,101.0,103.0,0.018000000000000002,-8.0,78.7,0.5,,,,,,,,,
