,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,SI_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-07-07,717458,Flyout,field_out,True,683002,641927,Gunnar Henderson,Bailey Ober,0,0,0,2124702e-2f06-4609-b86d-26a1f8172868,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-07,717458,Walk,walk,False,623993,641927,Anthony Santander,Bailey Ober,1,0,0,ace8f754-721f-49e3-ba74-0040e495ccc9,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-07,717458,Strikeout Double Play,strikeout_double_play,True,656811,641927,Ryan O'Hearn,Bailey Ober,0,0,1,db20ba79-1709-419e-82c7-0247160ea60f,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-07,717458,Groundout,field_out,True,621043,608344,Carlos Correa,Cole Irvin,0,0,0,fd9abb7d-5136-4f56-98c2-8492f3477b58,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,,,,0.28,,0.14300000000000002,0.21100000000000002,0.22,,-0.89,-2.77,92.2,,77.2,0.247,0.324,,0.229,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.159,2.29,0.95,85.5,91.9,0.18,0.28,,,,,,,,,,,,,,
4,2023-07-07,717458,Strikeout,strikeout,True,456781,608344,Donovan Solano,Cole Irvin,0,0,0,6cc8ec89-4494-437b-be08-e0a256862c4e,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,,,,0.28,,0.14300000000000002,0.21100000000000002,0.22,,-0.89,-2.77,92.2,,77.2,0.247,0.324,,0.229,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.159,2.29,0.95,85.5,91.9,0.18,0.28,,,,,,,,,,,,,,
5,2023-07-07,717458,Strikeout,strikeout,True,621439,608344,Byron Buxton,Cole Irvin,0,0,0,85a0f5d9-ed3d-4885-9f4e-a654f4ce604d,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,,,,0.28,,0.14300000000000002,0.21100000000000002,0.22,,-0.89,-2.77,92.2,,77.2,0.247,0.324,,0.229,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.159,2.29,0.95,85.5,91.9,0.18,0.28,,,,,,,,,,,,,,
6,2023-07-07,717458,Strikeout,strikeout,True,656775,641927,Cedric Mullins,Bailey Ober,0,0,0,67e7877f-7118-4b5b-8615-980e9e6b0755,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-07,717458,Strikeout,strikeout,True,676059,641927,Jordan Westburg,Bailey Ober,0,0,0,bb5090c1-c600-4578-bed9-f31afaea3f0a,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-07,717458,Flyout,field_out,True,681297,641927,Colton Cowser,Bailey Ober,0,0,0,158f8187-f7ce-4331-a45b-bbd18ab99832,641927.0,baileyober,Ober,Right,Bailey Ober,3.43,3.63,144.1,105.0,83.0,101.0,0.7390000000000001,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.41100000000000003,83.7,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,81.0,77.5,0.232,0.226,0.255,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-07,717458,Lineout,field_out,True,571657,608344,Kyle Farmer,Cole Irvin,1,0,0,f3b092c6-d916-413d-87e0-8a7aaf8ea1fc,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,,,,0.28,,0.14300000000000002,0.21100000000000002,0.22,,-0.89,-2.77,92.2,,77.2,0.247,0.324,,0.229,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.159,2.29,0.95,85.5,91.9,0.18,0.28,,,,,,,,,,,,,,
