,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,ST_ba,FF_ba,SI_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,CU_ba,SL_ba,FC_ba,FS_ba
0,2023-08-05,717125,Strikeout,strikeout,True,593160,670167,Whit Merrifield,John Schreiber,0,0,0,fef582c5-cbce-4f02-aa94-0df232c2d494,670167.0,johnschreiber,Schreiber,Right,John Schreiber,3.86,4.13,46.2,102.0,111.0,104.0,0.76,10.22,4.82,7.91,1.16,1.09,0.32799999999999996,0.336,0.18,0.344,0.415,88.1,71.0,104.0,109.0,109.0,106.0,99.0,106.0,102.0,96.0,125.0,99.0,111.0,0.253,0.289,0.001,0.375,0.08199999999999999,-0.15,7.1,0.39,-0.19,-0.09,93.2,90.0,92.7,80.9,0.185,0.264,0.278,0.167,,,,,,,,,,,,,,,,,,,,
1,2023-08-05,717125,Field Error,field_error,False,474832,670167,Brandon Belt,John Schreiber,0,0,0,79eb93a2-850e-4a5c-ba03-9f8aeacb34fd,670167.0,johnschreiber,Schreiber,Right,John Schreiber,3.86,4.13,46.2,102.0,111.0,104.0,0.76,10.22,4.82,7.91,1.16,1.09,0.32799999999999996,0.336,0.18,0.344,0.415,88.1,71.0,104.0,109.0,109.0,106.0,99.0,106.0,102.0,96.0,125.0,99.0,111.0,0.253,0.289,0.001,0.375,0.08199999999999999,-0.15,7.1,0.39,-0.19,-0.09,93.2,90.0,92.7,80.9,0.185,0.264,0.278,0.167,,,,,,,,,,,,,,,,,,,,
2,2023-08-05,717125,Flyout,field_out,True,665489,670167,Vladimir Guerrero Jr.,John Schreiber,0,0,0,7bc16a98-8dff-4816-888c-83bf0006f334,670167.0,johnschreiber,Schreiber,Right,John Schreiber,3.86,4.13,46.2,102.0,111.0,104.0,0.76,10.22,4.82,7.91,1.16,1.09,0.32799999999999996,0.336,0.18,0.344,0.415,88.1,71.0,104.0,109.0,109.0,106.0,99.0,106.0,102.0,96.0,125.0,99.0,111.0,0.253,0.289,0.001,0.375,0.08199999999999999,-0.15,7.1,0.39,-0.19,-0.09,93.2,90.0,92.7,80.9,0.185,0.264,0.278,0.167,,,,,,,,,,,,,,,,,,,,
3,2023-08-05,717125,Single,single,False,543807,670167,George Springer,John Schreiber,1,0,1,300cc077-cf04-4bca-9e06-8d142ede124e,670167.0,johnschreiber,Schreiber,Right,John Schreiber,3.86,4.13,46.2,102.0,111.0,104.0,0.76,10.22,4.82,7.91,1.16,1.09,0.32799999999999996,0.336,0.18,0.344,0.415,88.1,71.0,104.0,109.0,109.0,106.0,99.0,106.0,102.0,96.0,125.0,99.0,111.0,0.253,0.289,0.001,0.375,0.08199999999999999,-0.15,7.1,0.39,-0.19,-0.09,93.2,90.0,92.7,80.9,0.185,0.264,0.278,0.167,,,,,,,,,,,,,,,,,,,,
4,2023-08-05,717125,Flyout,field_out,True,672386,670167,Alejandro Kirk,John Schreiber,1,0,0,ab890883-17f6-43b2-852f-9e75cd032198,670167.0,johnschreiber,Schreiber,Right,John Schreiber,3.86,4.13,46.2,102.0,111.0,104.0,0.76,10.22,4.82,7.91,1.16,1.09,0.32799999999999996,0.336,0.18,0.344,0.415,88.1,71.0,104.0,109.0,109.0,106.0,99.0,106.0,102.0,96.0,125.0,99.0,111.0,0.253,0.289,0.001,0.375,0.08199999999999999,-0.15,7.1,0.39,-0.19,-0.09,93.2,90.0,92.7,80.9,0.185,0.264,0.278,0.167,,,,,,,,,,,,,,,,,,,,
5,2023-08-05,717125,Strikeout,strikeout,True,680776,621244,Jarren Duran,José Berríos,0,0,0,558ccd9f-b28f-463e-b8a5-33f48438e6e0,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,,0.185,0.72,,0.61,,-0.38,94.3,,93.8,,,0.254,0.255,0.245,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,
6,2023-08-05,717125,Flyout,field_out,True,807799,621244,Masataka Yoshida,José Berríos,0,0,0,2e7c01f0-30de-4749-a1ef-3672dcc35462,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,,0.185,0.72,,0.61,,-0.38,94.3,,93.8,,,0.254,0.255,0.245,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,
7,2023-08-05,717125,Lineout,field_out,True,457759,621244,Justin Turner,José Berríos,0,0,0,a4ddd043-6f54-4c48-8ac8-779757c69fe7,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,,0.185,0.72,,0.61,,-0.38,94.3,,93.8,,,0.254,0.255,0.245,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,
8,2023-08-05,717125,Strikeout,strikeout,True,656305,601713,Matt Chapman,Nick Pivetta,0,0,0,036eb8fb-d648-40fa-aa64-cdcb1cc23a7b,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,,,,,125.0,101.0,109.0,,,,124.0,107.0,112.0,,0.506,0.078,0.165,,0.57,0.67,,1.59,,94.6,88.4,,85.8,0.114,0.214,,,117.0,102.0,106.0,0.247,-0.09,79.4,,78.0,104.0,98.0,49.0,109.0,69.0,0.005,-13.1,84.8,0.215,0.189,0.267,0.25
9,2023-08-05,717125,Flyout,field_out,True,662139,601713,Daulton Varsho,Nick Pivetta,0,0,0,835b0ffa-7dbc-46e9-90da-4484a0d8283f,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,,,,,125.0,101.0,109.0,,,,124.0,107.0,112.0,,0.506,0.078,0.165,,0.57,0.67,,1.59,,94.6,88.4,,85.8,0.114,0.214,,,117.0,102.0,106.0,0.247,-0.09,79.4,,78.0,104.0,98.0,49.0,109.0,69.0,0.005,-13.1,84.8,0.215,0.189,0.267,0.25
