,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,SL%,CU%,KC%,CH%,wFA/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vSL,vCU,vKC,FF_ba,CU_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba
0,2023-08-06,717099,Groundout,field_out,True,678662,668868,Ezequiel Tovar,Zack Thompson,1,0,0,7bf27022-0ce6-4e5e-8c54-c42637ef5900,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,,,
1,2023-08-06,717099,Strikeout,strikeout,True,641857,668868,Ryan McMahon,Zack Thompson,0,0,0,0066cb5c-c312-4ec8-87b8-38ad9b3bb08e,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,,,
2,2023-08-06,717099,Strikeout,strikeout,True,553869,668868,Elias Díaz,Zack Thompson,0,0,0,8c9e1a46-376a-4265-8f69-c15d032d801d,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,,,
3,2023-08-06,717099,Walk,walk,False,669242,596295,Tommy Edman,Austin Gomber,1,0,0,1a34e4ad-1c1d-4538-8862-78804a972bdd,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,0.439,0.201,,0.168,0.18100000000000002,-1.99,0.96,,-0.75,-0.07,90.6,84.8,,77.6,0.344,0.226,0.275,0.296,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,-5.34,90.8,0.4,,,,,,,,
4,2023-08-06,717099,Strikeout,strikeout,True,502671,596295,Paul Goldschmidt,Austin Gomber,0,0,1,17ea114e-25e2-4a12-b8d5-2ab1c8091693,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,0.439,0.201,,0.168,0.18100000000000002,-1.99,0.96,,-0.75,-0.07,90.6,84.8,,77.6,0.344,0.226,0.275,0.296,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,-5.34,90.8,0.4,,,,,,,,
5,2023-08-06,717099,Lineout,field_out,True,571448,596295,Nolan Arenado,Austin Gomber,0,0,0,149cc699-d2f9-47f9-8d06-2e7467bb20ef,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,0.439,0.201,,0.168,0.18100000000000002,-1.99,0.96,,-0.75,-0.07,90.6,84.8,,77.6,0.344,0.226,0.275,0.296,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,-5.34,90.8,0.4,,,,,,,,
6,2023-08-06,717099,Walk,walk,False,641933,596295,Tyler O'Neill,Austin Gomber,0,0,0,1a4631fd-2c8b-4157-b7d8-b766faded6db,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,0.439,0.201,,0.168,0.18100000000000002,-1.99,0.96,,-0.75,-0.07,90.6,84.8,,77.6,0.344,0.226,0.275,0.296,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,-5.34,90.8,0.4,,,,,,,,
7,2023-08-06,717099,Flyout,field_out,True,669357,596295,Nolan Gorman,Austin Gomber,0,0,0,e3023c45-b803-4d33-82da-ba3f33d86d68,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,,,,68.0,97.0,85.0,0.439,0.201,,0.168,0.18100000000000002,-1.99,0.96,,-0.75,-0.07,90.6,84.8,,77.6,0.344,0.226,0.275,0.296,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,-5.34,90.8,0.4,,,,,,,,
8,2023-08-06,717099,Strikeout,strikeout,True,666134,668868,Nolan Jones,Zack Thompson,0,0,0,d5351d1e-ce70-41d9-95aa-2e40e6d715f2,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,,,
9,2023-08-06,717099,Single,single,False,660707,668868,Elehuris Montero,Zack Thompson,0,0,0,9ee10da3-4254-457c-82ac-9ade12e8be19,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,65.0,102.0,108.0,87.0,102.0,89.0,0.537,0.17,0.271,0.002,0.021,-0.44,0.82,0.67,-21.02,-2.61,93.6,85.7,75.5,62.4,0.327,0.185,0.205,0.25,,,,,,,,,,,,,,,,,,,,,
