,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,SL_ba,SI_ba,FF_ba,CH_ba,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,CU_ba,FC_ba,ST_ba,FS_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-06-29,717571,Lineout,field_out,True,665487,682847,Fernando Tatis Jr.,Luis L. Ortiz,0,0,0,57a52c35-fc82-43b2-8f25-5d1f8d1746e8,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-29,717571,Groundout,field_out,True,665742,682847,Juan Soto,Luis L. Ortiz,0,0,0,7853bb08-969f-475f-85cd-6c424deed22d,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-29,717571,Groundout,field_out,True,592518,682847,Manny Machado,Luis L. Ortiz,0,0,0,5d1111bd-d251-4bfa-80d9-c1b75c10ef12,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-29,717571,Pop Out,field_out,True,669261,605397,Jack Suwinski,Joe Musgrove,0,0,0,ead0164a-276d-468b-bf85-a7943c4a929f,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,0.281,0.261,0.205,0.267,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.43799999999999994,0.154,0.254,0.414,87.1,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,102.0,99.0,98.0,0.054000000000000006,0.245,0.204,0.145,0.239,0.114,1.77,1.68,3.35,-2.03,0.77,-0.63,93.1,90.1,92.8,82.2,81.3,0.207,0.302,,,,,,,,
4,2023-06-29,717571,Single,single,False,457705,605397,Andrew McCutchen,Joe Musgrove,0,0,0,a1424c5a-43cb-4036-bcae-02fe086c318a,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,0.281,0.261,0.205,0.267,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.43799999999999994,0.154,0.254,0.414,87.1,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,102.0,99.0,98.0,0.054000000000000006,0.245,0.204,0.145,0.239,0.114,1.77,1.68,3.35,-2.03,0.77,-0.63,93.1,90.1,92.8,82.2,81.3,0.207,0.302,,,,,,,,
5,2023-06-29,717571,Grounded Into DP,grounded_into_double_play,True,680779,605397,Henry Davis,Joe Musgrove,0,0,1,bf33b049-4e74-4779-a766-3912878feab0,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,0.281,0.261,0.205,0.267,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.43799999999999994,0.154,0.254,0.414,87.1,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,102.0,99.0,98.0,0.054000000000000006,0.245,0.204,0.145,0.239,0.114,1.77,1.68,3.35,-2.03,0.77,-0.63,93.1,90.1,92.8,82.2,81.3,0.207,0.302,,,,,,,,
6,2023-06-29,717571,Lineout,field_out,True,593428,682847,Xander Bogaerts,Luis L. Ortiz,1,0,0,6cd7fa50-4020-43c7-93e2-e768a15f1ccc,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-29,717571,Single,single,False,630105,682847,Jake Cronenworth,Luis L. Ortiz,0,0,0,3b95f89d-fd03-4825-9cde-14fdf8e7fd62,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-29,717571,Single,single,False,596059,682847,Rougned Odor,Luis L. Ortiz,0,0,1,171a1141-22f8-4cfb-980a-c4cd94e8c7d2,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-29,717571,Sac Fly,sac_fly,True,673490,682847,Ha-Seong Kim,Luis L. Ortiz,0,0,1,44d09c33-a0fd-4054-b455-8a55aa9b627b,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.246,0.294,0.383,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
