,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,SI_ba,CU_ba,CH_ba,FF_ba,SL_ba,FS_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,ST_ba
0,2023-07-07,717461,Lineout,field_out,True,643393,657514,Tony Kemp,Brennan Bernardino,0,0,0,7058613d-1a19-43bb-b602-dfbf0e9b1317,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-07,717461,Strikeout,strikeout,True,672478,657514,Jordan Diaz,Brennan Bernardino,0,0,0,4f17a413-599e-40a5-9f8b-1a1c1b45cd52,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-07,717461,Strikeout,strikeout,True,676116,657514,Ryan Noda,Brennan Bernardino,0,0,0,5d49cd66-1b34-4dbf-85e7-83d1c5574449,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-07,717461,Strikeout,strikeout,True,680776,669674,Jarren Duran,Sam Long,0,0,0,3dd5b1ff-c4f4-4f18-83e2-32e0b711aee1,669674.0,samlong,Long,Left,Sam Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.0,0.348,0.267,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-07,717461,Single,single,False,457759,669674,Justin Turner,Sam Long,1,0,0,43c8d26b-ba23-4505-82e7-fc1c9cec0b0d,669674.0,samlong,Long,Left,Sam Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.0,0.348,0.267,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-07,717461,Forceout,force_out,True,646240,669674,Rafael Devers,Sam Long,0,0,1,cf209b66-1f39-4a68-b162-a6fb3c355df9,669674.0,samlong,Long,Left,Sam Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.0,0.348,0.267,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-07-07,717461,Strikeout,strikeout,True,594807,669674,Adam Duvall,Sam Long,0,0,0,2fd7ab32-ef97-45db-9733-0451a980e257,669674.0,samlong,Long,Left,Sam Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.0,0.348,0.267,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-07,717461,Strikeout,strikeout,True,667670,657514,Brent Rooker,Brennan Bernardino,0,0,0,82e26d63-96c3-4119-b619-5b618737ca3a,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-07,717461,Double,double,False,668709,657514,JJ Bleday,Brennan Bernardino,0,0,0,0ccffe79-0d4a-46e7-a302-db684d119db8,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-07,717461,Groundout,field_out,True,607054,657514,Jace Peterson,Brennan Bernardino,1,0,1,10b74560-48a3-4a5a-bac4-7cc0d3cbb663,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
