,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vSI,vCU,SI_ba,FC_ba,CU_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,FF_ba,SL_ba,CH_ba,ST_ba,SV_ba
0,2023-05-07,718276,Strikeout,strikeout,True,595777,664192,Jurickson Profar,Joey Lucchesi,0,0,0,3d26467a-9374-4c5a-bff3-84c6543137bd,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,79.0,99.0,90.0,74.0,97.0,88.0,0.517,0.228,0.247,0.006999999999999999,2.74,0.95,-2.14,0.25,90.4,90.0,77.9,0.293,0.133,0.289,,,,,,,,,,,,,,,,,
1,2023-05-07,718276,Home Run,home_run,False,545341,664192,Randal Grichuk,Joey Lucchesi,1,1,0,b5c2a2a0-274d-4bfd-b15a-b1b9f1fc5f08,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,79.0,99.0,90.0,74.0,97.0,88.0,0.517,0.228,0.247,0.006999999999999999,2.74,0.95,-2.14,0.25,90.4,90.0,77.9,0.293,0.133,0.289,,,,,,,,,,,,,,,,,
2,2023-05-07,718276,Flyout,field_out,True,592178,664192,Kris Bryant,Joey Lucchesi,0,0,0,00ecdd4a-c0c2-4128-b092-908215fda63c,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,79.0,99.0,90.0,74.0,97.0,88.0,0.517,0.228,0.247,0.006999999999999999,2.74,0.95,-2.14,0.25,90.4,90.0,77.9,0.293,0.133,0.289,,,,,,,,,,,,,,,,,
3,2023-05-07,718276,Walk,walk,False,543068,664192,C.J. Cron,Joey Lucchesi,1,0,0,10fac060-14fc-467a-bc04-a54b9c3b859c,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,79.0,99.0,90.0,74.0,97.0,88.0,0.517,0.228,0.247,0.006999999999999999,2.74,0.95,-2.14,0.25,90.4,90.0,77.9,0.293,0.133,0.289,,,,,,,,,,,,,,,,,
4,2023-05-07,718276,Forceout,force_out,True,641857,664192,Ryan McMahon,Joey Lucchesi,0,0,1,4b9177c7-fc47-487e-839d-7ff90be6604b,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,79.0,99.0,90.0,74.0,97.0,88.0,0.517,0.228,0.247,0.006999999999999999,2.74,0.95,-2.14,0.25,90.4,90.0,77.9,0.293,0.133,0.289,,,,,,,,,,,,,,,,,
5,2023-05-07,718276,Walk,walk,False,607043,663372,Brandon Nimmo,Ryan Feltner,0,0,0,879d1d6f-c4f7-428a-845a-c921a533ed80,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,103.0,99.0,95.0,,,,0.17300000000000001,,0.08900000000000001,0.147,,-4.88,-2.31,2.91,,94.3,79.7,0.475,,0.333,96.0,100.0,93.0,95.0,106.0,105.0,0.278,0.313,-0.01,1.27,94.8,88.6,0.25,0.178,0.08,,
6,2023-05-07,718276,Walk,walk,False,596019,663372,Francisco Lindor,Ryan Feltner,1,0,1,82a44d7e-e69a-4948-a573-0927bc6de098,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,103.0,99.0,95.0,,,,0.17300000000000001,,0.08900000000000001,0.147,,-4.88,-2.31,2.91,,94.3,79.7,0.475,,0.333,96.0,100.0,93.0,95.0,106.0,105.0,0.278,0.313,-0.01,1.27,94.8,88.6,0.25,0.178,0.08,,
7,2023-05-07,718276,Single,single,False,643446,663372,Jeff McNeil,Ryan Feltner,0,0,1,1ee75ca6-6fe9-4245-a73d-95535fd6fd39,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,103.0,99.0,95.0,,,,0.17300000000000001,,0.08900000000000001,0.147,,-4.88,-2.31,2.91,,94.3,79.7,0.475,,0.333,96.0,100.0,93.0,95.0,106.0,105.0,0.278,0.313,-0.01,1.27,94.8,88.6,0.25,0.178,0.08,,
8,2023-05-07,718276,Groundout,field_out,True,624413,663372,Pete Alonso,Ryan Feltner,0,0,1,76d692aa-8698-4eb4-b48a-61769b206d7f,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,103.0,99.0,95.0,,,,0.17300000000000001,,0.08900000000000001,0.147,,-4.88,-2.31,2.91,,94.3,79.7,0.475,,0.333,96.0,100.0,93.0,95.0,106.0,105.0,0.278,0.313,-0.01,1.27,94.8,88.6,0.25,0.178,0.08,,
9,2023-05-07,718276,Single,single,False,683146,663372,Brett Baty,Ryan Feltner,0,0,1,55dd6d31-7258-412a-9ef2-cb98a63672c9,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,103.0,99.0,95.0,,,,0.17300000000000001,,0.08900000000000001,0.147,,-4.88,-2.31,2.91,,94.3,79.7,0.475,,0.333,96.0,100.0,93.0,95.0,106.0,105.0,0.278,0.313,-0.01,1.27,94.8,88.6,0.25,0.178,0.08,,
