,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,FF_ba,CU_ba,CH_ba,SI_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,KC%,wFC/C,wSL/C,wKC/C,vFC,vSL,vKC,FC_ba,ST_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-01,718756,Strikeout,strikeout,True,663647,666157,Ke'Bryan Hayes,Nick Lodolo,0,0,0,40d7b68e-8800-4dc0-ae4f-0ff35eaff7de,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-01,718756,Lineout,field_out,True,668804,666157,Bryan Reynolds,Nick Lodolo,0,0,0,d856c4b8-fa70-4385-a2f3-f1db4136ce0d,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-01,718756,Walk,walk,False,457705,666157,Andrew McCutchen,Nick Lodolo,1,0,0,0c5ffd99-cbc7-49ca-a4bc-3db165d53383,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-01,718756,Single,single,False,467793,666157,Carlos Santana,Nick Lodolo,0,0,1,a4b83d53-3f93-463d-80bf-ec5a7626e863,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-01,718756,Single,single,False,656582,666157,Connor Joe,Nick Lodolo,1,0,1,8c1a1a11-a229-42d6-bbf0-a41050e2e9db,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-01,718756,Single,single,False,665833,666157,Oneil Cruz,Nick Lodolo,1,0,1,8c8ce792-b36d-4cc9-b8b8-0cc1a98d6cea,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-01,718756,Strikeout,strikeout,True,666801,666157,Rodolfo Castro,Nick Lodolo,0,0,0,5aa44592-a9c0-4ae5-bdf3-d625a6543d9f,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-01,718756,Home Run,home_run,False,663697,448179,Jonathan India,Rich Hill,0,0,0,43884906-180b-4652-8f15-0f829a02bf49,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,0.04,0.342,0.354,0.023,-0.32,2.5,-1.16,-0.06,88.4,86.1,72.0,0.249,0.283,0.263,0.105,90.0,92.0,97.0,85.0,97.0,93.0,0.147,0.08800000000000001,0.008,-1.27,-2.52,-3.65,83.3,71.1,67.1,0.39,0.233,0.5,,,,,,,
8,2023-04-01,718756,Strikeout,strikeout,True,668715,448179,Spencer Steer,Rich Hill,0,0,0,825d41f0-f9c1-4ea0-8816-f2212bd652f6,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,0.04,0.342,0.354,0.023,-0.32,2.5,-1.16,-0.06,88.4,86.1,72.0,0.249,0.283,0.263,0.105,90.0,92.0,97.0,85.0,97.0,93.0,0.147,0.08800000000000001,0.008,-1.27,-2.52,-3.65,83.3,71.1,67.1,0.39,0.233,0.5,,,,,,,
9,2023-04-01,718756,Strikeout,strikeout,True,571976,448179,Wil Myers,Rich Hill,0,0,0,9b5bbe2a-1c48-4fe4-bce4-867081d20196,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,0.04,0.342,0.354,0.023,-0.32,2.5,-1.16,-0.06,88.4,86.1,72.0,0.249,0.283,0.263,0.105,90.0,92.0,97.0,85.0,97.0,93.0,0.147,0.08800000000000001,0.008,-1.27,-2.52,-3.65,83.3,71.1,67.1,0.39,0.233,0.5,,,,,,,
