,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),vKN (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,CH%,KN%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,wCH/C,wKN/C,vFA,vFS,vSI,vSL,vKC,FF_ba,SI_ba,SL_ba,CU_ba,FS_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,FC_ba
0,2023-04-03,718720,Flyout,field_out,True,621493,669923,Taylor Ward,George Kirby,0,0,0,df91e66a-1d02-45c3-8356-1d0358c06ac7,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
1,2023-04-03,718720,Single,single,False,545361,669923,Mike Trout,George Kirby,1,0,0,c8ad1177-ec4c-44a3-a1cf-4467eb81339d,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
2,2023-04-03,718720,Groundout,field_out,True,660271,669923,Shohei Ohtani,George Kirby,1,0,1,bf84370f-2378-4adb-a8de-0392ef916c35,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
3,2023-04-03,718720,Groundout,field_out,True,592669,669923,Hunter Renfroe,George Kirby,0,0,0,8e892f05-0144-4b79-af40-0b09d63e4198,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,75.1,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,95.0,103.0,110.0,0.21600000000000003,0.39399999999999996,0.061,0.19699999999999998,0.115,0.018000000000000002,0.001,1.34,1.07,0.43,1.03,0.35,-5.31,0.26,96.1,84.9,95.8,86.3,81.8,0.234,0.261,0.264,0.265,0.143,0.5,,,,,,,,,,,
4,2023-04-03,718720,Walk,walk,False,677594,672282,Julio Rodríguez,Reid Detmers,1,0,0,0b957a48-7188-4bae-aa6f-ce5d94ca7cb2,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,0.43200000000000005,,0.319,,0.054000000000000006,,-0.38,,,0.91,,-2.03,,94.3,,,88.7,,0.291,,0.236,0.191,,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.0,,,,
5,2023-04-03,718720,Flyout,field_out,True,664034,672282,Ty France,Reid Detmers,1,1,0,520eb051-441e-46e0-bf4e-bf5bd9ae23b6,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,0.43200000000000005,,0.319,,0.054000000000000006,,-0.38,,,0.91,,-2.03,,94.3,,,88.7,,0.291,,0.236,0.191,,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.0,,,,
6,2023-04-03,718720,Strikeout,strikeout,True,606192,672282,Teoscar Hernández,Reid Detmers,0,0,1,5ce62007-8af1-43bf-a8af-1399aaeceb97,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,0.43200000000000005,,0.319,,0.054000000000000006,,-0.38,,,0.91,,-2.03,,94.3,,,88.7,,0.291,,0.236,0.191,,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.0,,,,
7,2023-04-03,718720,Double,double,False,553993,672282,Eugenio Suárez,Reid Detmers,0,0,1,9f7d8e73-4439-467d-ab98-0db1dd0b81c0,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,0.43200000000000005,,0.319,,0.054000000000000006,,-0.38,,,0.91,,-2.03,,94.3,,,88.7,,0.291,,0.236,0.191,,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.0,,,,
8,2023-04-03,718720,Walk,walk,False,572041,672282,AJ Pollock,Reid Detmers,0,0,0,9f3e2adf-4d44-4c7f-abe0-81ec6cada391,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,0.43200000000000005,,0.319,,0.054000000000000006,,-0.38,,,0.91,,-2.03,,94.3,,,88.7,,0.291,,0.236,0.191,,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.0,,,,
9,2023-04-03,718720,Lineout,field_out,True,664059,672282,Sam Haggerty,Reid Detmers,0,0,0,e2ffdbd4-bdfa-4344-b8c5-81b549a3823a,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,0.43200000000000005,,0.319,,0.054000000000000006,,-0.38,,,0.91,,-2.03,,94.3,,,88.7,,0.291,,0.236,0.191,,0.242,93.0,94.0,105.0,0.19399999999999998,0.14,74.7,0.0,,,,
