,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FS_ba,FC_ba,CU_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,SI_ba,CH_ba
0,2023-07-01,717542,Groundout,field_out,True,514888,543135,Jose Altuve,Nathan Eovaldi,0,0,0,6d2965dd-67ba-428e-b58b-62525e262241,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
1,2023-07-01,717542,Groundout,field_out,True,608324,543135,Alex Bregman,Nathan Eovaldi,0,0,0,73adb8f3-a7db-4fda-95a3-64e602e45b07,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
2,2023-07-01,717542,Single,single,False,663656,543135,Kyle Tucker,Nathan Eovaldi,0,0,0,b7a06aff-0592-401d-8f50-c0188302b8b5,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
3,2023-07-01,717542,Caught Stealing 2B,caught_stealing_2b,True,547989,543135,José Abreu,Nathan Eovaldi,1,0,0,7e472152-c91f-44b5-a1e0-f52e903c632a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
4,2023-07-01,717542,Single,single,False,543760,686613,Marcus Semien,Hunter Brown,1,0,0,3dfaab82-aa5f-4e03-8304-97b3e5728b37,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,,,,101.0,99.0,96.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.461,0.235,0.048,0.017,,0.01,-0.4,0.92,-2.64,,95.7,91.7,88.2,84.6,,0.271,0.121,0.297,0.247,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.23800000000000002,-0.16,-0.77,96.0,82.9,0.25,,,,,,,,
5,2023-07-01,717542,Strikeout,strikeout,True,608369,686613,Corey Seager,Hunter Brown,0,0,1,9a201cf5-724b-40af-9731-631e8d310dc3,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,,,,101.0,99.0,96.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.461,0.235,0.048,0.017,,0.01,-0.4,0.92,-2.64,,95.7,91.7,88.2,84.6,,0.271,0.121,0.297,0.247,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.23800000000000002,-0.16,-0.77,96.0,82.9,0.25,,,,,,,,
6,2023-07-01,717542,Groundout,field_out,True,663993,686613,Nathaniel Lowe,Hunter Brown,0,0,1,524396af-a119-4e7a-87e0-f5027d6cf3bb,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,,,,101.0,99.0,96.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.461,0.235,0.048,0.017,,0.01,-0.4,0.92,-2.64,,95.7,91.7,88.2,84.6,,0.271,0.121,0.297,0.247,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.23800000000000002,-0.16,-0.77,96.0,82.9,0.25,,,,,,,,
7,2023-07-01,717542,Strikeout,strikeout,True,666969,686613,Adolis García,Hunter Brown,0,0,0,5eec736a-483c-49eb-9eff-30d49b3e8ae8,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,,,,101.0,99.0,96.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.461,0.235,0.048,0.017,,0.01,-0.4,0.92,-2.64,,95.7,91.7,88.2,84.6,,0.271,0.121,0.297,0.247,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.23800000000000002,-0.16,-0.77,96.0,82.9,0.25,,,,,,,,
8,2023-07-01,717542,Groundout,field_out,True,547989,543135,José Abreu,Nathan Eovaldi,1,0,0,f47f1112-62eb-478a-ba24-acd79b818ae0,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
9,2023-07-01,717542,Single,single,False,673237,543135,Yainer Diaz,Nathan Eovaldi,0,0,0,98272b5b-bc89-4612-8f21-f4cc76192121,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,,,,
