,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CU_ba,CH_ba,SL_ba,SV_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FS_ba,FC_ba
0,2023-09-02,716743,Groundout,field_out,True,596103,605483,Austin Slater,Blake Snell,1,1,0,081b4534-715e-45ba-81e4-7d4ba17beaf8,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,
1,2023-09-02,716743,Groundout,field_out,True,642731,605483,Thairo Estrada,Blake Snell,1,1,0,47eafcc3-c016-4269-8f6c-7e3d590d6c79,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,
2,2023-09-02,716743,Flyout,field_out,True,527038,605483,Wilmer Flores,Blake Snell,1,0,0,23d24332-9366-46e3-9d68-3585c3f23391,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,
3,2023-09-02,716743,Groundout,field_out,True,673490,690986,Ha-Seong Kim,Kyle Harrison,0,0,0,62f26b4d-53c5-4bb7-9e83-5eb0fe090b87,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,86.6,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,86.0,99.0,105.0,0.607,0.017,0.265,0.111,0.66,-4.23,-2.28,-0.87,93.6,87.5,82.2,0.182,,0.25,,0.273,,,,,,,,,,,,,,,,
4,2023-09-02,716743,Strikeout,strikeout,True,665487,690986,Fernando Tatis Jr.,Kyle Harrison,0,0,0,51d9598e-9fea-4519-a88b-78f954ad9818,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,86.6,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,86.0,99.0,105.0,0.607,0.017,0.265,0.111,0.66,-4.23,-2.28,-0.87,93.6,87.5,82.2,0.182,,0.25,,0.273,,,,,,,,,,,,,,,,
5,2023-09-02,716743,Home Run,home_run,False,665742,690986,Juan Soto,Kyle Harrison,1,0,0,d83cd074-19f5-4755-9c08-32ff62cdfab3,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,86.6,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,86.0,99.0,105.0,0.607,0.017,0.265,0.111,0.66,-4.23,-2.28,-0.87,93.6,87.5,82.2,0.182,,0.25,,0.273,,,,,,,,,,,,,,,,
6,2023-09-02,716743,Flyout,field_out,True,592518,690986,Manny Machado,Kyle Harrison,1,1,0,524e8a27-c8e5-4100-980a-a9c70b081b75,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,86.6,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,86.0,99.0,105.0,0.607,0.017,0.265,0.111,0.66,-4.23,-2.28,-0.87,93.6,87.5,82.2,0.182,,0.25,,0.273,,,,,,,,,,,,,,,,
7,2023-09-02,716743,Strikeout,strikeout,True,571745,605483,Mitch Haniger,Blake Snell,0,0,0,22895809-2e98-41d0-a682-129df9add1a9,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,
8,2023-09-02,716743,Lineout,field_out,True,672275,605483,Patrick Bailey,Blake Snell,1,0,0,b2eccb57-b1b0-4eef-bdbb-718537247826,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,
9,2023-09-02,716743,Single,single,False,605204,605483,J.D. Davis,Blake Snell,1,1,0,de3a0d3a-02e6-45ac-949a-f454f1166b5f,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,86.7,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,88.4,81.0,0.255,0.079,0.185,0.123,,,,,,,,,,,,,,,,,
