,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-22,716900,Pop Out,field_out,True,682928,607074,CJ Abrams,Carlos Rodón,0,0,0,e1a73b14-731e-4040-9dc4-45e03063d805,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-22,716900,Double,double,False,657041,607074,Lane Thomas,Carlos Rodón,0,0,0,4be18b0c-d0eb-4927-abb1-28b5fd5a05d0,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-22,716900,Hit By Pitch,hit_by_pitch,False,608841,607074,Joey Meneses,Carlos Rodón,0,0,0,1424c567-de75-45a9-a321-ea15dc461799,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-22,716900,Grounded Into DP,grounded_into_double_play,True,660688,607074,Keibert Ruiz,Carlos Rodón,0,0,1,30f2bfc7-923d-4052-b979-0e4057cd4834,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-22,716900,Groundout,field_out,True,518934,680686,DJ LeMahieu,Josiah Gray,1,0,0,9b981aec-5378-4972-ad78-864118fe7f8f,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,
5,2023-08-22,716900,Strikeout,strikeout,True,592450,680686,Aaron Judge,Josiah Gray,0,0,0,a80865f2-7a6e-4891-a5e0-f110168bcea0,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,
6,2023-08-22,716900,Flyout,field_out,True,650402,680686,Gleyber Torres,Josiah Gray,0,0,0,6253f934-a19e-4474-abaa-63255c79148e,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,
7,2023-08-22,716900,Pop Out,field_out,True,656448,607074,Stone Garrett,Carlos Rodón,0,0,0,ca67a3e0-b2e8-48e3-b3ff-13c8443dc916,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-22,716900,Strikeout,strikeout,True,656180,607074,Riley Adams,Carlos Rodón,0,0,0,59420860-5887-4b5f-ae77-6ede796cc30d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-22,716900,Single,single,False,545121,607074,Ildemaro Vargas,Carlos Rodón,1,0,0,38fc91d3-9e3d-41aa-8710-a5fdb5d96e6a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
10,2023-08-22,716900,Groundout,field_out,True,669743,607074,Alex Call,Carlos Rodón,1,1,0,0a84bf08-dd26-4c16-9c6f-e3d47b859a7e,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,
11,2023-08-22,716900,Walk,walk,False,519317,680686,Giancarlo Stanton,Josiah Gray,0,0,0,df35e305-3a64-44c5-ab92-65e9206c27dc,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,
12,2023-08-22,716900,Lineout,field_out,True,683011,680686,Anthony Volpe,Josiah Gray,1,1,0,cd4384ec-4ff3-47e1-95a0-101a869d8105,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,
13,2023-08-22,716900,Flyout,field_out,True,664056,680686,Harrison Bader,Josiah Gray,0,0,0,79f4c81f-967a-44a7-9102-7d7b5d8a50d5,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,
14,2023-08-22,716900,Walk,walk,False,677592,680686,Everson Pereira,Josiah Gray,1,0,1,7afc7a79-3e95-4c10-bb98-124b71b2dcc8,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.45299999999999996,0.21,0.313,0.389,88.6,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,85.1,82.2,0.291,0.239,0.221,0.286,93.0,101.0,90.0,95.0,95.0,83.0,0.17600000000000002,0.18100000000000002,-0.09,0.15,88.8,93.1,0.243,0.313,0.163,,,,,,,
