,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
11,2023-08-18,716954,Groundout,field_out,True,595281,664028,Kevin Kiermaier,Brett Kennedy,0,0,0,cb6ea568-c0fc-43b8-9293-8d63808afc3f,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-08-18,716954,Walk,walk,False,668715,621244,Spencer Steer,José Berríos,1,0,0,405050cf-554b-43bd-b9fa-2aee498bca81,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
13,2023-08-18,716954,Strikeout,strikeout,True,458015,621244,Joey Votto,José Berríos,0,0,0,7b169d4e-aa3b-4be9-9a09-ea3296c20e20,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
14,2023-08-18,716954,Strikeout,strikeout,True,687952,621244,Christian Encarnacion-Strand,José Berríos,0,0,0,30093b3f-ac01-4ecb-88b5-4be928f36d05,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
15,2023-08-18,716954,Walk,walk,False,663886,621244,Tyler Stephenson,José Berríos,1,0,1,b465c324-d51b-4aa2-babe-85fc9b1543c4,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
16,2023-08-18,716954,Strikeout,strikeout,True,666181,621244,Will Benson,José Berríos,0,0,0,489063fc-fcb7-45f3-a2f3-da769b6db66e,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
17,2023-08-18,716954,Lineout,field_out,True,593160,664028,Whit Merrifield,Brett Kennedy,1,0,0,c5f52ad0-4f3c-4e6a-bda6-7b029a97501d,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
18,2023-08-18,716954,Single,single,False,474832,664028,Brandon Belt,Brett Kennedy,0,0,0,4458d748-5702-4218-bff0-1bd06a9fdd01,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
19,2023-08-18,716954,Hit By Pitch,hit_by_pitch,False,665489,664028,Vladimir Guerrero Jr.,Brett Kennedy,0,0,1,10ad6e50-0225-4466-813a-f59278846afc,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
20,2023-08-18,716954,Forceout,force_out,True,624415,664028,Cavan Biggio,Brett Kennedy,0,0,1,5b38c35a-9606-47ee-8f8c-a12ef39a9962,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
21,2023-08-18,716954,Flyout,field_out,True,656305,664028,Matt Chapman,Brett Kennedy,0,0,0,42fedf17-574f-465f-84f3-76bae52b9395,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
22,2023-08-18,716954,Walk,walk,False,656413,621244,Stuart Fairchild,José Berríos,1,0,0,b368888e-9740-4b28-9aae-a01d2e4c81f3,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
23,2023-08-18,716954,Forceout,force_out,True,670770,621244,TJ Friedl,José Berríos,0,0,1,468b9080-b9f4-436a-85b0-f74f3f918979,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
24,2023-08-18,716954,Strikeout,strikeout,True,680574,621244,Matt McLain,José Berríos,0,0,0,6271a51f-563a-4e77-8ae2-5bf9a8a6aedf,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
25,2023-08-18,716954,Forceout,force_out,True,682829,621244,Elly De La Cruz,José Berríos,0,0,1,8c734b99-5891-4e7b-8015-55a51213b04e,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
26,2023-08-18,716954,Pop Out,field_out,True,672386,664028,Alejandro Kirk,Brett Kennedy,0,0,0,b046ea2a-3e1c-46a3-9827-585ac6381e0b,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
27,2023-08-18,716954,Pop Out,field_out,True,662139,664028,Daulton Varsho,Brett Kennedy,0,0,0,d1eeef36-f5f2-40eb-8dfa-802f57596bd7,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
28,2023-08-18,716954,Groundout,field_out,True,669289,664028,Santiago Espinal,Brett Kennedy,1,0,0,55d4c30f-a3fc-4c15-8cd0-cb759165676a,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
29,2023-08-18,716954,Groundout,field_out,True,668715,621244,Spencer Steer,José Berríos,1,0,0,60238e37-1163-49e8-ad56-6d24f423ebbb,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
30,2023-08-18,716954,Groundout,field_out,True,458015,621244,Joey Votto,José Berríos,1,1,0,789fd5b4-0980-4c2a-98ef-cef0f364bbc1,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
31,2023-08-18,716954,Strikeout,strikeout,True,687952,621244,Christian Encarnacion-Strand,José Berríos,0,0,0,d32f3a47-9750-497d-93ef-7e9fe883283c,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
32,2023-08-18,716954,Pop Out,field_out,True,595281,664028,Kevin Kiermaier,Brett Kennedy,1,1,0,21536ac7-0b45-483b-9fd3-3840b7315055,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
33,2023-08-18,716954,Groundout,field_out,True,593160,664028,Whit Merrifield,Brett Kennedy,1,0,0,2b564cae-3e41-4f03-a0bf-0fc237223531,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
34,2023-08-18,716954,Flyout,field_out,True,474832,664028,Brandon Belt,Brett Kennedy,0,0,0,6227c11b-43ab-407b-a207-75046a0acbbe,664028.0,brettkennedy,"Kennedy, B",Right,Brett Kennedy,6.5,4.93,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.32799999999999996,0.423,83.6,77.0,100.0,99.0,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.14800000000000002,0.516,0.055,0.281,0.86,-5.98,-1.89,-1.37,92.9,91.9,83.8,0.188,0.308,0.455,,,,,,,,,,,,,,,,,,,,,,,,
35,2023-08-18,716954,Strikeout,strikeout,True,663886,621244,Tyler Stephenson,José Berríos,0,0,0,e750bd90-c91c-42e6-84bf-eb9a2c9a48df,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
36,2023-08-18,716954,Strikeout,strikeout,True,666181,621244,Will Benson,José Berríos,0,0,0,cc1944df-c897-4442-ba6b-a2026a725481,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
37,2023-08-18,716954,Groundout,field_out,True,656413,621244,Stuart Fairchild,José Berríos,1,0,0,9331e493-9fa3-4758-a978-84d6d5b012ba,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.254,0.245,0.255,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,,,,,,,,,,,,,,,,,
38,2023-08-18,716954,Flyout,field_out,True,665489,571656,Vladimir Guerrero Jr.,Buck Farmer,0,0,0,83f4822b-3f69-45a8-9653-e039830c0f9c,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,4.2,4.07,75.0,99.0,97.0,98.0,0.713,8.4,3.48,6.96,1.32,0.69,0.248,0.413,0.218,0.306,0.39299999999999996,87.8,98.0,95.0,91.0,79.0,99.0,91.0,,,,120.0,103.0,113.0,,0.43,0.33899999999999997,0.231,-0.17,,1.95,-0.83,93.9,,83.1,0.242,0.222,,,,,,,,,0.158,,,,,,,,,,,,,,,,
39,2023-08-18,716954,Strikeout,strikeout,True,624415,571656,Cavan Biggio,Buck Farmer,0,0,0,3ae26640-7755-4bd9-a2fd-f525142a872f,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,4.2,4.07,75.0,99.0,97.0,98.0,0.713,8.4,3.48,6.96,1.32,0.69,0.248,0.413,0.218,0.306,0.39299999999999996,87.8,98.0,95.0,91.0,79.0,99.0,91.0,,,,120.0,103.0,113.0,,0.43,0.33899999999999997,0.231,-0.17,,1.95,-0.83,93.9,,83.1,0.242,0.222,,,,,,,,,0.158,,,,,,,,,,,,,,,,
