,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,CH_ba,SL_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba,CU_ba,KC%,wKC/C,vKC
0,2023-04-03,718729,Home Run,home_run,False,596146,456501,Max Kepler,Johnny Cueto,0,0,0,52e17d08-678f-4b71-8aaf-a71ca0d62b8c,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,,
1,2023-04-03,718729,Pop Out,field_out,True,621043,456501,Carlos Correa,Johnny Cueto,0,0,0,9573fb6f-07f2-4323-ad2f-801c51159b4e,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,,
2,2023-04-03,718729,Lineout,field_out,True,621439,456501,Byron Buxton,Johnny Cueto,0,0,0,c80b1dd4-9bc3-4709-bb7d-1880301a84d6,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,,
3,2023-04-03,718729,Flyout,field_out,True,663616,456501,Trevor Larnach,Johnny Cueto,1,1,0,dc6c53ce-0956-4154-acbc-46baf0edb605,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,,
4,2023-04-03,718729,Flyout,field_out,True,650333,641816,Luis Arraez,Tyler Mahle,1,0,0,6997df36-354e-427c-a249-e049f3d7ae32,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,44.0,122.0,104.0,,0.518,0.021,0.264,,,1.08,12.66,,-0.02,,,92.6,84.7,,83.8,,0.25,,,0.219,,100.0,116.0,112.0,0.19699999999999998,-1.89,84.9,0.211,,,,,
5,2023-04-03,718729,Groundout,field_out,True,624585,641816,Jorge Soler,Tyler Mahle,1,1,0,f4902613-ef0e-46e6-b129-29ae9b3cbbaa,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,44.0,122.0,104.0,,0.518,0.021,0.264,,,1.08,12.66,,-0.02,,,92.6,84.7,,83.8,,0.25,,,0.219,,100.0,116.0,112.0,0.19699999999999998,-1.89,84.9,0.211,,,,,
6,2023-04-03,718729,Single,single,False,643265,641816,Garrett Cooper,Tyler Mahle,0,0,0,c33996f3-3edb-491e-9508-5d2fda5bcdcb,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,44.0,122.0,104.0,,0.518,0.021,0.264,,,1.08,12.66,,-0.02,,,92.6,84.7,,83.8,,0.25,,,0.219,,100.0,116.0,112.0,0.19699999999999998,-1.89,84.9,0.211,,,,,
7,2023-04-03,718729,Groundout,field_out,True,665862,641816,Jazz Chisholm Jr.,Tyler Mahle,1,0,0,e7b8676a-c799-4af7-9876-384283591493,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,44.0,122.0,104.0,,0.518,0.021,0.264,,,1.08,12.66,,-0.02,,,92.6,84.7,,83.8,,0.25,,,0.219,,100.0,116.0,112.0,0.19699999999999998,-1.89,84.9,0.211,,,,,
8,2023-04-03,718729,Walk,walk,False,669304,456501,Jose Miranda,Johnny Cueto,0,0,0,cab838f2-9026-4942-8f4a-88f5b5ec9b59,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,,
9,2023-04-03,718729,Single,single,False,624503,456501,Nick Gordon,Johnny Cueto,0,0,1,49af565b-1e8a-4e28-9bff-4119952616bc,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,,
