,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,SL_ba,FF_ba,FC_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,ST_ba,CU_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-07-08,717439,Lineout,field_out,True,680779,669459,Henry Davis,Kyle Nelson,1,0,0,41c7c3b3-1c17-454e-919f-b77ce2c8ffa4,669459.0,kylenelson,"Nelson, K",Left,Kyle Nelson,4.18,3.74,56.0,108.0,91.0,106.0,0.71,10.77,2.25,9.48,1.93,0.88,0.217,0.47100000000000003,0.17800000000000002,0.344,0.434,64.0,104.0,93.0,104.0,111.0,113.0,101.0,108.0,102.0,0.321,0.086,0.5920000000000001,0.001,-1.23,0.71,-0.18,4.16,92.0,88.3,85.4,78.4,0.228,0.321,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-08,717439,Strikeout,strikeout,True,668804,669459,Bryan Reynolds,Kyle Nelson,0,0,0,1244bd0f-e5b1-4db0-95af-80f522799f2a,669459.0,kylenelson,"Nelson, K",Left,Kyle Nelson,4.18,3.74,56.0,108.0,91.0,106.0,0.71,10.77,2.25,9.48,1.93,0.88,0.217,0.47100000000000003,0.17800000000000002,0.344,0.434,64.0,104.0,93.0,104.0,111.0,113.0,101.0,108.0,102.0,0.321,0.086,0.5920000000000001,0.001,-1.23,0.71,-0.18,4.16,92.0,88.3,85.4,78.4,0.228,0.321,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-08,717439,Strikeout,strikeout,True,669261,669459,Jack Suwinski,Kyle Nelson,0,0,0,ee0f6a80-ec56-4c23-a25e-cc4db35f0406,669459.0,kylenelson,"Nelson, K",Left,Kyle Nelson,4.18,3.74,56.0,108.0,91.0,106.0,0.71,10.77,2.25,9.48,1.93,0.88,0.217,0.47100000000000003,0.17800000000000002,0.344,0.434,64.0,104.0,93.0,104.0,111.0,113.0,101.0,108.0,102.0,0.321,0.086,0.5920000000000001,0.001,-1.23,0.71,-0.18,4.16,92.0,88.3,85.4,78.4,0.228,0.321,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-08,717439,Flyout,field_out,True,672695,656605,Geraldo Perdomo,Mitch Keller,0,0,0,6d6941de-9c9c-4d08-b23c-c3346d0c8741,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,100.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.261,0.242,0.161,0.08,0.66,-0.07,-0.5,-1.97,95.2,89.7,82.8,78.0,,0.176,0.316,90.7,83.0,104.0,97.0,91.0,94.0,98.0,93.0,106.0,100.0,0.228,0.027999999999999997,1.66,-2.63,93.9,0.258,0.221,0.273,0.36,,,,,,,,,,,,,
4,2023-07-08,717439,Strikeout,strikeout,True,606466,656605,Ketel Marte,Mitch Keller,0,0,0,5555e86c-8b4a-419d-8ead-a3cfb081c07b,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,100.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.261,0.242,0.161,0.08,0.66,-0.07,-0.5,-1.97,95.2,89.7,82.8,78.0,,0.176,0.316,90.7,83.0,104.0,97.0,91.0,94.0,98.0,93.0,106.0,100.0,0.228,0.027999999999999997,1.66,-2.63,93.9,0.258,0.221,0.273,0.36,,,,,,,,,,,,,
5,2023-07-08,717439,Flyout,field_out,True,682998,656605,Corbin Carroll,Mitch Keller,0,0,0,c2357416-cf4e-4fc7-98fb-6c84c2dae763,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,100.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.261,0.242,0.161,0.08,0.66,-0.07,-0.5,-1.97,95.2,89.7,82.8,78.0,,0.176,0.316,90.7,83.0,104.0,97.0,91.0,94.0,98.0,93.0,106.0,100.0,0.228,0.027999999999999997,1.66,-2.63,93.9,0.258,0.221,0.273,0.36,,,,,,,,,,,,,
6,2023-07-08,717439,Field Error,field_error,False,467793,669459,Carlos Santana,Kyle Nelson,0,0,0,e4ca520f-527f-437b-a95d-574b2f50718f,669459.0,kylenelson,"Nelson, K",Left,Kyle Nelson,4.18,3.74,56.0,108.0,91.0,106.0,0.71,10.77,2.25,9.48,1.93,0.88,0.217,0.47100000000000003,0.17800000000000002,0.344,0.434,64.0,104.0,93.0,104.0,111.0,113.0,101.0,108.0,102.0,0.321,0.086,0.5920000000000001,0.001,-1.23,0.71,-0.18,4.16,92.0,88.3,85.4,78.4,0.228,0.321,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-08,717439,Strikeout,strikeout,True,596847,669459,Ji Man Choi,Kyle Nelson,0,0,0,35b4ed7f-4849-4806-a86c-e9a1690ab72c,669459.0,kylenelson,"Nelson, K",Left,Kyle Nelson,4.18,3.74,56.0,108.0,91.0,106.0,0.71,10.77,2.25,9.48,1.93,0.88,0.217,0.47100000000000003,0.17800000000000002,0.344,0.434,64.0,104.0,93.0,104.0,111.0,113.0,101.0,108.0,102.0,0.321,0.086,0.5920000000000001,0.001,-1.23,0.71,-0.18,4.16,92.0,88.3,85.4,78.4,0.228,0.321,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-08,717439,Strikeout,strikeout,True,693304,656464,Nick Gonzales,Kevin Ginkel,0,0,0,774528b5-4707-436c-ad36-54f5a7db3451,656464.0,kevinginkel,Ginkel,Right,Kevin Ginkel,2.48,3.09,65.1,100.0,107.0,102.0,0.725,9.64,3.17,5.65,0.41,1.51,0.33299999999999996,0.33299999999999996,0.17,0.308,0.401,94.0,100.0,96.0,122.0,102.0,112.0,,,,0.467,0.001,0.431,,1.2,-5.8,1.62,,95.7,90.1,86.6,,0.162,0.226,,,,,,,,,105.0,95.0,91.0,0.10099999999999999,,3.42,,94.8,0.063,,,,,,,,,,,,,,,,
9,2023-07-08,717439,Forceout,force_out,True,669707,656464,Jared Triolo,Kevin Ginkel,0,0,1,4574f523-89f0-43aa-ae3d-d790cd1c724c,656464.0,kevinginkel,Ginkel,Right,Kevin Ginkel,2.48,3.09,65.1,100.0,107.0,102.0,0.725,9.64,3.17,5.65,0.41,1.51,0.33299999999999996,0.33299999999999996,0.17,0.308,0.401,94.0,100.0,96.0,122.0,102.0,112.0,,,,0.467,0.001,0.431,,1.2,-5.8,1.62,,95.7,90.1,86.6,,0.162,0.226,,,,,,,,,105.0,95.0,91.0,0.10099999999999999,,3.42,,94.8,0.063,,,,,,,,,,,,,,,,
