,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,ST_ba,CU_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-20,718102,Strikeout,strikeout,True,656775,666201,Cedric Mullins,Alek Manoah,0,0,0,eb130c7e-88a5-48d7-b877-f06a6da90da7,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-20,718102,Walk,walk,False,668939,666201,Adley Rutschman,Alek Manoah,1,0,0,f853efa9-008f-468d-b219-c031d44ff0fa,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-20,718102,Groundout,field_out,True,623993,666201,Anthony Santander,Alek Manoah,1,0,1,6076cb0a-8669-4da7-8aba-eb897c295c11,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-20,718102,Groundout,field_out,True,663624,666201,Ryan Mountcastle,Alek Manoah,0,0,0,b9c9678b-acbe-49fe-9847-8d0461892e13,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-20,718102,Strikeout,strikeout,True,543807,680570,George Springer,Grayson Rodriguez,0,0,0,98179b80-b258-461e-97cb-f1c758359c82,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.14800000000000002,0.22399999999999998,-0.83,,1.92,1.7,97.4,,82.4,,0.342,,0.201,146.0,97.0,101.0,76.0,90.0,86.0,0.052000000000000005,0.081,-1.59,-0.49,90.0,79.9,0.153,0.176,0.333,,,,,,,,,,,,,
5,2023-05-20,718102,Single,single,False,666182,680570,Bo Bichette,Grayson Rodriguez,0,0,0,429dada1-f02f-40f5-bd97-2322f7148202,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.14800000000000002,0.22399999999999998,-0.83,,1.92,1.7,97.4,,82.4,,0.342,,0.201,146.0,97.0,101.0,76.0,90.0,86.0,0.052000000000000005,0.081,-1.59,-0.49,90.0,79.9,0.153,0.176,0.333,,,,,,,,,,,,,
6,2023-05-20,718102,Lineout,field_out,True,665489,680570,Vladimir Guerrero Jr.,Grayson Rodriguez,1,1,0,1d2186b0-fd8a-4c21-8bd1-e5aac8e118fc,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.14800000000000002,0.22399999999999998,-0.83,,1.92,1.7,97.4,,82.4,,0.342,,0.201,146.0,97.0,101.0,76.0,90.0,86.0,0.052000000000000005,0.081,-1.59,-0.49,90.0,79.9,0.153,0.176,0.333,,,,,,,,,,,,,
7,2023-05-20,718102,Strikeout,strikeout,True,474832,680570,Brandon Belt,Grayson Rodriguez,0,0,0,98922cec-854f-4ba5-95f1-bc5142cb341a,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.14800000000000002,0.22399999999999998,-0.83,,1.92,1.7,97.4,,82.4,,0.342,,0.201,146.0,97.0,101.0,76.0,90.0,86.0,0.052000000000000005,0.081,-1.59,-0.49,90.0,79.9,0.153,0.176,0.333,,,,,,,,,,,,,
8,2023-05-20,718102,Triple,triple,False,624428,666201,Adam Frazier,Alek Manoah,0,0,0,f0792e53-5094-43c4-9ce1-ab678ffb6a90,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-20,718102,Strikeout,strikeout,True,683002,666201,Gunnar Henderson,Alek Manoah,0,0,0,1ba593c3-7ed6-4e0a-8617-3816611f6ab4,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-20,718102,Single,single,False,656811,666201,Ryan O'Hearn,Alek Manoah,0,0,1,f8262a0b-ee29-482d-8398-8f71c15244e3,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,92.6,80.8,0.25,0.316,0.239,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
