,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,FC_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,SL%,KC%,wFS/C,wSI/C,wSL/C,wKC/C,vFS,vSI,vSL,vKC,SL_ba,FS_ba,SI_ba,ST_ba
0,2023-05-14,718173,Groundout,field_out,True,641487,666214,J.P. Crawford,Joey Wentz,0,0,0,4dcc0826-5cee-4f1c-8b38-cfdfaf03102f,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-14,718173,Groundout,field_out,True,664034,666214,Ty France,Joey Wentz,0,0,0,09a168e0-9827-4266-b6c0-e9292a511017,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-14,718173,Strikeout,strikeout,False,677594,666214,Julio Rodríguez,Joey Wentz,0,0,1,706b6482-b370-41eb-ab39-f19248e99862,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-14,718173,Flyout,field_out,True,553993,666214,Eugenio Suárez,Joey Wentz,0,0,0,cb2cb7ff-697f-4342-b58f-579b332cd932,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-14,718173,Single,single,False,656716,669302,Zach McKinstry,Logan Gilbert,0,0,0,33abfd6a-1155-4b8c-a449-823bccbbf074,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,,,,,88.0,103.0,99.0,,,,0.419,,,,0.01,,,,95.7,,,0.28,,,0.214,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.297,0.134,0.25,-11.33,1.84,0.39,85.6,93.7,88.7,80.3,0.211,0.174,0.667,
5,2023-05-14,718173,Single,single,False,682985,669302,Riley Greene,Logan Gilbert,0,0,1,63c6ef65-8ae4-4acc-9c10-780e43893391,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,,,,,88.0,103.0,99.0,,,,0.419,,,,0.01,,,,95.7,,,0.28,,,0.214,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.297,0.134,0.25,-11.33,1.84,0.39,85.6,93.7,88.7,80.3,0.211,0.174,0.667,
6,2023-05-14,718173,Groundout,field_out,True,595879,669302,Javier Báez,Logan Gilbert,1,0,1,4b0db55e-0217-41e6-9b3a-5d6baf51d426,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,,,,,88.0,103.0,99.0,,,,0.419,,,,0.01,,,,95.7,,,0.28,,,0.214,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.297,0.134,0.25,-11.33,1.84,0.39,85.6,93.7,88.7,80.3,0.211,0.174,0.667,
7,2023-05-14,718173,Pop Out,field_out,True,679529,669302,Spencer Torkelson,Logan Gilbert,1,0,0,f302aff4-2e15-474d-ba6e-fd7f4d308147,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,,,,,88.0,103.0,99.0,,,,0.419,,,,0.01,,,,95.7,,,0.28,,,0.214,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.297,0.134,0.25,-11.33,1.84,0.39,85.6,93.7,88.7,80.3,0.211,0.174,0.667,
8,2023-05-14,718173,Groundout,field_out,True,665155,669302,Nick Maton,Logan Gilbert,1,0,0,90098aa4-5024-48ed-9bd9-da524e61d21e,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,,,,,88.0,103.0,99.0,,,,0.419,,,,0.01,,,,95.7,,,0.28,,,0.214,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.297,0.134,0.25,-11.33,1.84,0.39,85.6,93.7,88.7,80.3,0.211,0.174,0.667,
9,2023-05-14,718173,Strikeout,strikeout,True,608596,666214,Tom Murphy,Joey Wentz,0,0,0,9e585a25-6fe0-418d-9db3-c700089c60e0,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-14,718173,Pop Out,field_out,True,606192,666214,Teoscar Hernández,Joey Wentz,1,0,0,b3da7a75-47a4-421b-bfb1-6a0277c3899c,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-05-14,718173,Walk,walk,False,676609,666214,José Caballero,Joey Wentz,0,0,0,5ba211ab-41b9-4685-9d57-99daa2d5c92b,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
