,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,FC_ba,ST_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-20,718496,Strikeout,strikeout,True,621493,641482,Taylor Ward,Nestor Cortes,0,0,0,fec577f3-2e9d-4008-a9ba-5eeb88cae075,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,
1,2023-04-20,718496,Pop Out,field_out,True,660271,641482,Shohei Ohtani,Nestor Cortes,0,0,0,30cf4490-81ba-4d99-aa6b-24503140a63b,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,
2,2023-04-20,718496,Groundout,field_out,True,545361,641482,Mike Trout,Nestor Cortes,0,0,0,c609937a-e699-493d-814f-1031d40608a3,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,
3,2023-04-20,718496,Walk,walk,False,683011,663776,Anthony Volpe,Patrick Sandoval,1,0,0,c190d913-7f4a-475d-b065-87cd8f6eb00f,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.258,-1.22,,0.36,0.02,0.3,93.0,,93.2,86.5,0.336,,0.2,0.184,0.267,99.0,96.0,101.0,0.09,0.27,76.5,0.269,0.286,,,,,,,
4,2023-04-20,718496,Single,single,False,592450,663776,Aaron Judge,Patrick Sandoval,0,0,1,e4d476d2-0a1c-4862-8fd0-c9602a3a409e,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.258,-1.22,,0.36,0.02,0.3,93.0,,93.2,86.5,0.336,,0.2,0.184,0.267,99.0,96.0,101.0,0.09,0.27,76.5,0.269,0.286,,,,,,,
5,2023-04-20,718496,Single,single,False,519203,663776,Anthony Rizzo,Patrick Sandoval,0,0,1,27f8edd4-8b28-49e5-b414-0de3c24a6fa9,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.258,-1.22,,0.36,0.02,0.3,93.0,,93.2,86.5,0.336,,0.2,0.184,0.267,99.0,96.0,101.0,0.09,0.27,76.5,0.269,0.286,,,,,,,
6,2023-04-20,718496,Lineout,field_out,True,650402,663776,Gleyber Torres,Patrick Sandoval,0,0,0,3377817c-3a9e-4b3f-b070-3a182c3e0d08,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.258,-1.22,,0.36,0.02,0.3,93.0,,93.2,86.5,0.336,,0.2,0.184,0.267,99.0,96.0,101.0,0.09,0.27,76.5,0.269,0.286,,,,,,,
7,2023-04-20,718496,Walk,walk,False,518934,663776,DJ LeMahieu,Patrick Sandoval,0,0,1,3785255f-e668-4577-a300-07fa68bd64f8,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.258,-1.22,,0.36,0.02,0.3,93.0,,93.2,86.5,0.336,,0.2,0.184,0.267,99.0,96.0,101.0,0.09,0.27,76.5,0.269,0.286,,,,,,,
8,2023-04-20,718496,Walk,walk,False,672724,663776,Oswald Peraza,Patrick Sandoval,1,0,1,c3725624-ed7b-4a7d-8610-a27b6b3c3600,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.258,-1.22,,0.36,0.02,0.3,93.0,,93.2,86.5,0.336,,0.2,0.184,0.267,99.0,96.0,101.0,0.09,0.27,76.5,0.269,0.286,,,,,,,
9,2023-04-20,718496,Strikeout,strikeout,True,665828,663776,Oswaldo Cabrera,Patrick Sandoval,0,0,0,ef5a75fa-0d70-4801-83d7-ad3231dc9bfe,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,,0.285,0.258,-1.22,,0.36,0.02,0.3,93.0,,93.2,86.5,0.336,,0.2,0.184,0.267,99.0,96.0,101.0,0.09,0.27,76.5,0.269,0.286,,,,,,,
